marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
xiaomi,2017.0,8,15,,não,0,3.0,488.0,QUADHD,AMOLED,não,0.0,500,premium,24966
dell,2022.0,10,15,16.0,sim,6,4.0,,QUADHD,OLED,não,0.0,250,jogos_intermediarios,10695
lenovo,2012.0,4,8,16.0,não,0,3.0,243.0,HD,TN,não,2000.0,0,entrada,7003
samsung,2013.0,6,12,16.0,não,0,2.0,573.0,4K,OLED,não,500.0,250,premium,18453
razer,2013.0,6,6,32.0,sim,6,,182.0,QUADHD,AMOLED,não,500.0,2000,jogos_premium,22133
acer,2011.0,6,10,,não,0,,,HD,IPS,não,1000.0,0,entrada,11299
hp,2020.0,10,19,6.0,não,0,3.0,578.0,FULLHD,OLED,não,0.0,500,ultraportatil,18038
dell,2023.0,10,18,8.0,não,0,3.0,,FULLHD,OLED,não,0.0,250,,18230
hp,2012.0,4,6,12.0,sim,4,2.0,90.0,FULLHD,VA,não,1000.0,2000,jogos_entrada,7523
apple,2014.0,12,18,16.0,não,0,,460.0,FULLHD,OLED,não,0.0,1000,premium,22572
dell,2021.0,8,13,2.0,não,0,3.0,389.0,FULLHD,AMOLED,sim,0.0,500,2em1,15077
xiaomi,2012.0,4,8,,não,0,,,QUADHD,OLED,não,250.0,250,premium,18182
acer,2013.0,12,21,16.0,sim,6,,111.0,QUADHD,OLED,não,2000.0,125,jogos_intermediarios,12517
samsung,2013.0,4,7,,não,0,,196.0,HD,IPS,não,2000.0,0,entrada,5694
,2011.0,4,4,8.0,não,0,,537.0,FULLHD,AMOLED,não,2000.0,250,premium,21809
dell,2020.0,4,8,,não,0,4.0,457.0,HD,TN,não,250.0,0,entrada,9531
asus,2021.0,8,11,8.0,não,0,3.0,548.0,FULLHD,VA,não,0.0,2000,ultraportatil,15813
acer,2023.0,6,12,12.0,sim,2,,195.0,FULLHD,IPS,não,0.0,1000,jogos_entrada,10129
xiaomi,2015.0,4,8,8.0,não,0,3.0,,FULLHD,AMOLED,não,0.0,500,premium,16831
acer,2011.0,12,18,16.0,sim,6,,126.0,FULLHD,OLED,não,1000.0,2000,,25456
razer,2015.0,6,10,,não,0,2.0,459.0,4K,AMOLED,não,0.0,1000,premium,22582
apple,2013.0,6,11,8.0,não,0,,425.0,4K,AMOLED,não,500.0,250,premium,22809
asus,2012.0,12,24,16.0,não,0,,439.0,FULLHD,AMOLED,sim,500.0,250,premium,19182
xiaomi,2013.0,8,10,16.0,não,0,3.0,487.0,4K,OLED,não,500.0,250,premium,24127
dell,2018.0,10,13,6.0,não,0,3.0,244.0,HD,IPS,não,500.0,0,entrada,7711
razer,2013.0,4,6,32.0,sim,6,2.0,106.0,QUADHD,OLED,não,1000.0,125,jogos_premium,18347
,2018.0,12,21,16.0,não,0,2.0,,4K,AMOLED,sim,0.0,1000,premium,24801
xiaomi,2014.0,4,5,16.0,não,0,2.0,,QUADHD,OLED,não,500.0,250,premium,18203
positivo,2017.0,10,15,4.0,não,0,3.0,136.0,HD,TN,não,500.0,0,entrada,5521
huawei,2012.0,10,18,16.0,não,0,,500.0,QUADHD,OLED,não,1000.0,250,premium,19354
huawei,2013.0,8,12,8.0,não,0,3.0,,QUADHD,AMOLED,não,500.0,250,premium,19854
razer,2015.0,8,13,16.0,não,0,2.0,591.0,4K,AMOLED,não,0.0,1000,premium,24722
apple,2016.0,8,9,16.0,não,0,,556.0,FULLHD,AMOLED,não,0.0,250,,18656
xiaomi,2014.0,10,20,,não,0,2.0,500.0,QUADHD,AMOLED,não,1000.0,250,premium,20291
huawei,2018.0,4,7,16.0,não,0,,511.0,4K,AMOLED,não,0.0,250,premium,15494
asus,2018.0,10,13,2.0,não,0,,,FULLHD,IPS,sim,0.0,500,2em1,10954
acer,2019.0,4,6,,não,0,2.0,187.0,FULLHD,AMOLED,sim,0.0,1000,2em1,10303
dell,2022.0,6,7,12.0,não,0,2.0,,FULLHD,VA,não,0.0,2000,ultraportatil,20025
,2015.0,6,6,4.0,não,0,,538.0,FULLHD,VA,não,0.0,2000,ultraportatil,19743
positivo,2015.0,10,16,6.0,não,0,3.0,254.0,HD,TN,não,0.0,500,entrada,7105
razer,2013.0,12,20,32.0,sim,6,,196.0,4K,AMOLED,não,2000.0,125,jogos_premium,21716
hp,2018.0,8,14,12.0,sim,2,3.0,133.0,FULLHD,OLED,não,0.0,250,jogos_entrada,8062
asus,2021.0,6,10,6.0,não,0,2.0,361.0,FULLHD,IPS,sim,0.0,1000,2em1,15456
razer,2012.0,10,11,8.0,não,0,2.0,493.0,QUADHD,AMOLED,não,250.0,250,premium,24825
asus,2023.0,12,18,8.0,não,0,,,FULLHD,VA,não,0.0,2000,ultraportatil,21144
lenovo,2016.0,4,6,16.0,não,0,2.0,507.0,QUADHD,OLED,não,0.0,250,premium,20135
xiaomi,2023.0,4,4,,não,0,2.0,559.0,FULLHD,AMOLED,não,0.0,2000,premium,18087
asus,2015.0,8,16,8.0,não,0,,571.0,QUADHD,OLED,não,0.0,500,premium,22517
dell,2023.0,12,14,4.0,não,0,4.0,244.0,HD,TN,não,250.0,125,entrada,6697
lenovo,,4,4,6.0,não,0,,,HD,IPS,não,1000.0,0,intermediario,12231
xiaomi,2017.0,12,22,16.0,não,0,,479.0,FULLHD,OLED,não,0.0,2000,premium,26472
hp,2016.0,4,4,16.0,sim,6,3.0,153.0,QUADHD,OLED,não,0.0,1000,jogos_intermediarios,11799
razer,2020.0,6,10,32.0,sim,6,4.0,56.0,FULLHD,OLED,não,0.0,2000,jogos_premium,23911
samsung,2021.0,4,6,32.0,não,0,2.0,532.0,FULLHD,TN,não,0.0,250,ultraportatil,18636
,2014.0,12,21,16.0,não,0,3.0,438.0,FULLHD,OLED,não,0.0,250,premium,16941
,2022.0,4,4,,não,0,2.0,534.0,4K,OLED,não,0.0,500,premium,23611
positivo,2023.0,8,16,64.0,não,0,1.0,,HD,TN,não,0.0,500,entrada,8344
positivo,2018.0,6,10,64.0,não,0,4.0,198.0,HD,IPS,não,0.0,2000,entrada,8906
,2020.0,10,20,,não,0,,191.0,HD,TN,não,250.0,0,entrada,7381
acer,2019.0,6,8,2.0,não,0,,363.0,FULLHD,IPS,sim,0.0,1000,,12774
dell,2012.0,6,11,12.0,não,0,2.0,561.0,HD,VA,não,0.0,1000,,14282
apple,2014.0,12,22,16.0,não,0,3.0,,QUADHD,AMOLED,não,0.0,1000,premium,21180
huawei,2010.0,4,7,8.0,não,0,2.0,400.0,QUADHD,AMOLED,não,1000.0,250,,21366
positivo,2021.0,8,10,2.0,não,0,,237.0,HD,IPS,não,250.0,0,entrada,7052
,2013.0,4,8,16.0,não,0,2.0,510.0,FULLHD,IPS,não,1000.0,2000,ultraportatil,17298
apple,2020.0,10,15,16.0,não,0,,501.0,QUADHD,AMOLED,não,0.0,250,premium,15611
samsung,2022.0,8,13,32.0,não,0,,,HD,TN,não,250.0,500,entrada,9248
apple,2015.0,10,19,16.0,não,0,3.0,508.0,4K,AMOLED,não,0.0,500,premium,25208
samsung,2010.0,8,15,,sim,6,3.0,75.0,QUADHD,AMOLED,não,2000.0,1000,jogos_premium,13827
hp,2022.0,10,11,2.0,não,0,,585.0,FULLHD,OLED,não,0.0,1000,ultraportatil,21411
,2018.0,10,15,16.0,não,0,2.0,593.0,4K,OLED,não,0.0,250,premium,22016
positivo,2022.0,8,11,4.0,não,0,3.0,41.0,HD,IPS,não,500.0,500,entrada,4792
hp,2016.0,10,16,8.0,sim,4,,,FULLHD,OLED,não,0.0,1000,jogos_entrada,8388
acer,2018.0,4,5,2.0,não,0,2.0,531.0,FULLHD,IPS,sim,0.0,1000,2em1,14171
asus,2016.0,4,8,8.0,não,0,,529.0,FULLHD,OLED,não,0.0,500,ultraportatil,15487
razer,2019.0,12,19,16.0,não,0,,560.0,QUADHD,OLED,não,0.0,2000,premium,25168
hp,2012.0,6,9,12.0,sim,2,,195.0,FULLHD,OLED,não,2000.0,2000,jogos_entrada,11560
lenovo,2013.0,4,8,32.0,sim,6,3.0,,QUADHD,OLED,não,2000.0,2000,jogos_premium,18697
hp,2019.0,6,10,12.0,sim,2,,135.0,FULLHD,VA,não,0.0,250,jogos_entrada,8042
acer,2018.0,8,8,,sim,2,3.0,135.0,FULLHD,TN,não,0.0,2000,jogos_entrada,8545
razer,2017.0,4,5,8.0,não,0,,547.0,4K,AMOLED,não,0.0,250,premium,24757
huawei,2019.0,6,12,16.0,não,0,,496.0,4K,OLED,não,0.0,2000,premium,25529
acer,2014.0,10,13,12.0,sim,2,,40.0,FULLHD,IPS,não,1000.0,250,jogos_entrada,7203
,2015.0,8,10,12.0,sim,2,,180.0,FULLHD,OLED,não,0.0,2000,jogos_entrada,10428
lenovo,2012.0,4,8,8.0,sim,4,,183.0,FULLHD,OLED,não,1000.0,500,jogos_entrada,10088
hp,2023.0,6,9,12.0,sim,6,,,FULLHD,IPS,não,0.0,250,jogos_intermediarios,12101
xiaomi,2014.0,4,5,16.0,não,0,2.0,504.0,4K,AMOLED,não,1000.0,250,premium,15938
acer,2020.0,8,14,,sim,2,,80.0,FULLHD,OLED,não,0.0,250,jogos_entrada,8644
apple,2012.0,10,16,8.0,não,0,,530.0,QUADHD,OLED,não,2000.0,250,premium,21307
samsung,2018.0,4,8,16.0,não,0,,127.0,HD,TN,não,0.0,2000,entrada,6812
dell,2023.0,8,14,,sim,6,4.0,125.0,4K,OLED,não,0.0,1000,jogos_premium,23703
xiaomi,2016.0,8,16,,não,0,,501.0,FULLHD,OLED,não,0.0,500,premium,19831
asus,2023.0,8,16,,não,0,,546.0,4K,AMOLED,não,0.0,250,premium,19708
apple,2015.0,8,13,16.0,não,0,2.0,,QUADHD,OLED,não,0.0,250,premium,15722
apple,2011.0,10,16,8.0,não,0,2.0,541.0,QUADHD,AMOLED,não,2000.0,250,,21021
,2010.0,6,6,16.0,sim,6,,183.0,FULLHD,VA,não,1000.0,125,jogos_intermediarios,10830
xiaomi,2016.0,8,10,16.0,não,0,,409.0,4K,AMOLED,não,0.0,500,premium,18030
asus,2015.0,10,11,32.0,não,0,,385.0,FULLHD,IPS,sim,0.0,250,2em1,12691
positivo,2011.0,4,7,6.0,não,0,,126.0,HD,TN,não,0.0,250,entrada,5602
dell,2015.0,4,8,16.0,sim,6,,,QUADHD,OLED,não,0.0,250,jogos_premium,13977
xiaomi,2013.0,12,21,16.0,não,0,,441.0,FULLHD,OLED,não,1000.0,250,premium,22409
lenovo,2014.0,10,12,4.0,não,0,,,FULLHD,OLED,não,2000.0,500,ultraportatil,14524
xiaomi,2014.0,8,15,16.0,não,0,3.0,597.0,4K,AMOLED,não,2000.0,250,premium,25361
samsung,2015.0,8,11,4.0,não,0,2.0,532.0,HD,IPS,não,2000.0,0,,13811
positivo,2015.0,6,8,6.0,não,0,,133.0,HD,IPS,não,0.0,250,entrada,5853
apple,2021.0,10,18,16.0,não,0,2.0,459.0,QUADHD,AMOLED,não,0.0,250,premium,21175
lenovo,2012.0,4,6,16.0,sim,6,2.0,125.0,FULLHD,VA,não,1000.0,125,jogos_intermediarios,10884
hp,2016.0,10,13,8.0,sim,4,1.0,128.0,FULLHD,IPS,não,0.0,250,jogos_entrada,8440
asus,2014.0,4,7,4.0,não,0,3.0,553.0,FULLHD,VA,não,0.0,1000,ultraportatil,14557
apple,2023.0,10,15,8.0,não,0,2.0,468.0,4K,AMOLED,não,0.0,2000,,18234
positivo,2017.0,6,10,12.0,não,0,,81.0,HD,TN,não,250.0,0,entrada,4661
apple,2023.0,8,11,8.0,não,0,2.0,,FULLHD,OLED,não,0.0,1000,premium,23296
lenovo,2017.0,4,7,16.0,não,0,,,FULLHD,AMOLED,sim,0.0,250,,11353
apple,2014.0,8,13,8.0,não,0,2.0,526.0,QUADHD,AMOLED,não,500.0,250,,18776
apple,2023.0,8,16,16.0,não,0,,445.0,4K,AMOLED,não,0.0,2000,premium,20170
huawei,2023.0,6,9,8.0,não,0,2.0,,4K,AMOLED,não,0.0,2000,premium,25290
,2022.0,6,12,8.0,não,0,2.0,413.0,4K,AMOLED,não,0.0,250,premium,13951
lenovo,2019.0,12,24,32.0,sim,6,,192.0,4K,AMOLED,não,0.0,1000,jogos_premium,15653
xiaomi,2017.0,10,20,8.0,não,0,2.0,406.0,4K,AMOLED,não,0.0,1000,,15404
apple,2018.0,6,9,16.0,não,0,2.0,480.0,QUADHD,OLED,não,0.0,2000,premium,21973
positivo,2013.0,4,8,16.0,não,0,,150.0,HD,TN,não,500.0,0,entrada,5730
hp,2022.0,8,15,12.0,sim,4,4.0,,QUADHD,VA,não,0.0,1000,jogos_intermediarios,10204
positivo,2017.0,4,7,64.0,não,0,1.0,97.0,HD,IPS,não,0.0,250,entrada,6830
samsung,2011.0,12,20,32.0,sim,6,4.0,77.0,QUADHD,AMOLED,não,1000.0,2000,jogos_premium,19657
positivo,2012.0,4,4,4.0,não,0,,205.0,HD,IPS,não,250.0,0,entrada,5931
apple,2016.0,4,4,,não,0,,554.0,4K,AMOLED,não,0.0,1000,,26351
xiaomi,2019.0,12,23,8.0,não,0,3.0,532.0,4K,OLED,não,0.0,500,premium,21432
dell,2011.0,6,7,6.0,não,0,3.0,582.0,FULLHD,TN,não,1000.0,2000,ultraportatil,20144
razer,2016.0,4,6,32.0,sim,6,,,4K,OLED,não,0.0,1000,jogos_premium,13974
positivo,2022.0,6,9,32.0,não,0,,65.0,HD,TN,não,500.0,250,entrada,4516
huawei,2011.0,6,7,16.0,não,0,3.0,,FULLHD,AMOLED,não,0.0,250,,19004
dell,2016.0,4,6,2.0,não,0,3.0,454.0,HD,TN,não,0.0,2000,intermediario,12927
asus,2011.0,4,4,6.0,não,0,2.0,346.0,FULLHD,AMOLED,sim,0.0,250,2em1,11095
apple,2010.0,8,11,16.0,não,0,,568.0,4K,OLED,não,2000.0,250,premium,24441
asus,,8,13,8.0,não,0,,542.0,HD,TN,não,1000.0,0,intermediario,13638
samsung,2010.0,4,6,8.0,sim,2,,123.0,FULLHD,VA,não,2000.0,1000,,8372
razer,2016.0,10,19,32.0,sim,6,,,FULLHD,AMOLED,não,0.0,2000,,26350
asus,2014.0,4,5,6.0,não,0,,589.0,FULLHD,IPS,não,250.0,500,ultraportatil,17769
huawei,2020.0,8,8,16.0,não,0,3.0,588.0,FULLHD,OLED,não,0.0,250,premium,25909
dell,2018.0,8,11,32.0,não,0,1.0,352.0,HD,IPS,não,250.0,0,entrada,9682
positivo,2016.0,4,7,12.0,não,0,,107.0,HD,IPS,não,1000.0,0,,4226
,2015.0,8,13,,sim,4,,76.0,FULLHD,OLED,não,0.0,250,jogos_entrada,7235
razer,2010.0,6,6,32.0,sim,6,,70.0,4K,OLED,não,2000.0,500,jogos_premium,15368
,2010.0,4,4,2.0,não,0,,278.0,HD,IPS,não,250.0,0,intermediario,8414
samsung,2017.0,10,17,16.0,sim,4,,,FULLHD,VA,não,0.0,250,jogos_intermediarios,11510
dell,2022.0,8,16,64.0,não,0,,595.0,HD,VA,não,0.0,1000,intermediario,16556
xiaomi,2013.0,12,18,8.0,não,0,3.0,443.0,FULLHD,OLED,não,0.0,1000,premium,24172
positivo,2020.0,6,9,8.0,não,0,,113.0,HD,IPS,não,500.0,0,,5559
xiaomi,2017.0,8,11,16.0,não,0,3.0,467.0,QUADHD,AMOLED,não,0.0,250,premium,21857
,2022.0,12,17,12.0,não,0,3.0,63.0,HD,IPS,não,250.0,125,entrada,4762
positivo,2018.0,4,7,4.0,não,0,,289.0,HD,TN,não,250.0,0,entrada,7807
razer,2012.0,12,18,16.0,não,0,3.0,490.0,FULLHD,OLED,não,250.0,250,,15343
dell,2020.0,4,6,12.0,sim,4,4.0,,FULLHD,IPS,não,0.0,2000,jogos_entrada,9990
xiaomi,2019.0,6,9,,não,0,,560.0,QUADHD,AMOLED,não,0.0,250,premium,25174
huawei,2017.0,12,20,16.0,não,0,3.0,490.0,QUADHD,OLED,não,0.0,1000,premium,24530
apple,2017.0,4,4,8.0,não,0,2.0,,QUADHD,AMOLED,não,0.0,250,premium,21777
xiaomi,2022.0,6,8,16.0,não,0,,412.0,4K,OLED,não,0.0,1000,premium,19460
samsung,2013.0,6,7,4.0,não,0,,353.0,FULLHD,IPS,sim,1000.0,250,2em1,15028
huawei,2018.0,6,7,16.0,não,0,2.0,,FULLHD,AMOLED,não,0.0,250,,19801
lenovo,2019.0,8,12,4.0,não,0,3.0,106.0,HD,IPS,não,250.0,0,entrada,4984
asus,2021.0,12,16,12.0,não,0,,593.0,FULLHD,IPS,não,0.0,250,ultraportatil,15933
dell,2018.0,4,6,16.0,sim,6,3.0,47.0,QUADHD,VA,não,0.0,500,jogos_intermediarios,8526
asus,2011.0,6,8,2.0,não,0,1.0,71.0,HD,TN,não,250.0,0,entrada,4044
positivo,2010.0,6,12,2.0,não,0,3.0,235.0,HD,TN,não,2000.0,0,entrada,6359
lenovo,2023.0,8,8,8.0,sim,4,4.0,35.0,FULLHD,OLED,não,0.0,2000,jogos_entrada,8830
hp,2012.0,10,11,16.0,sim,6,,,FULLHD,IPS,não,2000.0,250,jogos_intermediarios,10677
lenovo,2015.0,6,6,,sim,4,,200.0,QUADHD,VA,não,0.0,500,jogos_intermediarios,11135
positivo,2019.0,6,8,12.0,não,0,,82.0,HD,IPS,não,1000.0,0,,4037
,2018.0,8,11,12.0,não,0,2.0,354.0,HD,IPS,não,1000.0,0,entrada,9191
lenovo,2015.0,4,8,16.0,sim,6,2.0,75.0,QUADHD,AMOLED,não,0.0,1000,jogos_premium,13803
dell,2023.0,4,7,16.0,não,0,3.0,293.0,HD,IPS,não,0.0,2000,intermediario,9846
,2019.0,6,6,16.0,sim,6,4.0,121.0,QUADHD,AMOLED,não,0.0,2000,jogos_premium,17854
dell,2011.0,2,3,6.0,não,0,1.0,105.0,HD,VA,não,500.0,0,intermediario,7018
hp,2022.0,6,6,8.0,não,0,,,FULLHD,TN,não,0.0,1000,ultraportatil,15100
acer,2023.0,6,9,,não,0,2.0,500.0,FULLHD,OLED,não,0.0,250,ultraportatil,14937
dell,2017.0,10,10,2.0,não,0,,568.0,FULLHD,TN,não,0.0,250,ultraportatil,19251
acer,2021.0,4,7,8.0,não,0,2.0,,QUADHD,OLED,não,0.0,1000,premium,23620
positivo,2017.0,8,12,2.0,não,0,,,HD,IPS,não,0.0,500,entrada,6675
xiaomi,2020.0,6,7,8.0,não,0,,482.0,QUADHD,OLED,não,0.0,2000,premium,15175
lenovo,2012.0,2,2,,não,0,3.0,575.0,FULLHD,TN,não,250.0,125,ultraportatil,14663
positivo,2012.0,4,7,2.0,não,0,,71.0,HD,TN,não,250.0,0,entrada,4338
samsung,2017.0,10,20,,sim,6,,53.0,4K,IPS,não,0.0,250,jogos_intermediarios,10735
lenovo,2017.0,10,12,12.0,sim,6,1.0,34.0,QUADHD,OLED,não,0.0,500,jogos_intermediarios,8983
hp,2010.0,4,8,12.0,sim,4,,191.0,FULLHD,VA,não,0.0,1000,jogos_entrada,9447
samsung,2010.0,8,8,,não,0,,439.0,QUADHD,AMOLED,sim,500.0,250,premium,24096
dell,2015.0,6,10,32.0,sim,6,,151.0,QUADHD,AMOLED,não,0.0,2000,,18460
dell,2023.0,4,7,2.0,não,0,2.0,540.0,FULLHD,AMOLED,sim,0.0,1000,2em1,15991
razer,2015.0,12,19,16.0,sim,6,1.0,97.0,QUADHD,OLED,não,0.0,250,,15689
samsung,2018.0,4,7,16.0,não,0,3.0,,FULLHD,TN,não,0.0,2000,ultraportatil,17968
lenovo,2016.0,4,4,8.0,não,0,,548.0,FULLHD,OLED,não,0.0,250,ultraportatil,14297
samsung,2018.0,4,5,,sim,4,2.0,80.0,FULLHD,IPS,não,0.0,1000,jogos_entrada,7631
lenovo,2017.0,8,16,12.0,não,0,,398.0,HD,IPS,não,250.0,0,entrada,9482
,2014.0,8,15,32.0,não,0,3.0,563.0,FULLHD,VA,não,1000.0,2000,ultraportatil,16855
lenovo,2018.0,8,8,6.0,não,0,3.0,428.0,FULLHD,IPS,sim,0.0,1000,2em1,12830
xiaomi,2017.0,10,13,8.0,não,0,3.0,534.0,QUADHD,OLED,não,0.0,1000,premium,17848
lenovo,,8,14,8.0,não,0,3.0,440.0,QUADHD,AMOLED,não,0.0,2000,premium,18000
dell,2011.0,6,10,8.0,não,0,2.0,550.0,FULLHD,IPS,não,2000.0,500,ultraportatil,19958
apple,2022.0,10,13,,não,0,,,QUADHD,OLED,não,0.0,500,premium,18792
,2022.0,6,6,16.0,não,0,2.0,,FULLHD,AMOLED,não,0.0,250,premium,21788
lenovo,2013.0,6,8,12.0,sim,2,,36.0,FULLHD,OLED,não,1000.0,1000,,6669
samsung,,6,9,2.0,não,0,1.0,541.0,HD,IPS,não,500.0,1000,entrada,12521
asus,2022.0,4,7,8.0,não,0,2.0,544.0,HD,TN,não,500.0,2000,entrada,12262
apple,2016.0,12,16,16.0,não,0,3.0,424.0,4K,OLED,não,0.0,250,premium,23487
apple,2014.0,12,19,,não,0,,539.0,QUADHD,OLED,não,500.0,250,premium,20080
huawei,2012.0,12,22,16.0,não,0,3.0,,QUADHD,AMOLED,não,500.0,250,premium,18857
xiaomi,2011.0,12,13,16.0,não,0,3.0,460.0,FULLHD,OLED,não,0.0,250,premium,17605
,2019.0,12,23,8.0,não,0,,427.0,FULLHD,AMOLED,não,0.0,1000,,18500
razer,,12,18,8.0,não,0,3.0,521.0,FULLHD,OLED,não,0.0,500,premium,20192
dell,2022.0,8,8,4.0,não,0,,473.0,HD,OLED,não,0.0,2000,intermediario,14507
,2012.0,10,12,16.0,não,0,,582.0,4K,AMOLED,não,500.0,250,premium,17145
hp,2010.0,8,15,16.0,sim,4,,160.0,QUADHD,OLED,não,250.0,250,jogos_intermediarios,12237
apple,2021.0,8,9,16.0,não,0,,,4K,OLED,não,0.0,250,premium,21944
lenovo,2011.0,6,10,2.0,não,0,,391.0,HD,TN,não,1000.0,0,entrada,9140
huawei,2020.0,8,9,,não,0,,571.0,FULLHD,AMOLED,não,0.0,2000,,19846
xiaomi,2011.0,10,18,16.0,não,0,3.0,514.0,QUADHD,OLED,não,250.0,250,premium,23927
hp,2020.0,6,10,2.0,não,0,,,FULLHD,OLED,não,0.0,500,ultraportatil,15343
acer,2010.0,10,13,,não,0,2.0,,QUADHD,OLED,não,0.0,250,premium,21808
positivo,2022.0,6,6,32.0,não,0,4.0,46.0,HD,TN,não,500.0,125,entrada,4724
lenovo,2012.0,2,3,8.0,sim,2,,,FULLHD,OLED,não,0.0,250,jogos_entrada,9227
huawei,2017.0,4,6,16.0,não,0,,475.0,4K,OLED,não,0.0,250,premium,18728
apple,2022.0,10,18,,não,0,2.0,540.0,QUADHD,AMOLED,não,0.0,500,,25527
hp,2019.0,8,13,,sim,2,,112.0,FULLHD,IPS,não,0.0,2000,jogos_entrada,9122
xiaomi,2016.0,12,22,8.0,não,0,3.0,496.0,4K,AMOLED,não,0.0,250,,24289
dell,2011.0,2,4,12.0,sim,2,4.0,,FULLHD,TN,não,250.0,1000,jogos_entrada,7639
,2019.0,4,6,8.0,não,0,,413.0,QUADHD,OLED,não,0.0,250,premium,17823
huawei,2016.0,8,9,16.0,não,0,,457.0,FULLHD,AMOLED,não,0.0,500,premium,18945
dell,2018.0,8,15,2.0,não,0,1.0,589.0,HD,OLED,não,250.0,0,,14606
huawei,2022.0,12,20,16.0,não,0,2.0,422.0,FULLHD,OLED,não,0.0,1000,premium,22756
xiaomi,2013.0,10,14,16.0,não,0,,567.0,FULLHD,AMOLED,não,1000.0,250,premium,22914
,2017.0,4,4,,não,0,,540.0,FULLHD,AMOLED,não,0.0,2000,premium,25290
lenovo,2022.0,8,16,64.0,não,0,1.0,177.0,HD,IPS,não,0.0,500,entrada,8140
positivo,2019.0,6,12,2.0,não,0,4.0,54.0,HD,TN,não,250.0,0,entrada,3701
hp,2019.0,10,20,8.0,sim,2,,156.0,FULLHD,TN,não,0.0,1000,jogos_entrada,9296
positivo,2021.0,8,14,12.0,não,0,,,HD,TN,não,1000.0,0,entrada,5900
positivo,2013.0,6,8,,não,0,1.0,81.0,HD,TN,não,2000.0,0,entrada,4991
dell,2012.0,4,5,6.0,não,0,,232.0,FULLHD,AMOLED,sim,500.0,250,2em1,10159
xiaomi,2018.0,8,12,16.0,não,0,3.0,,4K,AMOLED,não,,2000,premium,17586
positivo,2023.0,12,20,6.0,não,0,3.0,125.0,HD,TN,não,1000.0,500,entrada,5582
apple,2012.0,4,8,16.0,não,0,,,FULLHD,OLED,não,0.0,250,premium,15820
apple,2021.0,12,22,16.0,não,0,,506.0,FULLHD,AMOLED,não,0.0,250,premium,17829
apple,2014.0,6,12,16.0,não,0,,586.0,QUADHD,AMOLED,não,250.0,250,premium,25544
asus,2011.0,8,11,8.0,não,0,3.0,531.0,QUADHD,AMOLED,não,500.0,250,premium,20502
,2018.0,12,24,,não,0,,459.0,FULLHD,AMOLED,não,0.0,1000,premium,17703
acer,2014.0,8,14,16.0,não,0,,454.0,FULLHD,AMOLED,não,250.0,250,premium,14905
dell,2012.0,6,10,12.0,sim,2,2.0,128.0,FULLHD,IPS,não,0.0,1000,jogos_entrada,7996
hp,2010.0,6,11,12.0,sim,6,,159.0,FULLHD,IPS,não,0.0,2000,jogos_intermediarios,10904
asus,2016.0,10,16,4.0,não,0,,585.0,FULLHD,VA,não,0.0,250,ultraportatil,17055
apple,2015.0,4,7,16.0,não,0,3.0,438.0,FULLHD,OLED,não,0.0,250,premium,20291
,2016.0,10,11,4.0,não,0,,,HD,IPS,não,0.0,250,entrada,8918
lenovo,2014.0,8,11,32.0,não,0,1.0,407.0,HD,VA,não,0.0,500,intermediario,13295
dell,2011.0,8,9,16.0,sim,4,1.0,102.0,FULLHD,VA,não,500.0,125,jogos_intermediarios,10197
,2010.0,2,2,8.0,sim,4,1.0,126.0,FULLHD,IPS,não,250.0,2000,jogos_entrada,9028
hp,2014.0,12,22,12.0,sim,6,2.0,,QUADHD,VA,não,2000.0,2000,,12943
hp,2019.0,8,14,12.0,sim,4,,,FULLHD,VA,não,0.0,2000,jogos_intermediarios,11128
positivo,2010.0,4,7,12.0,não,0,,,HD,TN,não,1000.0,0,entrada,6619
hp,2014.0,6,10,12.0,sim,6,,113.0,4K,IPS,não,500.0,250,jogos_intermediarios,10749
positivo,2023.0,4,8,,não,0,,37.0,HD,IPS,não,250.0,125,entrada,4097
asus,2022.0,6,10,8.0,não,0,2.0,530.0,QUADHD,OLED,não,0.0,250,premium,25373
asus,2023.0,8,9,,não,0,,531.0,FULLHD,TN,não,0.0,500,ultraportatil,17685
dell,2013.0,2,2,6.0,não,0,1.0,63.0,HD,VA,não,0.0,2000,intermediario,6423
razer,2019.0,4,7,32.0,sim,6,,183.0,QUADHD,OLED,não,0.0,1000,jogos_premium,20901
positivo,2015.0,10,14,32.0,não,0,,,HD,TN,não,1000.0,0,entrada,7740
apple,2018.0,10,18,8.0,não,0,,596.0,FULLHD,AMOLED,não,0.0,1000,,23072
acer,2011.0,2,3,,não,0,,,HD,OLED,não,0.0,500,intermediario,10163
,2016.0,6,12,16.0,não,0,4.0,235.0,HD,TN,não,2000.0,0,intermediario,9543
,2015.0,8,9,12.0,não,0,,,FULLHD,OLED,não,0.0,2000,ultraportatil,17854
asus,2023.0,6,12,12.0,não,0,,574.0,HD,TN,não,0.0,500,entrada,12652
,2010.0,4,7,32.0,sim,6,,177.0,FULLHD,OLED,não,1000.0,2000,jogos_premium,19806
,2014.0,10,10,8.0,sim,2,,105.0,FULLHD,IPS,não,2000.0,125,jogos_entrada,7546
