renda_mensal,idade,pontuacao_credito,valor_emprestimo,duracao_emprestimo,outras_dividas,emprestimo_ativo,emprestimo_aprovado
9902,28,756,31209,19.0,sim,sim,sim
1514,54,885,35853,,não,sim,não
15668,18,704,36961,41.0,não,sim,não
8112,53,353,39727,11.0,sim,sim,não
3968,66,426,14130,25.0,não,sim,sim
16730,54,483,35568,,sim,não,sim
3544,47,701,26315,32.0,sim,sim,sim
2233,43,872,29857,,não,sim,não
9257,57,530,5531,39.0,sim,sim,sim
1837,60,661,2572,20.0,não,não,sim
19942,32,861,11659,33.0,sim,sim,sim
14329,70,388,6976,41.0,sim,sim,sim
1964,61,703,25286,,não,não,sim
8870,27,799,2888,11.0,sim,sim,sim
13645,56,735,35261,,não,não,sim
9987,19,316,24618,57.0,sim,não,não
19006,49,641,48165,7.0,não,não,sim
18771,26,869,43713,31.0,não,não,sim
6934,34,482,29315,31.0,sim,não,sim
16795,30,862,44510,29.0,não,sim,sim
18773,70,363,4804,13.0,não,não,sim
8950,42,357,26969,25.0,não,não,sim
9326,68,717,8217,33.0,sim,sim,sim
11899,23,724,41290,11.0,não,não,sim
6782,24,827,31016,9.0,sim,não,não
17590,41,496,4242,56.0,sim,sim,sim
19197,21,582,12140,21.0,sim,sim,não
13820,20,699,34317,,sim,não,não
4088,43,361,6462,17.0,sim,sim,sim
16028,52,307,10957,,sim,sim,sim
13157,21,894,42279,26.0,não,sim,não
5453,46,432,44774,12.0,sim,não,não
15738,45,607,47687,52.0,não,não,sim
6235,25,389,46541,,sim,não,não
6855,29,542,5362,42.0,sim,sim,sim
1252,54,824,40751,57.0,não,não,sim
13526,29,834,39164,34.0,não,não,sim
5668,27,365,32213,55.0,não,sim,sim
16352,47,441,34083,46.0,não,sim,sim
13372,29,721,46331,29.0,não,sim,sim
16954,48,816,18536,14.0,sim,não,sim
4112,60,672,12390,10.0,não,sim,sim
4484,54,512,36828,14.0,sim,sim,não
1881,37,669,46648,55.0,sim,sim,não
12802,55,756,19395,26.0,não,sim,sim
11798,52,469,20782,34.0,não,sim,sim
3701,26,327,19320,20.0,sim,não,sim
8664,51,840,8368,23.0,sim,sim,sim
14437,27,717,41723,32.0,sim,sim,sim
13608,51,696,35381,50.0,sim,sim,sim
16291,59,709,49780,51.0,sim,sim,sim
5137,57,744,32324,36.0,sim,não,sim
5434,28,614,9794,22.0,sim,sim,sim
17111,45,768,13491,46.0,sim,não,sim
8906,23,863,21020,31.0,não,sim,não
16919,18,349,21751,26.0,sim,não,não
16129,22,727,10258,6.0,não,não,sim
17351,68,320,33027,47.0,sim,não,sim
17752,69,830,8008,60.0,não,sim,sim
15840,49,529,9069,20.0,sim,sim,sim
14728,55,367,11208,53.0,sim,não,sim
5297,51,745,24431,41.0,não,não,sim
11791,39,603,42663,44.0,sim,não,sim
2213,46,479,47162,28.0,não,não,não
1786,20,363,13454,,não,sim,não
8144,38,796,4308,26.0,sim,não,sim
14830,68,708,6988,29.0,não,não,sim
4519,36,433,11284,57.0,não,não,sim
17226,62,552,43787,,não,não,sim
1194,25,422,7857,13.0,não,não,não
18536,34,767,22108,56.0,não,sim,sim
9043,46,688,47411,31.0,sim,não,sim
2140,44,432,42618,26.0,não,não,não
8367,51,514,1027,16.0,sim,sim,sim
8188,22,693,46152,41.0,sim,sim,não
18928,52,898,48953,9.0,não,sim,sim
2595,59,447,8727,14.0,não,sim,sim
10762,68,692,40904,41.0,não,não,sim
6852,29,397,11378,12.0,não,não,sim
16120,53,398,19348,28.0,não,não,sim
17358,50,500,8957,58.0,não,não,sim
1528,56,367,21762,60.0,não,não,sim
11428,67,683,7551,7.0,não,não,sim
12147,33,634,48211,49.0,sim,sim,sim
6494,22,726,25171,53.0,sim,não,não
5020,69,755,34509,42.0,sim,não,sim
10133,51,417,21379,26.0,não,sim,sim
7079,24,306,5789,37.0,sim,sim,não
3266,21,664,16615,57.0,sim,sim,não
18922,33,849,36999,59.0,sim,não,sim
14705,22,425,37419,,não,não,sim
1775,70,509,41207,15.0,sim,não,não
8057,45,681,34481,39.0,sim,sim,sim
10209,23,469,43314,24.0,sim,sim,não
13246,19,301,4480,30.0,não,não,sim
14545,39,879,40726,55.0,não,sim,sim
2736,58,385,42569,51.0,não,sim,sim
7326,44,356,40651,18.0,sim,sim,sim
7968,35,412,41755,24.0,não,sim,sim
6296,69,854,8833,18.0,não,não,sim
4651,55,535,3735,,sim,sim,sim
16015,34,608,23988,11.0,não,não,sim
19813,35,524,28844,11.0,não,sim,sim
2488,41,333,29023,40.0,não,sim,sim
1630,55,626,21503,20.0,não,não,sim
1850,61,326,6608,58.0,sim,sim,sim
9544,30,776,11357,15.0,não,sim,sim
17549,29,420,19295,22.0,sim,não,sim
15820,31,881,45866,36.0,sim,não,sim
13716,37,705,41620,39.0,sim,não,sim
6250,43,496,45886,,sim,não,não
7289,36,790,2729,58.0,não,não,sim
9873,21,846,49323,48.0,não,sim,não
1938,23,642,31486,,sim,não,não
16033,29,369,10870,51.0,sim,sim,sim
7007,66,881,32977,30.0,sim,sim,sim
3799,36,367,31989,44.0,não,sim,sim
17024,20,577,24493,26.0,não,não,sim
7443,45,471,5543,19.0,sim,não,sim
11497,69,546,42600,11.0,não,sim,sim
11225,57,482,35906,55.0,não,sim,sim
3051,20,604,38383,44.0,não,não,sim
13494,19,595,3567,35.0,não,não,sim
7254,40,844,15772,18.0,sim,não,sim
12682,45,648,42023,11.0,sim,não,sim
12032,59,796,23626,45.0,sim,não,sim
18514,60,364,44503,,sim,não,sim
12499,66,373,23357,36.0,sim,não,sim
15137,67,407,5440,50.0,sim,não,sim
6312,19,404,5710,28.0,não,não,sim
6418,23,597,21646,13.0,sim,não,não
4147,24,514,49336,58.0,sim,não,não
1930,68,851,41217,,sim,sim,não
19189,37,489,38631,49.0,sim,não,sim
5352,40,812,44653,25.0,não,não,sim
11430,36,324,38776,29.0,sim,não,sim
8616,62,609,18588,29.0,não,não,sim
10630,48,858,30527,39.0,não,sim,sim
2718,32,318,1005,41.0,sim,sim,sim
17478,41,409,38974,,sim,não,sim
16009,54,648,37855,24.0,não,não,sim
10367,43,557,25498,25.0,sim,sim,sim
3767,31,476,44503,14.0,não,sim,não
17042,19,599,5535,33.0,sim,sim,não
12462,53,678,40583,51.0,sim,não,sim
15422,27,845,34776,25.0,sim,sim,sim
15767,26,625,10227,10.0,não,sim,sim
6617,27,601,27976,58.0,não,não,sim
12084,37,684,47833,58.0,sim,não,sim
16523,62,587,13695,53.0,sim,não,sim
2354,41,477,8671,55.0,não,não,sim
15559,26,596,25779,16.0,não,sim,sim
10730,31,756,40505,30.0,não,não,sim
7958,26,779,38459,55.0,sim,sim,sim
13621,48,657,21078,40.0,sim,não,sim
5144,48,883,34901,28.0,sim,sim,sim
12692,43,568,17551,36.0,sim,não,sim
9513,49,314,20265,18.0,não,não,sim
16668,61,640,49646,55.0,sim,sim,sim
18702,49,676,37130,49.0,sim,não,sim
10553,58,807,26969,49.0,não,não,sim
14426,30,568,3525,17.0,não,sim,sim
16664,70,895,5205,23.0,não,não,sim
10215,26,384,30134,52.0,não,sim,sim
11363,52,367,42506,9.0,não,não,sim
13734,45,889,34960,43.0,sim,não,sim
15101,39,715,25506,7.0,sim,sim,sim
15195,28,622,28551,48.0,sim,sim,sim
3373,55,814,29868,18.0,sim,sim,não
6025,60,696,3417,25.0,não,não,sim
14236,43,558,24306,34.0,não,sim,sim
16854,64,378,31841,6.0,não,não,sim
14189,20,736,22108,6.0,sim,sim,não
17402,67,449,36893,56.0,sim,não,sim
14699,44,398,32920,46.0,não,não,sim
18614,59,436,5677,57.0,não,não,sim
6404,39,885,15978,17.0,sim,sim,sim
8917,41,301,29115,24.0,não,não,sim
5845,34,479,18690,21.0,sim,não,sim
1326,23,680,33220,9.0,sim,sim,não
13000,69,729,35767,26.0,sim,sim,sim
8262,18,654,7293,14.0,não,não,sim
1382,62,515,27505,44.0,não,sim,sim
4058,46,354,24118,,não,sim,sim
11578,46,372,42955,54.0,sim,não,sim
1292,69,736,49055,40.0,não,não,sim
9867,44,707,49229,7.0,sim,sim,não
19940,55,634,6037,34.0,sim,sim,sim
6202,18,895,36563,14.0,sim,não,não
19023,28,887,27810,17.0,sim,não,sim
4535,52,489,33220,45.0,não,não,sim
15054,58,721,17592,57.0,sim,não,sim
17756,23,488,1917,8.0,sim,não,não
19964,44,334,39975,42.0,não,não,sim
7872,61,312,41302,44.0,não,não,sim
15346,25,668,15721,15.0,sim,não,não
15123,26,576,48827,58.0,sim,sim,sim
2816,47,492,25144,41.0,não,sim,sim
1420,55,495,15915,55.0,sim,sim,sim
6728,33,704,29858,14.0,sim,não,sim
19901,68,623,38485,27.0,sim,sim,sim
1049,58,601,46254,26.0,sim,sim,não
7170,66,517,45266,19.0,não,não,sim
13846,38,386,21009,42.0,sim,não,sim
15240,37,442,47166,52.0,não,sim,sim
6628,25,754,47079,25.0,não,sim,não
5647,33,682,33159,37.0,não,não,sim
2377,62,506,39924,29.0,sim,não,não
11884,41,371,14105,60.0,sim,não,sim
15683,41,834,6507,44.0,não,sim,sim
9531,49,391,28648,7.0,não,não,sim
17288,19,391,29841,54.0,sim,não,não
13411,53,444,43615,28.0,não,não,sim
7759,69,320,8466,8.0,não,sim,sim
8193,19,650,19272,23.0,sim,não,não
10838,25,848,20381,46.0,sim,não,não
17304,68,329,44201,6.0,não,não,sim
3217,28,335,14650,51.0,sim,sim,sim
7715,40,581,4488,16.0,não,não,sim
16453,45,647,43854,50.0,sim,sim,sim
11685,49,674,21804,7.0,não,sim,sim
18922,44,600,8465,46.0,não,não,sim
17141,70,766,44649,8.0,não,não,sim
4776,32,711,7082,20.0,não,não,sim
3828,53,813,42018,53.0,não,não,sim
9345,54,540,28973,38.0,sim,sim,sim
16966,25,870,19105,30.0,sim,não,não
18588,70,669,20120,43.0,não,sim,sim
11077,39,381,3671,20.0,sim,sim,sim
18434,41,881,34607,42.0,sim,não,sim
1492,36,768,18955,19.0,sim,sim,não
13203,46,856,45575,,sim,não,sim
16553,29,784,40038,13.0,sim,não,sim
3672,18,546,29596,26.0,não,não,sim
6336,25,489,34266,10.0,não,sim,não
14729,69,791,22764,42.0,sim,não,sim
5957,70,619,38837,37.0,sim,sim,sim
14904,22,356,15230,45.0,sim,não,não
10338,23,695,6092,53.0,sim,sim,não
16941,41,888,38164,34.0,não,não,sim
2815,66,726,28740,52.0,não,sim,sim
8710,49,627,2444,28.0,sim,não,sim
11441,50,661,18758,59.0,sim,não,sim
8402,51,538,12012,44.0,não,sim,sim
12120,51,346,26513,11.0,sim,não,sim
14946,63,804,21445,55.0,não,sim,sim
4188,41,581,38738,17.0,não,não,não
14130,23,760,35795,8.0,não,sim,não
17224,19,550,9000,10.0,não,não,sim
2180,51,304,36589,31.0,não,sim,não
12827,65,862,34955,34.0,não,não,sim
10358,18,414,14490,,não,não,sim
4223,31,897,19759,7.0,sim,não,sim
12539,24,390,5979,9.0,sim,não,não
14902,26,875,10211,47.0,sim,sim,sim
8095,47,431,23759,29.0,não,sim,sim
2854,67,349,30134,48.0,não,não,sim
10580,32,462,19474,30.0,sim,sim,sim
17072,47,353,8187,29.0,não,sim,sim
13992,53,392,8465,35.0,não,não,sim
7989,40,830,38646,10.0,sim,não,sim
6238,54,669,17380,57.0,sim,não,sim
15177,35,461,33853,23.0,sim,não,sim
10543,59,462,11398,54.0,sim,sim,sim
18218,33,853,29474,10.0,não,não,sim
16374,66,675,14957,44.0,não,sim,sim
13657,26,544,11847,33.0,não,não,sim
12769,26,792,21146,55.0,não,sim,sim
19206,44,343,865,41.0,sim,sim,sim
16231,42,351,1059,,não,sim,sim
17397,25,892,33977,25.0,sim,sim,não
8062,70,634,44803,24.0,não,não,sim
16932,51,348,1260,11.0,sim,sim,sim
19538,39,569,39986,54.0,não,não,sim
16942,48,588,29974,53.0,sim,sim,sim
12878,54,336,40099,29.0,sim,sim,sim
15714,51,814,44108,34.0,não,não,sim
2098,46,577,2929,14.0,não,não,sim
8615,54,719,47011,,não,sim,não
5840,64,616,39741,10.0,sim,sim,não
8640,53,438,47116,48.0,não,sim,sim
3616,26,894,5764,46.0,não,sim,sim
1927,47,646,26917,45.0,sim,sim,sim
13748,64,407,47401,50.0,sim,sim,sim
2629,52,356,11239,19.0,sim,não,sim
12772,61,710,34583,42.0,não,sim,sim
10185,50,373,3083,36.0,não,sim,sim
6086,49,636,13319,27.0,não,não,sim
17360,29,355,8200,52.0,sim,sim,sim
10290,66,652,5937,32.0,não,sim,sim
9611,51,388,506,57.0,sim,não,sim
16333,29,403,4429,,sim,não,sim
10356,31,656,17501,21.0,sim,não,sim
13367,31,630,3945,25.0,sim,sim,sim
18991,45,640,31445,48.0,sim,não,sim
17358,40,615,16781,,sim,sim,sim
4274,68,326,33033,47.0,sim,sim,sim
11055,55,510,31773,,sim,não,sim
13139,34,774,11596,25.0,sim,não,sim
8751,46,308,46060,50.0,sim,sim,sim
13433,24,560,7282,32.0,sim,sim,não
16330,23,884,21195,52.0,não,sim,não
4996,51,802,9265,,não,não,sim
7949,53,684,17067,33.0,não,sim,sim
3270,23,645,1787,15.0,não,sim,não
17650,66,615,37786,49.0,sim,sim,sim
8694,68,420,11972,39.0,sim,sim,sim
4150,35,758,15977,36.0,sim,não,sim
10044,24,426,49832,32.0,sim,não,não
2497,18,315,10894,44.0,sim,não,não
15285,67,729,45021,50.0,não,sim,sim
7250,63,619,11571,23.0,sim,não,sim
16818,30,654,11118,52.0,sim,sim,sim
15070,40,400,19323,14.0,não,não,sim
12811,44,348,4093,54.0,sim,sim,sim
12104,69,727,27289,23.0,não,sim,sim
3145,34,792,23312,40.0,não,não,sim
2623,49,724,16004,53.0,não,não,sim
1507,61,672,28257,59.0,não,sim,sim
9231,43,677,18654,12.0,sim,sim,sim
10013,50,574,42451,33.0,não,sim,sim
3840,24,712,1563,,sim,não,não
11681,53,381,19087,41.0,sim,não,sim
19972,31,511,40754,25.0,sim,não,sim
17972,48,334,42772,13.0,não,não,sim
8764,19,567,38911,26.0,sim,não,não
3454,44,381,13387,52.0,sim,não,sim
12821,69,835,6264,30.0,não,sim,sim
9658,21,551,27389,58.0,sim,sim,não
18952,60,446,41449,26.0,não,sim,sim
19523,20,817,44726,60.0,sim,não,não
16430,37,430,31693,19.0,não,não,sim
8794,53,407,4635,9.0,sim,sim,sim
1762,24,451,31641,19.0,não,sim,não
6371,22,631,11318,35.0,não,não,sim
13019,34,622,14709,29.0,sim,não,sim
6105,52,408,29853,15.0,não,sim,sim
8541,62,491,18351,10.0,não,não,sim
11363,62,594,40109,46.0,sim,sim,sim
6480,18,363,6380,44.0,sim,não,não
7395,29,787,14470,45.0,sim,sim,sim
2942,33,404,40398,53.0,não,sim,sim
4687,32,551,12884,41.0,sim,sim,sim
1784,51,492,10545,9.0,sim,sim,não
15215,35,832,35539,50.0,sim,não,sim
3103,55,549,23335,36.0,não,sim,sim
5011,31,757,34592,44.0,não,sim,sim
19457,31,420,15644,20.0,sim,não,sim
15399,56,802,46910,30.0,não,sim,sim
19232,18,732,20579,38.0,sim,sim,não
10969,63,716,20895,39.0,não,sim,sim
11932,42,566,13746,,sim,sim,sim
19438,70,327,25973,43.0,sim,não,sim
17597,25,852,33491,19.0,não,sim,não
17617,55,564,21441,17.0,não,sim,sim
3246,47,855,12793,36.0,não,sim,sim
1133,54,374,30509,29.0,sim,não,não
17413,66,469,10808,32.0,não,sim,sim
12742,62,767,38203,,não,não,sim
12436,66,878,31668,,não,não,sim
17799,49,849,13174,41.0,não,sim,sim
17042,28,738,16681,50.0,sim,sim,sim
10337,33,546,42272,7.0,sim,sim,não
1766,39,648,39714,14.0,não,sim,não
17882,44,540,43344,59.0,não,sim,sim
12743,34,894,42758,51.0,sim,sim,sim
16112,64,352,19516,31.0,sim,sim,sim
15659,51,724,30943,31.0,sim,sim,sim
5986,56,415,18609,56.0,sim,não,sim
1522,64,714,20314,20.0,não,sim,não
3141,25,596,17967,20.0,não,sim,não
16698,25,749,16764,45.0,não,sim,não
15242,18,431,28524,7.0,sim,sim,não
3105,23,854,43764,33.0,sim,sim,não
15800,63,658,49819,24.0,não,sim,sim
13981,33,870,6142,33.0,não,sim,sim
10991,39,370,30764,48.0,sim,sim,sim
3664,20,700,49258,12.0,não,sim,não
7716,28,630,48504,10.0,sim,sim,não
9340,38,580,49477,25.0,sim,sim,sim
3385,20,683,8666,45.0,sim,sim,não
14537,39,547,24609,38.0,sim,sim,sim
3947,40,380,18515,37.0,não,sim,sim
9390,44,348,41033,26.0,sim,não,sim
1138,38,671,41000,23.0,não,sim,não
3839,36,486,30490,8.0,sim,não,não
6112,41,632,46282,,não,não,sim
5866,50,821,25965,6.0,não,não,sim
6967,44,320,46009,34.0,não,sim,sim
1575,43,353,44708,39.0,não,não,não
4036,30,880,3719,35.0,não,não,sim
18522,55,892,1365,6.0,não,não,sim
2298,39,690,35060,57.0,sim,sim,sim
11765,26,724,2089,35.0,não,não,sim
19718,39,481,49438,39.0,sim,não,sim
9224,61,593,37338,43.0,sim,sim,sim
14757,68,535,28573,37.0,sim,não,sim
11655,20,877,31880,,não,sim,não
8954,43,325,30234,10.0,sim,sim,não
19574,62,582,44871,19.0,não,não,sim
14131,68,517,31577,57.0,não,não,sim
1962,65,410,7970,,sim,não,sim
2958,51,723,7698,31.0,não,não,sim
20000,38,403,25445,51.0,não,sim,sim
10153,52,300,42609,6.0,sim,sim,não
18713,24,792,9263,50.0,não,não,sim
1393,39,450,9771,7.0,não,sim,não
1482,68,770,21078,7.0,sim,não,sim
4516,53,370,18641,60.0,não,sim,sim
17227,58,856,5014,25.0,sim,sim,sim
14789,19,507,19075,8.0,não,sim,não
16410,34,392,44148,35.0,não,sim,sim
7048,67,743,7302,38.0,não,não,sim
16301,26,430,18110,,sim,não,sim
9526,70,531,5297,,sim,não,sim
10912,56,314,25121,60.0,não,sim,sim
17582,53,639,1901,58.0,não,sim,sim
10305,61,838,49776,42.0,não,sim,sim
3636,61,899,44138,49.0,sim,sim,sim
11028,57,544,41786,36.0,não,sim,sim
17821,22,347,32713,36.0,não,não,sim
12165,23,542,22342,14.0,sim,não,não
5283,66,812,10626,8.0,não,não,sim
10779,59,447,7015,25.0,sim,não,sim
16937,55,624,12275,44.0,não,não,sim
9715,45,751,25915,7.0,não,sim,sim
3294,40,472,39972,8.0,sim,sim,não
10300,47,599,43899,57.0,não,não,sim
8421,59,706,37726,22.0,não,não,sim
18318,68,564,29120,34.0,sim,não,sim
16197,31,521,22161,36.0,não,sim,sim
9971,53,320,17126,23.0,não,não,sim
9218,27,345,27910,32.0,sim,não,sim
3297,21,327,1766,16.0,sim,não,não
9220,67,377,36112,10.0,não,sim,sim
16446,56,418,14308,,sim,não,sim
5610,37,854,18230,44.0,sim,não,sim
8920,66,446,45752,,sim,não,sim
12993,18,695,44758,37.0,não,sim,não
9507,55,786,35564,32.0,sim,não,sim
17129,70,373,14713,26.0,sim,não,sim
5426,63,687,38476,,sim,não,sim
7340,23,537,14984,39.0,não,não,sim
1253,56,565,43499,18.0,sim,não,não
5335,37,790,27448,48.0,não,não,sim
11745,19,361,31099,42.0,não,não,sim
10817,22,363,15174,14.0,não,sim,não
19203,70,371,35267,40.0,não,sim,sim
6227,63,746,29940,55.0,sim,não,sim
9241,28,627,1361,18.0,não,não,sim
7527,43,410,43474,58.0,não,sim,sim
12029,44,574,2799,18.0,não,não,sim
13414,54,312,35837,26.0,sim,não,sim
3242,58,769,24871,36.0,não,não,sim
7041,21,476,37661,,sim,não,não
8474,69,654,17856,8.0,não,sim,sim
7714,65,849,15102,30.0,sim,sim,sim
9249,55,837,9445,43.0,sim,sim,sim
12213,36,891,4719,54.0,não,sim,sim
18748,41,488,33407,35.0,sim,sim,sim
13680,23,306,44920,9.0,não,sim,não
4188,54,640,9881,25.0,não,sim,sim
11734,22,467,33003,30.0,sim,não,não
2209,53,429,39941,41.0,não,não,sim
7317,36,457,49694,33.0,sim,não,sim
6140,23,315,17754,16.0,sim,sim,não
9916,37,316,40113,42.0,não,não,sim
15519,38,575,4911,45.0,não,não,sim
8297,33,406,48589,14.0,sim,sim,não
2213,34,426,41202,7.0,sim,não,não
17122,69,838,45736,17.0,sim,sim,sim
14003,33,307,22139,37.0,sim,não,sim
3879,53,394,2422,10.0,sim,não,sim
14788,65,500,10212,21.0,não,sim,sim
17213,70,695,44490,21.0,não,não,sim
2954,59,579,2725,,não,sim,sim
8105,48,452,32965,23.0,sim,não,sim
3673,19,829,7260,36.0,sim,sim,não
6963,31,686,7877,55.0,não,sim,sim
17953,30,856,45491,26.0,não,sim,sim
7824,25,796,22269,26.0,sim,não,não
12444,29,685,43017,52.0,sim,não,sim
15149,20,401,32315,45.0,sim,sim,não
5339,61,334,44304,26.0,sim,não,sim
12518,44,785,20176,10.0,não,não,sim
11050,24,582,34462,50.0,não,sim,não
17442,52,417,3088,38.0,não,sim,sim
2555,33,745,2427,30.0,sim,sim,sim
10944,20,608,39355,,sim,não,não
19122,61,829,36556,44.0,sim,sim,sim
8675,33,572,17579,45.0,não,sim,sim
17399,38,659,19708,46.0,sim,sim,sim
17652,40,360,14988,48.0,não,não,sim
2242,23,606,30769,33.0,sim,sim,não
2968,41,445,37948,49.0,não,não,sim
2017,21,664,28873,20.0,sim,não,não
11992,28,693,2848,14.0,sim,sim,sim
9693,47,814,44099,37.0,não,sim,sim
5063,66,794,27805,52.0,não,não,sim
19395,63,675,2856,39.0,sim,sim,sim
2296,40,450,4103,57.0,sim,sim,sim
4163,39,741,1438,14.0,sim,não,sim
1723,24,680,34096,39.0,sim,não,não
12984,50,538,29417,56.0,sim,sim,sim
3722,27,656,33135,,sim,não,sim
12086,55,525,863,42.0,não,não,sim
17752,56,799,1263,,sim,não,sim
8043,18,778,32814,43.0,sim,sim,não
15569,19,768,33925,57.0,sim,não,não
14406,32,391,16650,18.0,não,não,sim
13258,70,321,41154,23.0,sim,sim,sim
13628,56,412,26672,12.0,não,não,sim
16945,38,389,546,,sim,não,sim
1051,68,746,41577,46.0,sim,sim,não
10788,41,774,42612,,sim,não,sim
11910,64,637,38996,55.0,sim,não,sim
13271,55,622,1405,9.0,não,sim,sim
8473,28,736,27975,6.0,sim,sim,não
9176,25,508,15333,43.0,não,sim,não
4203,60,880,14901,,não,sim,sim
9364,45,599,46974,30.0,sim,não,sim
17349,54,696,33499,31.0,não,não,sim
12533,35,633,41208,31.0,não,não,sim
18419,46,644,26832,16.0,não,sim,sim
3370,34,805,38424,,sim,não,sim
4501,27,345,2847,27.0,não,não,sim
15753,38,812,28423,60.0,não,sim,sim
14191,31,801,45802,38.0,sim,não,sim
10290,48,382,38977,25.0,sim,sim,sim
7434,31,415,8172,46.0,sim,não,sim
1502,28,559,39998,39.0,não,sim,não
15015,21,742,22778,49.0,sim,sim,não
2661,21,360,10766,49.0,sim,não,não
6692,55,602,32548,55.0,sim,não,sim
16218,47,599,42308,56.0,não,sim,sim
17668,44,582,11499,9.0,não,não,sim
1012,54,314,14023,14.0,sim,não,não
8150,49,392,7530,6.0,sim,não,sim
16687,50,423,22786,15.0,não,não,sim
4582,25,426,31750,14.0,sim,não,não
10055,40,485,49442,21.0,não,não,sim
6204,37,727,36145,31.0,sim,sim,sim
16404,36,542,42266,28.0,não,sim,sim
10164,28,653,37982,,sim,não,sim
1269,60,813,35377,20.0,não,sim,não
10478,42,418,1411,11.0,sim,não,sim
7105,54,549,31781,24.0,não,sim,sim
18597,33,628,22762,25.0,sim,não,sim
2137,60,446,27999,47.0,não,sim,sim
8796,22,623,47807,,sim,sim,não
18462,47,300,38388,14.0,sim,não,sim
15856,56,524,2524,25.0,não,sim,sim
19155,34,598,31437,7.0,sim,sim,sim
4024,58,660,9996,19.0,sim,não,sim
14709,27,389,44317,10.0,não,não,sim
16376,36,878,33483,24.0,sim,não,sim
5708,37,851,15880,30.0,sim,não,sim
8210,29,432,28340,27.0,não,sim,sim
3796,35,703,42893,14.0,sim,sim,não
10594,31,748,40982,,sim,sim,sim
16763,48,544,43155,,sim,não,sim
12315,31,489,35793,29.0,sim,sim,sim
16981,36,740,34816,42.0,sim,não,sim
14663,35,810,36117,56.0,não,sim,sim
9382,51,495,24982,13.0,não,não,sim
17625,31,582,41444,55.0,sim,sim,sim
13020,28,307,23927,,sim,sim,sim
16586,48,709,29564,46.0,sim,sim,sim
2249,31,678,14328,,não,sim,sim
6919,64,818,13311,28.0,sim,não,sim
9023,25,714,8910,60.0,sim,não,não
16858,60,717,29992,49.0,sim,não,sim
11003,37,458,49448,39.0,sim,sim,sim
12925,55,586,37746,38.0,não,sim,sim
16875,30,763,41186,14.0,não,sim,sim
17197,32,564,41705,49.0,sim,não,sim
10001,41,366,35171,46.0,não,sim,sim
16905,31,516,49423,16.0,sim,não,sim
2060,70,548,45743,22.0,sim,não,não
9836,49,446,47951,22.0,sim,não,sim
11382,62,713,21173,41.0,sim,sim,sim
9904,33,851,47697,,sim,sim,sim
15777,57,812,12029,50.0,não,sim,sim
14943,33,734,39363,35.0,sim,sim,sim
17245,23,527,23219,38.0,sim,não,não
9436,47,486,32734,34.0,sim,não,sim
16040,36,890,28815,23.0,sim,sim,sim
4236,47,448,40450,50.0,não,não,sim
19531,59,893,39333,47.0,sim,sim,sim
16238,69,798,34786,50.0,não,não,sim
11833,50,338,14165,55.0,sim,sim,sim
13634,65,494,24267,16.0,sim,sim,sim
17085,59,762,19369,19.0,não,não,sim
6198,31,479,27736,25.0,sim,não,sim
5904,21,538,41914,56.0,sim,não,não
15217,19,327,13888,42.0,não,sim,não
4340,61,808,47404,48.0,sim,sim,sim
1841,55,893,43102,32.0,não,não,sim
12953,67,812,27055,49.0,não,sim,sim
9959,42,466,17875,43.0,sim,sim,sim
10315,29,612,46283,57.0,sim,não,sim
4967,63,727,36416,36.0,não,não,sim
9297,27,847,5308,34.0,sim,não,sim
10771,34,468,26305,59.0,não,sim,sim
13604,63,807,31920,9.0,não,não,sim
16533,19,444,32254,11.0,não,não,sim
5088,39,688,46285,51.0,não,sim,sim
12411,47,688,12075,24.0,não,não,sim
9299,42,841,17751,54.0,não,não,sim
11427,41,586,47779,8.0,não,não,não
10965,39,712,10354,30.0,sim,sim,sim
10970,58,672,3113,25.0,sim,não,sim
12359,36,678,27129,39.0,sim,sim,sim
4100,37,881,23275,57.0,não,sim,sim
14830,50,373,47691,27.0,não,não,sim
4038,40,392,28421,33.0,não,não,sim
12171,25,472,11025,18.0,não,não,sim
18416,41,874,20577,56.0,não,sim,sim
13554,67,535,37283,60.0,sim,sim,sim
1890,44,838,15283,56.0,não,sim,sim
5232,26,678,39842,42.0,não,não,sim
13404,47,628,38664,39.0,não,não,sim
17931,37,639,17032,43.0,sim,sim,sim
4907,62,505,10774,20.0,sim,não,sim
12960,67,361,24008,,não,sim,sim
1012,33,761,41313,,sim,não,sim
5820,36,323,19495,,não,não,sim
14177,36,477,39120,35.0,sim,não,sim
19584,20,775,46554,56.0,sim,sim,não
1013,50,801,5928,32.0,não,não,sim
2358,59,325,47776,,não,sim,sim
4575,46,572,44633,23.0,não,sim,sim
10221,54,408,1218,53.0,não,sim,sim
1743,27,518,26991,10.0,não,não,não
12544,27,811,23880,44.0,não,sim,sim
19525,22,742,11470,51.0,sim,sim,não
6919,31,427,24033,35.0,não,não,sim
7449,56,438,9252,51.0,sim,não,sim
10672,32,318,1408,49.0,não,sim,sim
16194,40,626,33278,48.0,sim,não,sim
4655,44,746,1324,24.0,sim,sim,sim
3802,50,559,14070,58.0,não,não,sim
3549,57,847,4649,14.0,não,sim,sim
6906,53,873,28540,13.0,não,não,sim
4454,66,313,8730,20.0,sim,não,sim
3977,22,405,43066,11.0,sim,sim,não
13961,57,764,29514,,não,sim,sim
