marca,ano,quilometragem,combustivel,transmissao,tipo_carro,cor,valor
Toyota,2021,21234,gasolina,manual,sedan,azul,118136
Volkswagen,2004,53090,híbrido,automático,pickup,prata,53837
Chevrolet,2013,72395,diesel,automático,conversível,,61323
Ford,2022,230941,híbrido,manual,pickup,verde,20341
Volkswagen,2009,84554,elétrico,manual,conversível,,66812
Ford,2018,168047,híbrido,manual,sedan,,15367
Nissan,2012,183224,híbrido,manual,pickup,,11743
Volkswagen,2018,157612,elétrico,manual,sedan,preto,64672
Mercedes,2007,226423,diesel,manual,conversível,verde,30504
Ford,2016,94109,elétrico,automático,pickup,,109124
Honda,2011,51809,híbrido,automático,SUV,cinza,110734
Nissan,2013,87936,elétrico,manual,pickup,cinza,106445
BMW,2000,38088,diesel,automático,hatchback,azul,106338
Mercedes,2000,109739,elétrico,manual,SUV,,119183
Volkswagen,2023,36896,gasolina,manual,conversível,preto,142173
Hyundai,2012,42191,gasolina,automático,pickup,prata,96466
Nissan,2016,71187,híbrido,automático,pickup,,132169
Mercedes,2010,172232,elétrico,manual,pickup,cinza,138438
Audi,2001,157170,elétrico,manual,conversível,branco,43981
Nissan,2004,74949,híbrido,automático,conversível,cinza,38536
Mercedes,2018,148213,diesel,manual,sedan,,148251
Audi,2011,224621,híbrido,manual,SUV,,59765
Volkswagen,2009,43437,gasolina,automático,SUV,azul,67594
Nissan,2004,54620,híbrido,manual,SUV,cinza,52766
Audi,2007,15613,elétrico,manual,SUV,,199071
Nissan,2012,108049,gasolina,automático,pickup,cinza,43366
Chevrolet,2009,7175,gasolina,automático,conversível,cinza,64977
Hyundai,2023,117748,elétrico,automático,hatchback,,148576
Nissan,2022,89809,híbrido,manual,pickup,verde,147134
Toyota,2022,183647,diesel,manual,conversível,,39447
Honda,2008,119583,elétrico,manual,SUV,preto,49292
BMW,2009,186755,gasolina,manual,SUV,,72272
BMW,2015,154039,elétrico,automático,hatchback,preto,172173
Hyundai,2023,178619,elétrico,automático,sedan,azul,112967
Honda,2016,19845,híbrido,manual,SUV,,154108
Audi,2010,203248,elétrico,automático,sedan,cinza,74726
Audi,2021,42119,gasolina,automático,sedan,,208517
Ford,2020,9341,híbrido,manual,sedan,,140461
Mercedes,2023,143740,gasolina,manual,pickup,vermelho,193382
Toyota,2016,5574,elétrico,manual,conversível,,164098
Mercedes,2016,25014,diesel,automático,SUV,branco,262490
Honda,2010,14736,elétrico,manual,pickup,,129685
Toyota,2023,10458,diesel,automático,pickup,,188679
Toyota,2019,202407,gasolina,automático,SUV,vermelho,19315
BMW,2013,220254,híbrido,automático,pickup,vermelho,118822
Audi,2015,209498,elétrico,manual,conversível,,105351
Chevrolet,2023,162042,elétrico,automático,conversível,branco,110571
Hyundai,2007,106455,elétrico,manual,conversível,,51482
BMW,2001,234331,elétrico,automático,pickup,,45968
Volkswagen,2013,26311,diesel,manual,pickup,,100582
Hyundai,2023,48093,híbrido,automático,hatchback,,176335
Mercedes,2001,20090,elétrico,manual,conversível,,174937
Mercedes,2010,82213,diesel,automático,SUV,,180451
Mercedes,2012,2150,elétrico,manual,conversível,,264495
Toyota,2020,89205,diesel,manual,hatchback,preto,70556
BMW,2006,172507,gasolina,automático,SUV,,75245
Toyota,2013,37573,gasolina,automático,sedan,,64699
Mercedes,2019,176995,híbrido,automático,hatchback,azul,163104
BMW,2019,137223,gasolina,manual,pickup,preto,169944
Audi,2007,55579,gasolina,automático,sedan,cinza,101095
Hyundai,2021,175974,híbrido,automático,SUV,azul,107818
Nissan,2017,113895,híbrido,automático,hatchback,prata,81274
Audi,2016,54658,híbrido,automático,pickup,,220739
Honda,2012,71288,diesel,automático,SUV,,83098
Hyundai,2012,126371,diesel,manual,pickup,preto,37540
BMW,2018,230339,elétrico,manual,sedan,,132763
Audi,2004,81392,elétrico,automático,pickup,,139026
Chevrolet,2012,52340,diesel,automático,SUV,,82362
Audi,2002,43521,híbrido,automático,SUV,cinza,137535
Audi,2019,68853,elétrico,manual,hatchback,prata,210803
Audi,2011,34689,diesel,automático,pickup,azul,178718
Ford,2009,90454,elétrico,automático,SUV,branco,69682
Mercedes,2009,219697,diesel,automático,hatchback,,42212
Audi,2022,86816,elétrico,automático,SUV,verde,268229
BMW,2014,4485,híbrido,manual,conversível,verde,255860
Toyota,2010,86634,diesel,automático,sedan,verde,23356
Ford,2019,69824,elétrico,manual,sedan,,112123
Hyundai,2012,2242,híbrido,manual,conversível,prata,138431
Audi,2014,217521,elétrico,manual,SUV,azul,106735
Audi,2009,244192,híbrido,automático,SUV,azul,46066
Ford,2016,135041,gasolina,automático,SUV,,31471
Toyota,2018,1478,diesel,manual,pickup,verde,145965
Honda,2004,19773,gasolina,automático,sedan,,21159
Hyundai,2003,83072,elétrico,manual,pickup,,46850
Nissan,2012,55256,diesel,automático,SUV,branco,101321
Volkswagen,2013,52927,gasolina,manual,conversível,prata,60951
Hyundai,2003,63269,híbrido,automático,SUV,preto,60712
Volkswagen,2014,85584,gasolina,automático,hatchback,branco,38091
Nissan,2018,80951,elétrico,manual,pickup,vermelho,146334
Ford,2010,111041,elétrico,automático,sedan,,34271
BMW,2006,44999,gasolina,automático,hatchback,,129501
Mercedes,2009,178502,gasolina,manual,SUV,,78049
Honda,2021,239023,elétrico,manual,pickup,cinza,49684
BMW,2016,123695,gasolina,automático,conversível,,165414
Mercedes,2018,20671,diesel,manual,hatchback,cinza,230530
Audi,2012,248744,elétrico,manual,sedan,,42879
Honda,2023,75787,elétrico,manual,sedan,prata,156949
Ford,2021,29315,híbrido,automático,pickup,cinza,168480
BMW,2010,126313,elétrico,manual,sedan,,149581
Audi,2009,46174,elétrico,automático,pickup,verde,198678
Chevrolet,2014,77198,gasolina,automático,hatchback,,29961
Toyota,2001,79838,elétrico,manual,pickup,prata,14113
Mercedes,2018,108710,elétrico,automático,hatchback,,224903
BMW,2007,212892,elétrico,manual,hatchback,,60976
Mercedes,2009,219758,gasolina,automático,pickup,cinza,56169
Chevrolet,2010,51070,elétrico,automático,SUV,cinza,111251
Hyundai,2011,88868,elétrico,manual,sedan,,77792
Ford,2004,18471,elétrico,automático,conversível,,71070
Toyota,2021,197786,elétrico,automático,conversível,,78550
Toyota,2023,147129,híbrido,automático,pickup,cinza,114010
Volkswagen,2016,245938,elétrico,automático,SUV,,30843
Audi,2022,14823,elétrico,automático,conversível,verde,304624
Audi,2007,42971,gasolina,automático,conversível,branco,123920
Mercedes,2004,151847,híbrido,automático,pickup,,103707
Volkswagen,2003,8640,elétrico,automático,SUV,preto,105952
Audi,2019,95244,híbrido,manual,hatchback,cinza,171329
BMW,2021,52454,híbrido,manual,hatchback,,250282
Chevrolet,2020,94309,elétrico,manual,pickup,vermelho,129984
Chevrolet,2009,75105,elétrico,automático,pickup,azul,80426
BMW,2009,136280,gasolina,automático,sedan,,93604
BMW,2010,194913,elétrico,automático,conversível,,129561
Mercedes,2001,51252,elétrico,automático,SUV,,181124
Ford,2005,63311,elétrico,automático,pickup,,53682
Audi,2001,751,diesel,automático,sedan,,111474
BMW,2010,160672,elétrico,automático,hatchback,,132530
Mercedes,2022,89282,gasolina,manual,pickup,prata,224503
Toyota,2019,77571,diesel,automático,hatchback,branco,85700
BMW,2017,14774,híbrido,manual,hatchback,vermelho,248658
BMW,2013,197895,elétrico,automático,SUV,,162474
Nissan,2021,221315,elétrico,manual,SUV,,76080
Nissan,2001,10091,híbrido,automático,conversível,azul,62936
Nissan,2011,59124,híbrido,manual,conversível,branco,84613
Mercedes,2003,48633,gasolina,automático,SUV,,140957
Audi,2016,36609,elétrico,automático,SUV,,261374
Audi,2006,1151,gasolina,automático,sedan,prata,132194
Ford,2012,16546,elétrico,automático,SUV,,142418
Hyundai,2019,228833,híbrido,manual,SUV,vermelho,42817
Audi,2022,107796,diesel,automático,sedan,,183543
Nissan,2000,14990,híbrido,manual,sedan,,24507
Audi,2004,37362,elétrico,automático,pickup,azul,169847
Ford,2010,111148,híbrido,automático,sedan,,13196
Hyundai,2008,39643,diesel,automático,conversível,,77250
Chevrolet,2013,103688,diesel,manual,sedan,,11418
Hyundai,2023,240085,gasolina,manual,SUV,azul,27940
Ford,2009,109496,elétrico,automático,conversível,,42353
Mercedes,2009,9892,elétrico,manual,sedan,branco,224076
Honda,2017,209839,elétrico,automático,conversível,,49113
Volkswagen,2015,28001,híbrido,manual,hatchback,,106399
Volkswagen,2001,20151,elétrico,automático,conversível,,69894
Mercedes,2018,25465,híbrido,automático,sedan,,269174
Honda,2020,16091,diesel,automático,hatchback,verde,142736
Mercedes,2008,129219,elétrico,automático,sedan,,147547
Toyota,2022,117624,elétrico,manual,hatchback,preto,106663
Honda,2015,51107,híbrido,manual,sedan,preto,97225
Honda,2020,134267,gasolina,automático,SUV,,81013
Hyundai,2017,145231,diesel,automático,hatchback,cinza,45338
Volkswagen,2017,123305,elétrico,automático,hatchback,prata,88686
Mercedes,2003,80751,gasolina,automático,SUV,,118474
BMW,2020,212132,híbrido,manual,sedan,,138508
Nissan,2012,80626,gasolina,manual,hatchback,branco,20562
Hyundai,2019,116616,elétrico,automático,hatchback,azul,121369
Hyundai,2015,212298,elétrico,automático,conversível,,47391
Nissan,2020,103467,híbrido,manual,conversível,,116573
Volkswagen,2019,9294,híbrido,automático,hatchback,,161494
Toyota,2017,102672,gasolina,manual,SUV,,61130
BMW,2011,178119,diesel,manual,hatchback,verde,71317
Honda,2013,79590,híbrido,manual,pickup,,84287
Mercedes,2023,94769,elétrico,manual,hatchback,azul,255662
Nissan,2020,197361,híbrido,automático,sedan,,50847
Toyota,2010,132365,elétrico,automático,sedan,vermelho,33344
Volkswagen,2016,77109,gasolina,manual,conversível,branco,65024
Hyundai,2006,42916,elétrico,manual,hatchback,verde,67959
Volkswagen,2011,89800,gasolina,manual,pickup,,28140
Chevrolet,2012,32944,híbrido,automático,sedan,prata,88939
Audi,2010,207144,diesel,automático,hatchback,azul,22999
Volkswagen,2005,69813,elétrico,manual,sedan,,35131
Honda,2013,84077,gasolina,automático,sedan,,39146
Audi,2006,159688,elétrico,automático,conversível,,91218
Audi,2013,19934,híbrido,automático,pickup,verde,224046
Hyundai,2012,114413,gasolina,manual,sedan,vermelho,10911
Toyota,2012,113309,elétrico,manual,sedan,branco,46684
Audi,2021,102901,diesel,automático,pickup,preto,200969
Mercedes,2014,19287,elétrico,automático,pickup,vermelho,287499
Nissan,2023,182201,gasolina,manual,conversível,,47459
Hyundai,2008,62255,híbrido,manual,sedan,,54422
Hyundai,2022,215144,híbrido,manual,pickup,,66399
Honda,2004,1232,gasolina,automático,pickup,branco,55138
Hyundai,2018,226151,elétrico,automático,sedan,preto,44694
Nissan,2014,130863,diesel,automático,sedan,prata,34396
Toyota,2023,155536,diesel,automático,hatchback,branco,59125
Toyota,2018,38695,gasolina,automático,conversível,verde,112914
Nissan,2012,11175,gasolina,automático,conversível,azul,104178
Audi,2021,53397,híbrido,automático,SUV,preto,263622
BMW,2004,130523,elétrico,automático,conversível,vermelho,132634
BMW,2000,204536,elétrico,manual,sedan,,24825
Audi,2005,104580,gasolina,manual,hatchback,,31794
Volkswagen,2015,98132,diesel,automático,SUV,,85308
Mercedes,2013,30649,gasolina,automático,conversível,,209546
Nissan,2012,63934,híbrido,manual,SUV,,102246
Volkswagen,2012,137533,elétrico,automático,pickup,cinza,71727
Audi,2002,88137,gasolina,automático,SUV,verde,71304
Honda,2012,58715,gasolina,automático,SUV,,77900
Toyota,2021,92304,gasolina,manual,hatchback,,61387
Toyota,2005,49993,diesel,manual,SUV,,28005
Hyundai,2004,57268,diesel,automático,pickup,preto,43912
Volkswagen,2021,1148,elétrico,manual,conversível,preto,209196
Chevrolet,2018,35741,híbrido,manual,hatchback,,107981
Mercedes,2018,126545,gasolina,automático,SUV,cinza,191418
Ford,2022,144268,gasolina,automático,hatchback,verde,32012
Nissan,2008,131648,elétrico,manual,sedan,,19846
Audi,2021,56844,híbrido,manual,hatchback,,212209
Chevrolet,2015,184754,híbrido,manual,SUV,,17672
Honda,2018,157838,híbrido,manual,pickup,,64513
Toyota,2019,69530,híbrido,automático,SUV,,147329
Volkswagen,2003,108823,elétrico,automático,sedan,azul,7824
Chevrolet,2014,132340,gasolina,automático,conversível,prata,12362
Mercedes,2020,15263,elétrico,automático,hatchback,,304316
Nissan,2023,112147,híbrido,manual,hatchback,,110497
BMW,2022,22112,elétrico,automático,hatchback,,313522
Hyundai,2011,207838,elétrico,automático,SUV,,36513
Toyota,2012,145130,elétrico,manual,hatchback,,17409
BMW,2023,175575,gasolina,automático,sedan,cinza,164098
Mercedes,2016,43711,elétrico,manual,pickup,branco,270402
Mercedes,2017,174339,gasolina,automático,pickup,cinza,143963
Audi,2004,51289,elétrico,automático,sedan,preto,139098
Mercedes,2022,174694,gasolina,manual,hatchback,,136714
Chevrolet,2019,25053,elétrico,manual,conversível,,164463
Audi,2006,201361,elétrico,manual,hatchback,,27047
Chevrolet,2011,128769,elétrico,manual,conversível,cinza,35862
BMW,2015,182432,híbrido,automático,hatchback,cinza,131298
Nissan,2008,1837,gasolina,manual,SUV,,82714
Ford,2014,109614,gasolina,manual,pickup,preto,14270
Mercedes,2005,23751,gasolina,automático,conversível,vermelho,158374
Nissan,2006,115647,híbrido,automático,conversível,verde,24047
Hyundai,2016,74485,híbrido,automático,sedan,,115860
Mercedes,2005,101348,elétrico,manual,hatchback,,125056
Volkswagen,2011,48528,gasolina,manual,conversível,,50030
Mercedes,2003,212348,elétrico,manual,sedan,prata,40356
Mercedes,2006,14403,elétrico,manual,SUV,preto,227918
Audi,2023,47987,híbrido,automático,hatchback,prata,246409
Mercedes,2003,11260,diesel,manual,conversível,,153118
Volkswagen,2022,198411,elétrico,manual,pickup,prata,85112
Mercedes,2023,30668,diesel,manual,pickup,vermelho,286532
Chevrolet,2013,13667,híbrido,manual,pickup,,116433
Honda,2022,97292,elétrico,manual,sedan,branco,134896
Audi,2022,137708,diesel,manual,conversível,cinza,162604
Audi,2009,177059,diesel,manual,SUV,branco,58059
Ford,2020,226954,elétrico,automático,sedan,,23132
Honda,2002,14548,gasolina,manual,SUV,,24816
Nissan,2020,81114,híbrido,automático,pickup,,153220
Nissan,2015,63663,diesel,manual,hatchback,preto,67436
Toyota,2021,36333,gasolina,automático,SUV,verde,149567
Volkswagen,2003,12261,híbrido,manual,sedan,,40417
Audi,2005,11178,híbrido,manual,sedan,,139175
Honda,2014,35148,híbrido,automático,sedan,,115396
Nissan,2023,100457,gasolina,manual,conversível,cinza,104680
BMW,2004,219892,elétrico,automático,pickup,azul,77076
Nissan,2019,27139,elétrico,manual,SUV,,198003
Ford,2019,46606,diesel,manual,hatchback,verde,79376
Audi,2015,152814,gasolina,automático,hatchback,prata,82030
Ford,2021,15134,híbrido,manual,sedan,preto,143406
BMW,2014,71185,elétrico,automático,SUV,,258170
Mercedes,2003,1960,elétrico,automático,conversível,cinza,215628
Chevrolet,2011,120507,elétrico,automático,sedan,,41645
BMW,2006,218989,híbrido,manual,pickup,,56708
Ford,2022,11609,híbrido,manual,sedan,,152874
Toyota,2020,230707,híbrido,manual,SUV,,27505
Audi,2003,19992,elétrico,manual,sedan,,140006
BMW,2009,8505,elétrico,automático,hatchback,branco,232046
Ford,2012,117974,híbrido,manual,SUV,,36418
Volkswagen,2021,134641,elétrico,manual,conversível,branco,115751
Hyundai,2016,2766,híbrido,manual,sedan,,152064
Honda,2014,129275,elétrico,automático,pickup,azul,91508
Toyota,2008,19799,gasolina,manual,conversível,,42141
Audi,2003,148932,híbrido,manual,pickup,vermelho,49748
Hyundai,2015,126398,diesel,automático,hatchback,branco,44521
Nissan,2023,168241,diesel,automático,sedan,,71231
Honda,2012,22901,elétrico,automático,hatchback,cinza,123969
Audi,2023,12806,híbrido,automático,pickup,prata,299036
Honda,2023,20721,elétrico,manual,conversível,,209495
Hyundai,2012,5419,diesel,automático,sedan,,115207
Hyundai,2016,34742,híbrido,manual,hatchback,preto,122681
Mercedes,2016,11510,diesel,automático,pickup,branco,264943
Audi,2014,213117,diesel,automático,hatchback,prata,46818
BMW,2010,2122,híbrido,automático,SUV,,257515
Volkswagen,2013,160872,híbrido,automático,conversível,verde,34390
Ford,2021,225821,híbrido,automático,conversível,,23925
Mercedes,2013,212714,híbrido,automático,pickup,branco,124100
Ford,2022,60294,híbrido,manual,hatchback,,111794
BMW,2012,4147,híbrido,automático,hatchback,cinza,235097
BMW,2017,249948,elétrico,manual,pickup,vermelho,133036
BMW,2007,63773,diesel,automático,pickup,preto,165359
BMW,2014,240718,elétrico,manual,sedan,prata,97497
Mercedes,2021,145364,diesel,manual,SUV,,199245
Volkswagen,2023,132800,elétrico,automático,pickup,,152040
Hyundai,2022,118793,diesel,automático,hatchback,,98845
BMW,2011,192986,elétrico,manual,hatchback,prata,102910
Mercedes,2002,60719,elétrico,automático,sedan,branco,153497
Honda,2023,157200,elétrico,manual,SUV,,127960
Honda,2012,63758,elétrico,manual,SUV,,116369
Volkswagen,2021,191887,elétrico,automático,SUV,vermelho,103679
Volkswagen,2018,178430,gasolina,automático,sedan,cinza,8099
Audi,2022,107604,híbrido,automático,pickup,,225677
Toyota,2001,7991,elétrico,manual,sedan,,43406
BMW,2009,249210,híbrido,automático,sedan,cinza,49553
Ford,2009,35730,gasolina,manual,sedan,,9989
Ford,2008,61901,elétrico,automático,conversível,vermelho,68669
Ford,2022,111724,híbrido,manual,conversível,verde,96793
Toyota,2010,85494,elétrico,automático,sedan,,66154
Volkswagen,2019,50097,diesel,automático,SUV,azul,146932
Ford,2007,6603,elétrico,manual,SUV,preto,100378
Toyota,2019,188875,diesel,automático,pickup,azul,35788
Ford,2020,149410,elétrico,manual,pickup,,84413
Mercedes,2003,190170,elétrico,automático,SUV,preto,97881
Nissan,2018,191741,elétrico,manual,conversível,prata,61781
Volkswagen,2022,152333,diesel,manual,hatchback,,47367
Nissan,2013,72268,gasolina,manual,SUV,,68412
Nissan,2018,68592,diesel,manual,SUV,,119986
Honda,2012,77956,diesel,automático,sedan,,50431
Hyundai,2002,38078,híbrido,automático,pickup,branco,64345
Toyota,2009,54368,híbrido,manual,sedan,branco,45942
Mercedes,2013,202717,híbrido,manual,hatchback,,89098
Chevrolet,2014,24130,gasolina,manual,SUV,vermelho,88109
Chevrolet,2023,199438,diesel,manual,pickup,preto,35393
Honda,2016,217270,diesel,automático,SUV,,8911
Mercedes,2004,142193,diesel,automático,conversível,preto,82465
Audi,2017,33864,elétrico,manual,pickup,,249295
Chevrolet,2016,38846,gasolina,manual,conversível,cinza,77808
Hyundai,2014,124073,gasolina,automático,hatchback,,25149
Ford,2019,43524,elétrico,automático,pickup,azul,165533
Mercedes,2021,233332,híbrido,manual,SUV,prata,158668
BMW,2015,64733,híbrido,manual,hatchback,azul,199687
Chevrolet,2022,71053,híbrido,manual,pickup,verde,139263
Mercedes,2022,110077,diesel,manual,conversível,,216946
Nissan,2016,90484,diesel,manual,SUV,preto,90661
BMW,2003,74245,híbrido,manual,sedan,,116028
Toyota,2009,145571,elétrico,automático,SUV,,45100
Toyota,2004,17584,elétrico,automático,sedan,,71691
Mercedes,2000,194709,elétrico,automático,SUV,branco,73704
Ford,2006,45655,híbrido,manual,pickup,branco,38042
Toyota,2012,36382,elétrico,automático,hatchback,,107533
Mercedes,2005,148075,diesel,manual,sedan,vermelho,57347
Audi,2007,55644,elétrico,manual,SUV,verde,171049
Hyundai,2017,34089,diesel,manual,SUV,azul,144138
Toyota,2004,32535,elétrico,manual,conversível,prata,61225
Audi,2014,238329,híbrido,automático,pickup,,78170
Mercedes,2022,89769,gasolina,manual,sedan,azul,203162
BMW,2013,183895,elétrico,automático,conversível,preto,158274
BMW,2009,122592,diesel,automático,conversível,,131186
Ford,2020,26038,elétrico,manual,hatchback,prata,142773
Ford,2009,41630,híbrido,manual,SUV,,68859
Volkswagen,2013,142482,híbrido,manual,SUV,verde,47263
Nissan,2015,168535,diesel,automático,pickup,,36026
Honda,2005,54189,gasolina,manual,SUV,branco,18068
Hyundai,2014,9610,elétrico,manual,sedan,,154273
Mercedes,2016,165869,elétrico,automático,hatchback,azul,170892
Ford,2002,5147,híbrido,automático,hatchback,,24397
Audi,2012,6260,híbrido,manual,SUV,,219618
BMW,2007,112014,diesel,manual,hatchback,,89590
Ford,2018,175869,elétrico,automático,pickup,,65892
Nissan,2019,75005,elétrico,manual,sedan,,136496
Mercedes,2020,2099,híbrido,manual,pickup,preto,306531
Audi,2019,3274,diesel,manual,sedan,prata,221708
BMW,2005,200314,diesel,automático,conversível,cinza,48780
BMW,2011,182846,diesel,manual,SUV,,103008
Nissan,2015,124435,gasolina,automático,sedan,,31895
BMW,2000,189946,híbrido,manual,sedan,,14038
Nissan,2021,31303,diesel,automático,hatchback,,146088
Ford,2021,96832,gasolina,manual,conversível,,65218
Volkswagen,2017,138668,gasolina,manual,sedan,cinza,14932
BMW,2021,129280,híbrido,automático,conversível,,231504
Audi,2002,17231,gasolina,automático,conversível,,106938
Audi,2020,176739,híbrido,automático,SUV,,170283
Ford,2012,87321,gasolina,manual,SUV,cinza,22875
Audi,2022,139224,elétrico,automático,SUV,prata,231543
Toyota,2009,50385,híbrido,manual,sedan,vermelho,48730
Volkswagen,2016,172280,elétrico,automático,sedan,,54404
Toyota,2021,139217,híbrido,automático,sedan,azul,84548
Nissan,2019,162067,híbrido,manual,hatchback,branco,47553
Audi,2015,207128,elétrico,manual,hatchback,verde,86010
BMW,2023,86458,híbrido,automático,SUV,branco,289479
Nissan,2012,74495,híbrido,automático,pickup,branco,101854
Volkswagen,2021,219414,elétrico,automático,sedan,,56410
Nissan,2017,184443,gasolina,automático,pickup,,24890
Hyundai,2015,156263,elétrico,manual,hatchback,verde,51616
BMW,2013,246368,gasolina,automático,SUV,,72542
Chevrolet,2022,181595,elétrico,manual,hatchback,,54884
BMW,2008,241121,diesel,manual,sedan,preto,13215
Hyundai,2015,191522,elétrico,automático,sedan,,47935
Audi,2017,125405,híbrido,automático,hatchback,,150216
Mercedes,2014,242428,híbrido,automático,conversível,branco,103300
Mercedes,2006,17033,elétrico,manual,pickup,,219077
BMW,2016,245458,híbrido,manual,hatchback,vermelho,80179
Chevrolet,2014,74780,diesel,manual,pickup,,59654
Chevrolet,2023,84770,gasolina,automático,pickup,,115661
Audi,2009,83303,gasolina,automático,hatchback,vermelho,88688
Nissan,2013,20898,gasolina,automático,SUV,,118371
Toyota,2012,49009,gasolina,manual,SUV,azul,63694
BMW,2021,194504,elétrico,manual,conversível,azul,192847
BMW,2003,148027,híbrido,manual,pickup,verde,85381
Toyota,2000,35085,diesel,automático,SUV,,17440
Mercedes,2004,167843,diesel,automático,SUV,vermelho,78510
Honda,2011,245,diesel,manual,pickup,,104828
Audi,2023,40030,elétrico,automático,conversível,azul,293979
Mercedes,2005,61110,elétrico,manual,sedan,,160223
Hyundai,2004,12034,híbrido,manual,conversível,,75576
BMW,2008,132447,elétrico,manual,pickup,,152287
Hyundai,2018,112177,elétrico,automático,pickup,vermelho,145476
BMW,2001,81605,híbrido,automático,hatchback,vermelho,103876
Mercedes,2010,83605,híbrido,automático,sedan,,172476
Honda,2001,64827,híbrido,automático,pickup,,24621
Ford,2018,151979,híbrido,automático,conversível,prata,54615
Volkswagen,2020,32860,diesel,automático,conversível,,151998
Honda,2010,135810,gasolina,automático,SUV,,9933
Chevrolet,2019,68015,gasolina,manual,sedan,azul,64389
Chevrolet,2023,26267,gasolina,automático,conversível,vermelho,149613
Hyundai,2016,98493,elétrico,manual,SUV,,134055
Mercedes,2006,203214,diesel,manual,conversível,cinza,39750
Chevrolet,2022,224438,elétrico,manual,SUV,,59893
BMW,2013,17077,gasolina,manual,hatchback,prata,184046
BMW,2018,55965,gasolina,manual,sedan,,198824
BMW,2009,40046,diesel,manual,hatchback,,153968
Toyota,2015,142938,elétrico,automático,hatchback,,53943
Chevrolet,2018,202399,elétrico,manual,pickup,,40321
Toyota,2018,94717,diesel,manual,SUV,,87698
Volkswagen,2009,179797,elétrico,manual,pickup,preto,7142
BMW,2022,78706,híbrido,manual,sedan,,245906
Hyundai,2021,26112,diesel,automático,pickup,,184722
Mercedes,2017,88234,híbrido,manual,SUV,branco,232236
Mercedes,2001,66967,gasolina,automático,pickup,cinza,107123
Volkswagen,2011,136233,híbrido,automático,pickup,,44637
Audi,2000,99148,gasolina,manual,SUV,vermelho,35596
Mercedes,2003,75356,híbrido,manual,SUV,,143251
Chevrolet,2012,74988,gasolina,manual,conversível,,24508
Mercedes,2022,128834,elétrico,manual,pickup,,252816
Hyundai,2007,106104,híbrido,automático,sedan,azul,30727
Audi,2009,93213,diesel,automático,hatchback,,95751
Chevrolet,2012,142316,híbrido,automático,sedan,,12379
Honda,2017,188883,diesel,manual,conversível,vermelho,7782
BMW,2013,208486,híbrido,automático,conversível,,120060
Chevrolet,2017,10122,gasolina,manual,hatchback,preto,83915
Hyundai,2017,66896,gasolina,automático,pickup,,114173
Hyundai,2018,121654,híbrido,automático,pickup,branco,117842
Volkswagen,2016,108491,diesel,automático,sedan,,57056
Volkswagen,2014,51270,diesel,automático,hatchback,prata,76111
Ford,2013,137839,híbrido,manual,conversível,,15513
Ford,2008,90972,híbrido,automático,pickup,,34320
Honda,2007,30932,gasolina,manual,pickup,,41348
Mercedes,2013,221685,gasolina,automático,SUV,,89820
Audi,2015,182648,elétrico,manual,hatchback,,103146
Hyundai,2012,38047,gasolina,automático,SUV,,106367
Hyundai,2016,152054,híbrido,automático,conversível,,75562
BMW,2000,160423,híbrido,manual,conversível,vermelho,48704
BMW,2015,116189,gasolina,manual,sedan,branco,135668
Honda,2018,133329,elétrico,manual,SUV,preto,109670
Toyota,2012,79433,híbrido,automático,conversível,,77397
BMW,2016,40672,híbrido,manual,pickup,prata,251530
Audi,2006,21216,elétrico,automático,SUV,,202149
Nissan,2003,72655,híbrido,automático,SUV,vermelho,47142
Volkswagen,2009,20134,elétrico,automático,hatchback,verde,104906
Mercedes,2020,36336,diesel,manual,hatchback,,233565
Hyundai,2001,32219,híbrido,manual,conversível,branco,40447
Mercedes,2008,49404,híbrido,automático,pickup,,203417
Chevrolet,2008,12546,híbrido,automático,hatchback,,68218
Mercedes,2018,90683,elétrico,manual,pickup,,251522
Mercedes,2003,122895,híbrido,automático,pickup,,116973
Volkswagen,2015,154053,diesel,automático,SUV,,46163
BMW,2010,67645,diesel,manual,SUV,,176648
Audi,2004,215255,elétrico,manual,pickup,azul,31321
Audi,2012,116486,elétrico,automático,pickup,,170460
Mercedes,2000,178033,híbrido,manual,SUV,preto,50377
Ford,2017,51663,gasolina,automático,hatchback,,61836
BMW,2004,135141,híbrido,manual,conversível,azul,94401
Audi,2018,98640,diesel,automático,hatchback,preto,154952
Nissan,2023,58654,híbrido,manual,conversível,prata,168942
Audi,2011,45709,gasolina,automático,hatchback,,129004
BMW,2015,30069,híbrido,automático,pickup,cinza,265952
Mercedes,2015,2294,diesel,automático,SUV,,271394
Chevrolet,2013,185557,elétrico,manual,pickup,branco,17110
Audi,2021,128084,elétrico,automático,pickup,vermelho,225341
Toyota,2017,181201,híbrido,automático,SUV,,55159
Audi,2002,46712,híbrido,manual,conversível,prata,107302
Volkswagen,2013,128884,diesel,automático,conversível,,35781
Hyundai,2013,39105,diesel,automático,conversível,branco,112626
Mercedes,2022,74178,híbrido,manual,sedan,,249075
Audi,2009,87240,elétrico,manual,sedan,,134932
Nissan,2022,153213,elétrico,automático,SUV,verde,144751
Audi,2011,155357,gasolina,manual,SUV,,73250
Volkswagen,2019,224407,elétrico,automático,sedan,vermelho,38915
BMW,2003,28914,híbrido,automático,SUV,vermelho,189760
BMW,2014,173654,gasolina,automático,sedan,azul,102442
Honda,2015,208780,híbrido,automático,conversível,branco,14854
