,ID_Estoque,Quantidade_Disponível,Local_Estoque,Nivel_Maximo,Data_Atualizacao
2971,5420791473284970261,381,Fábrica,9500,2025-10-12
2972,8080888863374742605,36,Varejo,900000,2021-01-03
2973,5797316064839820836,27,Loja Física,70000000,2021-10-07
2974,9765358661853214223,97,Atacado,600000,2025-11-26
2975,3889312362318611731,418,Centro de Distribuição,10000000,2021-11-15
2976,6611070361700394081,94,Depósito Regional,600000,2020-12-27
2977,6994565535151291556,312,Loja Física,7000,2023-11-20
2978,8260443450961928296,256,Centro de Distribuição,8500,2020-11-11
2979,8556486161032540455,242,Atacado,700000,2025-07-25
2980,2303895627726666068,339,Atacado,950000,2024-02-10
2981,3220094289641549537,292,Atacado,800000,2020-03-15
2982,7266606862943876727,190,Loja Física,4500,2020-05-07
2983,2725251065381925236,180,Fábrica,40000000,2025-05-15
2984,7914338296484544304,395,Loja Física,450000,2021-09-12
2985,8574342060387355535,8,Centro de Distribuição,7000,2020-11-20
2986,4841983881244200602,259,Loja Física,6000,2024-08-07
2987,6850123830810042916,444,Atacado,700000,2025-10-12
2988,4630606543340811532,236,Centro de Distribuição,65000000,2022-05-30
2989,2347317991200745470,246,Atacado,9500,2022-07-29
2990,3173743287709460784,47,Loja Física,200000,2024-03-13
2991,3091064704490281096,427,Atacado,3000,2025-10-27
2992,8415781871869436091,22,Atacado,70000000,2021-08-27
2993,2069573021796114888,53,Loja Física,35000000,2020-06-02
2994,7732910385211318391,130,Atacado,900000,2020-10-22
2995,6914939704519072962,475,Loja Física,6500,2024-11-20
2996,3429589474540237735,437,Depósito Regional,3000,2020-08-14
2997,5293592194020222286,346,Loja Física,1500,2023-10-30
2998,7820800325927027157,170,Centro de Distribuição,2500,2020-11-09
2999,5607848174885984164,449,Atacado,350000,2022-12-11
3000,7102626422001930615,307,Varejo,40000000,2025-09-09
3001,3402344789652930540,180,Atacado,6000,2023-08-25
3002,1522711886031270897,22,Atacado,2500,2021-11-20
3003,7900055724076453537,170,Centro de Distribuição,950000,2020-06-04
3004,2454129847633754821,391,Loja Física,7000,2022-08-29
3005,3790673525418871031,424,Centro de Distribuição,450000,2025-09-25
3006,9532487259312668988,35,Atacado,45000000,2025-10-19
3007,8401927142132206905,82,Loja Física,350000,2024-11-19
3008,8309538342326753802,375,Atacado,45000000,2023-04-01
3009,7916071992622664373,35,Depósito Regional,7500,2020-06-28
3010,9148429975950202655,20,Atacado,4500,2020-03-03
3011,8155952980769414421,256,Atacado,45000000,2025-03-23
3012,6105769923032168224,100,Centro de Distribuição,850000,2025-12-01
3013,5745464851125009136,117,Varejo,200000,2021-01-09
3014,1811475993450824825,80,Atacado,20000000,2025-01-08
3015,4174092674773159152,113,Loja Física,7500,2020-02-02
3016,5282756503832483214,134,Fábrica,50000,2022-12-28
3017,7424437287022748795,449,Atacado,7000,2023-07-17
3018,1270974451500777271,101,Loja Física,75000000,2021-10-31
3019,1381136007571465145,424,Depósito Regional,25000000,2021-11-05
3020,2740115032010854928,61,Atacado,65000000,2021-03-17
3021,3521595805325319455,325,Depósito Regional,45000000,2024-01-27
3022,4319225862409573483,29,Fábrica,4500,2025-10-03
3023,7397936011306851007,432,Loja Física,9000,2024-05-15
3024,2760060121905246537,355,Fábrica,5000000,2021-04-26
3025,2055374081409331050,129,Varejo,50000000,2023-01-07
3026,7981558193577182491,396,Loja Física,10000000,2023-02-25
3027,5744283859498332567,478,Centro de Distribuição,20000000,2023-02-10
3028,2266153542605093383,157,Atacado,15000000,2024-07-09
3029,9131566913691958878,84,Centro de Distribuição,5500,2022-11-30
3030,3794644413241539459,306,Loja Física,600000,2025-06-19
3031,1440931356668976667,49,Varejo,500000,2022-08-15
3032,6562888656861460133,216,Fábrica,550000,2021-02-11
3033,1417112502239850747,254,Centro de Distribuição,45000000,2025-12-24
3034,9747591922828723610,179,Centro de Distribuição,95000000,2025-03-21
3035,3673844910508155500,374,Fábrica,35000000,2025-03-05
3036,8237660410244712838,289,Fábrica,150000,2025-02-01
3037,7580934535493188407,314,Fábrica,95000000,2025-01-01
3038,6407095324753612171,393,Loja Física,200000,2022-05-27
3039,2851379573161163989,245,Fábrica,90000000,2020-08-27
3040,1762492653620890502,71,Varejo,700000,2020-05-05
3041,6957526479718327673,120,Centro de Distribuição,4000,2021-11-21
3042,2118440121932424329,380,Fábrica,700000,2024-02-07
3043,4650651154944805124,197,Depósito Regional,7500,2025-07-15
3044,8310005282795808401,255,Depósito Regional,30000000,2024-12-28
3045,6545285344990004974,87,Centro de Distribuição,3000,2021-11-26
3046,6903554562969591890,247,Depósito Regional,75000000,2025-11-26
3047,1448910047824724122,201,Fábrica,500000,2022-08-16
3048,4466766663800948601,311,Fábrica,450000,2022-08-06
3049,8960997947629340455,235,Centro de Distribuição,3500,2025-02-17
3050,3360070872209091306,428,Loja Física,10000000,2021-09-30
3051,9555818581825299947,166,Atacado,700000,2025-09-21
3052,9451739770348972715,402,Atacado,1000,2020-07-18
3053,6288417589199711570,318,Depósito Regional,500,2021-09-15
3054,2466436150649619510,346,Depósito Regional,7000,2022-11-07
3055,9036329010046541959,474,Atacado,9000,2023-11-19
3056,5137080225703711063,243,Depósito Regional,45000000,2020-03-28
3057,5390448261476077274,147,Loja Física,7500,2024-01-30
3058,4814226884349542017,190,Atacado,90000000,2022-11-07
3059,2959633704441240706,453,Depósito Regional,500000,2021-09-26
3060,4962052637061756406,62,Loja Física,400000,2020-06-18
3061,8386183216387958427,253,Varejo,7000,2023-05-10
3062,3854583744271345236,184,Atacado,75000000,2020-07-20
3063,3799750726377000280,143,Fábrica,5500,2024-05-10
3064,3538985115349052458,168,Loja Física,2000,2020-05-17
3065,1373092032608623864,263,Varejo,30000000,2023-08-28
3066,7858626620082614371,196,Varejo,5500,2021-09-19
3067,3943306289969340811,400,Fábrica,30000000,2025-01-25
3068,1257434324844667757,480,Depósito Regional,5000000,2022-06-11
3069,4223950679970601639,199,Depósito Regional,7500,2021-02-20
3070,1569885823690475923,244,Centro de Distribuição,7500,2022-09-07
3071,5627596977894625678,415,Depósito Regional,700000,2020-05-29
3072,9589528610818530341,330,Depósito Regional,10000000,2023-08-12
3073,4017169348040780231,271,Fábrica,500000,2024-07-19
3074,7467929917211453863,113,Loja Física,55000000,2025-07-27
3075,4232750153854734744,121,Atacado,400000,2024-09-22
3076,7858005063344838973,40,Fábrica,20000000,2025-05-07
3077,6028413840574688520,27,Atacado,950000,2023-08-10
3078,7037372649228496880,284,Depósito Regional,30000000,2025-08-31
3079,2942484866408003150,395,Atacado,90000000,2020-12-03
3080,6005502074960866348,259,Fábrica,9000,2021-06-16
3081,8167599193965226603,325,Atacado,850000,2021-03-16
3082,9586615572092319686,244,Varejo,8500,2021-03-19
3083,9648434064779176391,451,Centro de Distribuição,60000000,2022-08-31
3084,2502945465340941111,11,Loja Física,400000,2023-05-10
3085,6720712889048341096,225,Centro de Distribuição,500000,2020-10-14
3086,6645017426350061681,464,Loja Física,4000,2023-12-09
3087,7427429159862077823,391,Loja Física,10000000,2022-10-03
3088,6029801105895944393,274,Varejo,8000,2024-01-28
3089,1070201814760978850,190,Fábrica,5000,2021-05-28
3090,4392584332314683888,319,Varejo,55000000,2022-02-04
3091,5225198074368955748,370,Centro de Distribuição,9000,2020-10-12
3092,5575775043143839242,225,Depósito Regional,15000000,2025-10-28
3093,2333691515577240196,326,Centro de Distribuição,400000,2024-05-24
3094,5508582486282545769,465,Fábrica,8500,2022-03-31
3095,9282682194623969575,38,Atacado,5000,2025-03-09
3096,7304066624766590968,261,Centro de Distribuição,400000,2022-08-08
3097,7684987868011889862,185,Depósito Regional,65000000,2020-03-22
3098,3357261040954337579,219,Atacado,80000000,2024-11-13
3099,7597902700340809461,146,Fábrica,50000,2024-05-23
3100,6705890467920738041,286,Loja Física,45000000,2022-12-16
3101,2041698198605025833,127,Varejo,20000000,2020-08-28
3102,2004935433219549323,320,Loja Física,95000000,2024-09-26
3103,7167881033223439618,252,Varejo,9000,2023-07-05
3104,2658798122694745011,43,Depósito Regional,9500,2020-10-01
3105,8766409924642249586,90,Depósito Regional,50000,2024-05-26
3106,5446635883397046239,76,Depósito Regional,5000000,2021-09-06
3107,8634997514254147658,76,Fábrica,3500,2022-02-23
3108,6917077442791069042,112,Centro de Distribuição,85000000,2020-11-28
3109,3826431697776184096,90,Varejo,750000,2021-02-26
3110,8128941424304309626,225,Atacado,450000,2020-06-29
3111,9039587240527500392,154,Centro de Distribuição,30000000,2020-08-17
3112,3714981728151397962,228,Atacado,15000000,2024-10-11
3113,1348643006458626446,383,Fábrica,75000000,2022-09-20
3114,2701307393473311413,123,Varejo,10000000,2024-06-10
3115,9645330735164079915,140,Atacado,45000000,2024-03-16
3116,3939907235542887542,96,Fábrica,800000,2024-05-14
3117,1482894103917285039,229,Centro de Distribuição,6500,2022-05-07
3118,8460791148809120682,478,Fábrica,100000,2022-01-12
3119,5347672271141075296,173,Varejo,250000,2021-06-23
3120,4146812916034781340,423,Atacado,30000000,2020-08-22
3121,6385280354640435165,427,Fábrica,3000,2025-11-17
3122,2941683088870403419,199,Centro de Distribuição,5500,2022-12-28
3123,6578199499203778261,374,Depósito Regional,5000,2022-10-13
3124,9986019745585648917,302,Depósito Regional,300000,2020-11-19
3125,5809407408923691612,300,Atacado,90000000,2022-02-23
3126,5423877704130531213,142,Varejo,850000,2020-05-05
3127,3210728282892075375,270,Depósito Regional,10000000,2020-04-30
3128,2292468977688712656,282,Centro de Distribuição,3500,2020-06-18
3129,8839508117999885881,162,Varejo,4000,2024-04-15
3130,7396422580478153495,456,Loja Física,15000000,2020-03-09
3131,8342563308445225672,388,Varejo,85000000,2025-10-02
3132,6961705926929090746,241,Fábrica,50000000,2023-04-18
3133,7764588466400157160,239,Depósito Regional,35000000,2024-03-18
3134,3621647336649951226,282,Loja Física,70000000,2020-10-29
3135,2905106800899137734,151,Varejo,6500,2021-12-05
3136,8584568341774907952,363,Fábrica,3500,2023-07-15
3137,5096090910516915770,277,Depósito Regional,90000000,2024-09-19
3138,3376662289134588161,455,Atacado,50000,2022-11-24
3139,8437483886861051393,444,Fábrica,5000,2020-01-05
3140,7786223857208066517,58,Varejo,9000,2022-02-05
3141,2407658430637710060,53,Centro de Distribuição,8500,2023-06-08
3142,3591080501921728480,266,Varejo,7000,2022-06-01
3143,3267095182188246257,334,Depósito Regional,500,2022-07-12
3144,1828113815621011704,40,Loja Física,5500,2022-02-03
3145,9535895033660131345,311,Depósito Regional,50000,2021-02-14
3146,9699989813197126546,419,Atacado,4000,2023-12-06
3147,1588519743910348448,373,Loja Física,9000,2021-01-23
3148,6730899698530584407,11,Atacado,5000000,2024-11-22
3149,7607082309581153024,291,Centro de Distribuição,50000000,2025-11-07
3150,5744390170430440085,452,Atacado,5000000,2025-06-20
3151,6561273542365462645,128,Loja Física,40000000,2021-04-11
3152,2743730506507008847,197,Atacado,1000,2021-11-27
3153,9082824137212805880,294,Fábrica,75000000,2020-07-04
3154,6479924248463266516,310,Depósito Regional,100000,2022-06-10
3155,7012805874910256525,374,Loja Física,45000000,2021-04-21
3156,8211480251434623986,407,Depósito Regional,2500,2025-04-14
3157,5833222201223646327,185,Depósito Regional,5000,2020-07-02
3158,4608623775526565819,62,Depósito Regional,35000000,2020-04-12
3159,2322261612969062043,170,Centro de Distribuição,7500,2020-07-29
3160,2417653154720044413,226,Atacado,15000000,2023-03-08
3161,3613055888222202532,269,Depósito Regional,3500,2021-02-14
3162,4772263817410916381,256,Atacado,2000,2024-11-18
3163,5143915785478712585,272,Varejo,3500,2021-02-24
3164,2883002435517893222,406,Atacado,9000,2020-12-15
3165,3710908600403326815,386,Centro de Distribuição,35000000,2023-12-31
3166,4678846381441629378,408,Depósito Regional,10000000,2025-03-01
3167,8869342110567637823,477,Loja Física,200000,2022-07-11
3168,3622213391159439531,82,Centro de Distribuição,50000,2023-07-22
3169,4850973870037839619,370,Fábrica,650000,2021-09-14
3170,3207929825997402310,91,Fábrica,80000000,2024-03-01
3171,7887196587194582232,55,Centro de Distribuição,95000000,2022-04-04
3172,1872652087928813652,138,Loja Física,2000,2021-12-21
3173,5655211161100346695,330,Varejo,450000,2022-10-09
3174,9025385771354805660,98,Atacado,30000000,2024-07-06
3175,2085241290131150036,321,Atacado,65000000,2024-10-23
3176,8141444459844832375,270,Depósito Regional,150000,2024-09-24
3177,2300475767958309051,271,Varejo,8500,2023-08-16
3178,9150699168248100775,273,Varejo,5500,2022-07-11
3179,7661867566439975198,102,Depósito Regional,75000000,2025-10-15
3180,4411332378026117248,214,Centro de Distribuição,80000000,2020-12-02
3181,5777557728252806620,135,Fábrica,6500,2022-07-21
3182,3403087333723410428,249,Depósito Regional,9000,2020-01-26
3183,7519655794216659207,0,Loja Física,35000000,2020-01-03
3184,1598157501085997802,34,Varejo,30000000,2024-05-22
3185,3914354423193451184,60,Centro de Distribuição,2500,2022-04-18
3186,5733630011847525639,85,Centro de Distribuição,50000,2023-04-23
3187,5427406695269401918,183,Depósito Regional,5000,2021-12-19
3188,6465470372888844230,5,Atacado,50000,2024-11-04
3189,1813012398580054195,21,Fábrica,9500,2022-05-04
3190,8079838891911492242,12,Fábrica,10000000,2024-04-19
3191,7059360126545694219,432,Varejo,20000000,2022-02-15
3192,3855810819307796665,151,Centro de Distribuição,100000,2024-05-21
3193,8906686448114336547,23,Centro de Distribuição,850000,2021-08-07
3194,9354145250154183611,56,Loja Física,600000,2020-08-29
3195,8864769996722914072,341,Varejo,350000,2021-12-23
3196,4209939489596898391,265,Loja Física,25000000,2020-08-23
3197,4363565069733382614,386,Depósito Regional,3000,2020-10-18
3198,8877788632588794465,99,Centro de Distribuição,7000,2023-10-30
3199,4163119619309687054,386,Fábrica,1000,2023-04-23
3200,5753792007147529595,93,Loja Física,650000,2024-09-21
3201,8126299335631198774,373,Centro de Distribuição,35000000,2020-01-20
3202,1471115877565150480,54,Depósito Regional,8000,2020-01-21
3203,4028254293097376477,267,Centro de Distribuição,400000,2020-04-18
3204,2600823731804066402,144,Loja Física,700000,2025-08-20
3205,8740597158275615091,81,Varejo,1500,2021-10-31
3206,5117088150581034032,133,Depósito Regional,95000000,2024-11-21
3207,2949414451100480417,457,Atacado,50000000,2023-06-21
3208,3962962357639988529,371,Fábrica,5000,2020-11-27
3209,7159552538647238679,446,Depósito Regional,900000,2025-07-24
3210,6222977327177258567,277,Varejo,450000,2020-03-15
3211,1004876091373596924,311,Loja Física,800000,2024-01-27
3212,8595833166047680627,202,Varejo,90000000,2023-02-23
3213,2161044301129504808,284,Depósito Regional,400000,2023-11-25
3214,2637980623404019319,225,Loja Física,5000,2022-05-07
3215,9477101991262456665,450,Atacado,7000,2020-04-19
3216,6253350080556327281,62,Atacado,900000,2024-04-20
3217,6932074669247003081,270,Loja Física,350000,2024-12-15
3218,9456480426415251316,234,Loja Física,5000000,2021-09-16
3219,7436989866102049117,75,Varejo,150000,2020-06-02
3220,1546268234762441396,15,Varejo,15000000,2025-08-04
3221,9593161007754504171,136,Varejo,8000,2025-05-04
3222,4336060336359823950,303,Fábrica,150000,2024-05-24
3223,4424584770423658603,4,Fábrica,650000,2022-02-01
3224,3830093553750302139,400,Loja Física,5000000,2020-06-27
3225,7177377395943191524,248,Centro de Distribuição,4000,2020-07-01
3226,2360549326277665660,36,Depósito Regional,1000,2021-04-27
3227,1888292695410227912,484,Centro de Distribuição,1500,2022-11-21
3228,4911854272280566875,105,Depósito Regional,950000,2025-04-10
3229,4115680102907857634,309,Loja Física,200000,2021-08-16
3230,1698126347755707089,356,Depósito Regional,55000000,2025-03-07
3231,3108017039812809686,450,Varejo,3000,2023-07-03
3232,9192511966937839192,265,Atacado,50000000,2024-10-02
3233,7610045675165043040,71,Loja Física,70000000,2021-11-26
3234,1149560749931963491,112,Varejo,2000,2021-02-27
3235,8181027432069617481,4,Fábrica,75000000,2022-01-25
3236,8916132234220314313,15,Atacado,4000,2025-11-30
3237,8876373369967772494,327,Centro de Distribuição,3500,2024-07-29
3238,9962408431777505766,108,Fábrica,5500,2024-05-05
3239,5342685725170939756,244,Depósito Regional,950000,2024-11-01
3240,5206627027791033894,92,Centro de Distribuição,2500,2021-08-08
3241,6891747120707112387,164,Loja Física,9500,2020-03-06
3242,4073943789606335046,397,Atacado,55000000,2024-04-21
3243,8333333476035194842,454,Depósito Regional,40000000,2025-11-11
3244,2505919796676033393,158,Varejo,25000000,2021-11-28
3245,5260728488929910557,332,Atacado,7000,2025-05-08
3246,7244994892140703958,184,Atacado,350000,2022-01-30
3247,7485801380855259364,344,Loja Física,750000,2021-08-06
3248,1038989988520478577,407,Fábrica,70000000,2021-03-18
3249,6611990458357443233,190,Loja Física,300000,2025-04-17
3250,5984548382308340783,216,Varejo,8500,2021-04-15
3251,2089142253464004639,284,Atacado,15000000,2021-08-28
3252,8926248125629062548,175,Atacado,5000000,2025-03-01
3253,3364913962271672701,476,Loja Física,90000000,2021-07-23
3254,5333611577706293673,47,Depósito Regional,3500,2020-01-15
3255,4083862646671022672,131,Loja Física,850000,2020-11-16
3256,1747997130713710323,466,Depósito Regional,750000,2020-11-16
3257,1002097087707277183,333,Varejo,95000000,2024-06-20
3258,2288224687935220493,277,Fábrica,2000,2022-07-29
3259,1510154221467211513,318,Varejo,150000,2024-03-19
3260,5040476497622382856,157,Centro de Distribuição,5500,2021-03-18
3261,4268360592104393224,189,Depósito Regional,400000,2022-10-03
3262,6204777766502630077,274,Loja Física,9500,2021-07-23
3263,7173406868247685440,219,Atacado,300000,2020-01-09
3264,7322504730355848377,179,Fábrica,150000,2022-04-23
3265,9198244733171829601,64,Depósito Regional,4000,2025-08-23
3266,3387861808006043775,112,Depósito Regional,800000,2023-02-02
3267,5718983037338475273,30,Loja Física,25000000,2024-08-11
3268,6217214732677025335,222,Atacado,65000000,2021-11-04
3269,6949030183687818166,106,Loja Física,2500,2025-12-21
3270,3111812197504708267,468,Depósito Regional,500,2023-02-02
3271,2266528071239719678,450,Varejo,5000,2022-03-16
3272,3757779772736641863,67,Loja Física,5500,2024-01-31
3273,1230502297992995077,57,Varejo,550000,2023-11-19
3274,8511005075868957189,474,Varejo,900000,2025-11-07
3275,3310031424531973961,195,Centro de Distribuição,100000,2024-10-15
3276,4307034312693517985,476,Centro de Distribuição,20000000,2025-09-29
3277,1408596567433159758,405,Depósito Regional,400000,2023-08-13
3278,2915401620677451308,15,Centro de Distribuição,9500,2024-12-23
3279,1283450231937812852,370,Varejo,45000000,2022-04-30
3280,4377534707967268172,143,Atacado,30000000,2025-09-12
3281,4475646897897556551,67,Fábrica,75000000,2020-04-23
3282,8719040680776305509,138,Varejo,6000,2024-08-25
3283,6804865170337735557,285,Centro de Distribuição,55000000,2024-07-26
3284,6490282076637479398,185,Varejo,6000,2021-06-26
3285,3736024828869833744,18,Atacado,700000,2023-10-20
3286,2007025672363681237,94,Loja Física,75000000,2021-03-12
3287,1432435793684454622,24,Atacado,950000,2025-05-24
3288,2210027173711338036,216,Centro de Distribuição,700000,2022-05-20
3289,2936174184637795437,352,Varejo,55000000,2020-11-19
3290,8252359317842566776,67,Fábrica,300000,2021-02-27
3291,2643459388501442808,3,Atacado,5000,2025-01-16
3292,4341869626445328653,47,Centro de Distribuição,6500,2025-03-18
3293,2618469191243842378,145,Varejo,900000,2022-01-21
3294,2802364184957536749,251,Fábrica,2500,2023-07-19
3295,8674089268210201658,253,Fábrica,8000,2020-02-19
3296,4661638564732868016,422,Atacado,5000000,2024-10-31
3297,2964804002463912206,132,Loja Física,60000000,2023-06-07
3298,1373562430838900366,495,Centro de Distribuição,350000,2021-12-24
3299,4927653741549175354,351,Centro de Distribuição,100000,2022-06-21
3300,9048121313453355216,390,Centro de Distribuição,500,2025-05-14
3301,9837165204914968803,143,Centro de Distribuição,2500,2023-06-10
3302,8138653136025565469,454,Depósito Regional,20000000,2023-09-16
3303,3562119957356379057,78,Fábrica,600000,2024-08-03
3304,1755906285867279023,376,Depósito Regional,30000000,2020-01-10
3305,1505022331810322258,400,Depósito Regional,10000000,2023-08-29
3306,5821646675937042448,233,Atacado,85000000,2023-11-13
3307,5706223928220278081,111,Atacado,65000000,2020-10-04
3308,8295129951040868167,442,Atacado,400000,2022-05-17
3309,8757931635366536831,360,Fábrica,5000000,2023-12-09
3310,5250331427498541739,58,Depósito Regional,450000,2020-11-25
3311,2198382591552417793,30,Depósito Regional,7500,2024-09-25
3312,9070920710622542799,341,Atacado,600000,2023-12-25
3313,2721543826914851333,304,Varejo,1000,2022-07-31
3314,5466716304227958593,61,Fábrica,2500,2023-04-25
3315,8909172557515327034,473,Fábrica,7500,2021-02-18
3316,6649577299105084397,118,Centro de Distribuição,85000000,2023-09-22
3317,4183368118744240755,490,Centro de Distribuição,3500,2021-02-08
3318,5355348333340482603,311,Centro de Distribuição,5000,2020-03-10
3319,1573414857289608081,102,Fábrica,4000,2024-07-11
3320,5877723267683986959,392,Depósito Regional,15000000,2023-01-01
3321,9125475768134336649,112,Atacado,5000,2025-06-25
3322,6542516421075709182,43,Atacado,95000000,2025-03-04
3323,2148882252774544574,38,Varejo,400000,2020-11-08
3324,4928271630332756946,141,Fábrica,4500,2020-01-12
3325,5456531892706025610,258,Fábrica,8000,2025-07-21
3326,8593114943720549840,434,Centro de Distribuição,30000000,2024-07-30
3327,5113665693787734574,238,Centro de Distribuição,85000000,2020-04-28
3328,3542225326293687069,196,Depósito Regional,9500,2022-06-10
3329,1302907294391166087,27,Centro de Distribuição,5000,2022-06-09
3330,3133342712019858673,459,Loja Física,50000,2022-01-06
3331,9145355681279060470,284,Centro de Distribuição,80000000,2020-05-30
3332,4024589270820203486,73,Atacado,90000000,2021-06-22
3333,5223013683507735635,59,Atacado,550000,2022-11-10
3334,8407099405746422538,460,Loja Física,25000000,2025-10-13
3335,4380756540766880515,177,Loja Física,9000,2024-06-24
3336,8848599964179504477,465,Atacado,750000,2022-08-11
3337,3645416654318008047,305,Loja Física,25000000,2021-10-05
3338,8044601638924887252,319,Atacado,200000,2020-10-21
3339,4088404403930848515,155,Varejo,350000,2020-02-03
3340,9067908457879178892,85,Loja Física,4000,2025-08-29
3341,5395455452867483792,371,Atacado,650000,2023-12-15
3342,3362694115486978438,306,Loja Física,35000000,2023-07-08
3343,9124987269596700577,338,Centro de Distribuição,50000000,2025-07-16
3344,1112952642680226494,7,Fábrica,950000,2020-01-29
3345,3632612053016250989,220,Fábrica,1000,2024-02-15
3346,5333540656489546644,376,Fábrica,850000,2020-08-19
3347,6578631848016736645,158,Atacado,3000,2021-09-08
3348,6834984255159806269,116,Depósito Regional,350000,2025-01-06
3349,6032837849367440726,39,Atacado,300000,2023-10-07
3350,2173045310736086826,350,Atacado,75000000,2022-03-10
3351,2179801513431768883,57,Loja Física,300000,2020-01-30
3352,1256062467347280908,465,Centro de Distribuição,80000000,2022-04-08
3353,6887242740852357439,160,Atacado,100000,2023-01-04
3354,9740505432753670281,237,Loja Física,2500,2024-12-06
3355,8195114791665536695,39,Centro de Distribuição,60000000,2025-11-05
3356,7870483582367086456,17,Loja Física,600000,2021-06-05
3357,3284153884278710323,27,Varejo,5500,2022-03-02
3358,3405964624110945399,386,Depósito Regional,350000,2024-08-01
3359,8417610670125208121,448,Fábrica,300000,2024-03-28
3360,1761442175360351085,291,Varejo,900000,2025-03-07
3361,1745032898108392264,9,Atacado,80000000,2023-11-28
3362,3981538664209893710,115,Loja Física,6000,2022-09-13
3363,4753916772210132978,127,Centro de Distribuição,6000,2025-07-04
3364,8748476319324884995,451,Loja Física,550000,2021-09-06
3365,1620539192100540524,154,Centro de Distribuição,9500,2021-06-05
3366,5828963709222267634,311,Fábrica,7000,2021-04-14
3367,5854781191648094912,148,Fábrica,5500,2025-01-01
3368,2587494207839142401,327,Depósito Regional,75000000,2023-04-03
3369,8398936067629748989,111,Centro de Distribuição,70000000,2025-06-20
3370,4315988632527911458,19,Depósito Regional,8500,2024-12-14
3371,9880596643562683097,426,Centro de Distribuição,55000000,2023-03-19
3372,3450212487624665483,113,Varejo,55000000,2023-03-13
3373,6559965033179861451,272,Varejo,100000,2021-01-15
3374,9957212831437362700,398,Varejo,70000000,2020-06-18
3375,2694937530913712042,360,Depósito Regional,15000000,2022-12-12
3376,8178560990913632700,56,Depósito Regional,2000,2022-09-10
3377,5811231417648278125,221,Centro de Distribuição,65000000,2025-05-31
3378,4354683515819155646,408,Varejo,6500,2023-07-02
3379,5191599477192965429,444,Depósito Regional,90000000,2025-05-14
3380,2229379079378352450,11,Centro de Distribuição,650000,2023-08-05
3381,6428017632395911297,208,Atacado,8000,2025-01-10
3382,7998663063063649586,317,Atacado,70000000,2025-08-13
3383,7473833319855084714,138,Loja Física,700000,2023-03-22
3384,7122098112131343185,10,Atacado,85000000,2021-09-01
3385,9985265917652825613,46,Atacado,700000,2024-07-28
3386,6843886374046245120,220,Depósito Regional,8000,2021-01-14
3387,1331235634978507013,388,Atacado,3500,2023-06-29
3388,2263211020290527476,369,Atacado,6000,2021-11-20
3389,2785118506666977791,26,Fábrica,65000000,2021-08-14
3390,7909899067381365462,93,Centro de Distribuição,400000,2022-11-14
3391,7477617516434470662,449,Varejo,45000000,2025-04-21
3392,5746000086906650686,144,Fábrica,1500,2024-10-22
3393,1773212663428781639,469,Centro de Distribuição,1000,2022-01-10
3394,7073808477259408757,459,Centro de Distribuição,40000000,2022-07-01
3395,2408724602307960836,436,Centro de Distribuição,10000000,2020-10-26
3396,1215581431178003131,61,Centro de Distribuição,90000000,2020-02-09
3397,7870628979398574795,32,Depósito Regional,400000,2022-08-13
3398,9550095333621284623,264,Centro de Distribuição,150000,2025-11-09
3399,8633182295465657265,183,Centro de Distribuição,550000,2024-08-02
3400,1068642572999320967,397,Depósito Regional,35000000,2024-04-17
3401,8651408286197040742,101,Atacado,3500,2022-07-31
3402,9888452093647687553,30,Varejo,300000,2023-10-08
3403,2114278998234321646,172,Varejo,40000000,2025-05-16
3404,1132472599522654395,35,Varejo,6000,2024-12-23
3405,2223279944361146677,183,Atacado,10000000,2024-11-27
3406,7227976006767186300,228,Depósito Regional,70000000,2022-04-24
3407,6186406165652846500,497,Varejo,450000,2024-08-24
3408,2344230274702174792,390,Loja Física,950000,2023-12-05
3409,6245975664636191340,104,Fábrica,5500,2023-04-23
3410,8156751614495637506,316,Fábrica,9500,2025-08-10
3411,3868116331275162351,390,Loja Física,7500,2023-11-25
3412,5169950568089753902,7,Depósito Regional,10000000,2022-06-21
3413,7257039766455824021,63,Centro de Distribuição,6000,2024-08-14
3414,3540806611571668276,53,Centro de Distribuição,35000000,2022-12-26
3415,7762428428018519305,203,Loja Física,750000,2020-03-20
3416,2019658899313881786,228,Varejo,1500,2020-10-01
3417,6741276688171416363,5,Atacado,35000000,2020-12-24
3418,4020226561000136046,336,Centro de Distribuição,7000,2023-02-28
3419,7275763326556389944,202,Centro de Distribuição,2500,2023-09-10
3420,6066237696758745373,280,Varejo,550000,2021-05-22
3421,7321174796072612824,428,Atacado,6500,2021-04-10
3422,2818543241863703108,328,Centro de Distribuição,95000000,2025-07-07
3423,4286353123483243914,35,Centro de Distribuição,7500,2020-05-03
3424,8468172945256296410,99,Depósito Regional,9500,2025-06-27
3425,4714864364402205221,488,Varejo,6000,2025-06-18
3426,8847106176149252774,319,Loja Física,500,2023-08-31
3427,8870357177701878110,96,Depósito Regional,65000000,2024-04-20
3428,9753363894818509790,360,Loja Física,400000,2023-08-22
3429,9957847188962833644,453,Centro de Distribuição,20000000,2021-05-25
3430,4442481763484187160,318,Loja Física,750000,2022-07-03
3431,9147905088031912093,60,Depósito Regional,850000,2020-05-14
3432,5957827268735271636,281,Centro de Distribuição,6000,2023-05-14
3433,5347223347351620737,267,Varejo,150000,2025-04-11
