,ID_Estoque,CEP
5647,7.757681850619181e+18,90835-788
5648,8.619304626065243e+18,67964-479
5649,4.2804658605258235e+18,82627-226
5650,5.219308884251155e+18,93899-347
5651,9.063283725214018e+18,85594-036
5652,4.3724122086175473e+18,03203-487
5653,3.908000107475211e+18,85327-075
5654,2.5937643764411366e+18,68965-447
5655,7.795810675403897e+18,45060-653
5656,3.264947036281345e+18,77543-031
5657,2.8402230248499205e+18,43369-212
5658,9.259526169042473e+18,05977-201
5659,9.133817746559746e+18,26041-020
5660,9.789071385032751e+18,25473-632
5661,7.609024263861473e+18,70431-260
5662,1.029841162849809e+18,23456-757
5663,5.120591938478559e+18,78415-807
5664,8.053467409850524e+18,91886-268
5665,7.675760477023118e+18,35032-823
5666,4.844390453058305e+18,93518-167
5667,5.744325944056164e+18,93731-667
5668,6.270741961225535e+18,65451-308
5669,9.93489512908456e+18,73083-582
5670,7.126689346826489e+18,05024-202
5671,5.928376503826105e+18,55155-929
5672,2.694581688023192e+18,58669-901
5673,7.299054844921858e+18,10738-418
5674,5.331721514877469e+18,20117-342
5675,2.1792943726318597e+18,48618-842
5676,3.892806112447585e+18,74152-105
5677,9.001079497064699e+18,35909-049
5678,5.362110214707624e+18,02834-565
5679,4.4939666523489946e+18,06686-117
5680,3.953423696947902e+18,84593-069
5681,6.430384882853041e+18,04842-784
5682,9.452930251930087e+18,58929-148
5683,7.170582577639378e+18,83556-612
5684,2.0883030224612874e+18,82232-544
5685,9.218384492160703e+18,56425-590
5686,4.1762743797887713e+18,53255-062
5687,5.242712475001647e+18,60780-118
5688,1.7736841387785818e+18,18154-942
5689,1.2358048095545065e+18,95588-982
5690,7.534419934222261e+18,62657-006
5691,9.612573234098188e+18,35489-773
5692,9.252785660162443e+18,48545-855
5693,3.0056332172000287e+18,56612-386
5694,2.2797319885279834e+18,70854-349
5695,2.500617264154105e+18,49449-736
5696,2.615397370486548e+18,45698-694
5697,5.518941543239078e+18,71951-751
5698,8.856529140967876e+18,89221-488
5699,9.233989259298695e+18,79639-595
5700,1.6118770085151537e+18,07949-516
5701,5.698773475584165e+18,53146-691
5702,7.691261599781487e+18,61336-636
5703,7.264652162298999e+18,85372-068
5704,6.362694839791258e+18,40878-557
5705,7.433825626189628e+18,78768-313
5706,7.657093752305478e+18,53834-854
5707,8.270478366286233e+18,86991-623
5708,5.994294922089706e+18,10771-391
5709,4.607657101131136e+18,29243-980
5710,3.318963345628265e+18,88857-636
5711,5.914466662188773e+18,17670-442
5712,7.096162302298474e+18,20229-132
5713,3.240832565494894e+18,69620-544
5714,8.342042540159238e+18,56948-276
5715,3.3765159656768256e+18,86100-506
5716,5.129386596563403e+18,06564-253
5717,9.14071611517909e+18,98658-703
5718,1.9166147539503631e+18,36248-694
5719,2.104752201164381e+18,38795-056
5720,7.384349889080893e+18,77135-165
5721,5.873736443857113e+18,11451-629
5722,2.7661652421559654e+18,19962-967
5723,7.882089143275612e+18,91134-259
5724,6.213706570605309e+18,92490-610
5725,1.5035913562582482e+18,32803-626
5726,7.453319967219554e+18,51280-185
5727,7.901796919204654e+18,40847-612
5728,8.876217377021884e+18,31077-028
5729,5.508875710610521e+18,41020-078
5730,9.696803358276905e+18,20625-741
5731,5.056517910346298e+18,37504-396
5732,2.1039646417029693e+18,49059-241
5733,6.3792363691612e+18,38729-905
5734,4.787438266890666e+18,02590-449
5735,1.1431689148238002e+18,04827-913
5736,8.198637044245872e+18,44915-991
5737,9.559533288767023e+18,39353-664
5738,3.8417740960438804e+18,27615-318
5739,1.0315532894244287e+18,62728-445
5740,7.725928956407567e+18,26757-282
5741,8.845583237497777e+18,97618-626
5742,4.921712982450334e+18,88753-459
5743,5.75998844926984e+18,44599-096
5744,6.670563025467152e+18,42700-913
5745,3.359423201299468e+18,97127-550
5746,7.783380701463172e+18,96231-998
5747,3.460555919755421e+18,82235-580
5748,2.1636026382378427e+18,02501-010
5749,8.345504012615312e+18,04281-806
5750,2.0421508741291236e+18,07609-232
5751,1.036213289637202e+18,92837-230
5752,3.6932057586562683e+18,57259-506
5753,1.024237830221424e+18,52265-541
5754,4.4088147718613586e+18,90223-749
5755,7.759852657505445e+18,91215-859
5756,7.779290223925133e+18,31441-314
5757,1.1115628794114e+18,97733-098
5758,9.909636327827685e+18,64668-198
5759,9.630719531063994e+18,96930-030
5760,2.0444079491899203e+18,01976-253
5761,7.986850478725237e+18,14515-001
5762,5.785639515388703e+18,72774-292
5763,4.213166507397445e+18,79720-591
5764,1.8834779201269007e+18,49583-945
5765,8.096419903964344e+18,08317-441
5766,9.447874970387616e+18,80476-622
5767,6.152162204684813e+18,47220-074
5768,6.352204242623342e+18,40350-879
5769,2.0852705725576425e+18,21408-179
5770,6.314827333315953e+18,74872-442
5771,1.7049659540266514e+18,49059-289
5772,7.1870078838412e+18,95621-025
5773,2.3359107599898895e+18,88111-537
5774,6.442737086650673e+18,23191-763
5775,4.280082541740919e+18,67459-333
5776,1.800193117237075e+18,10176-682
5777,5.776156593244912e+18,48884-067
5778,8.181127703122134e+18,32693-530
5779,6.713825692146873e+18,39142-528
5780,5.920804749378025e+18,07090-942
5781,9.115682461608098e+18,28823-492
5782,6.371191186218633e+18,85694-288
5783,7.092490265118446e+18,40428-916
5784,2.0919055343242596e+18,09385-162
5785,6.912151302583914e+18,84492-422
5786,8.286928667920291e+18,20844-671
5787,5.772193920390913e+18,70260-187
5788,4.91303309577432e+18,43809-628
5789,5.876749184808836e+18,44223-342
5790,9.169878143871061e+18,25321-981
5791,9.490405171654578e+18,79587-589
5792,3.2697289616150707e+18,34597-311
5793,9.577071052089147e+18,76298-655
5794,5.684938081590033e+18,68370-462
5795,6.22566636434993e+18,04154-111
5796,9.794091513245764e+18,39630-842
5797,3.337845287194793e+18,82613-057
5798,1.1711590426582423e+18,28341-744
5799,5.481521858236363e+18,81730-029
5800,2.427799618868088e+18,11754-825
5801,6.924248627340522e+18,12187-071
5802,7.926800205179308e+18,04458-145
5803,2.9350297364482324e+18,78346-389
5804,5.343906159359316e+18,74909-634
5805,3.0606736776371666e+18,43974-514
5806,1.2954559325370685e+18,42476-276
5807,2.957865329398831e+18,29067-132
5808,4.399336388940184e+18,39312-949
5809,7.634685980324121e+18,15586-796
5810,2.1071032075407242e+18,03698-378
5811,9.993739116269502e+18,79431-268
5812,7.618012436796632e+18,50582-084
5813,7.52111225425179e+18,36727-427
5814,1.698450466315419e+18,99866-265
5815,1.6325785742825196e+18,51636-567
5816,2.0007020983082033e+18,39406-316
5817,8.191704447572521e+18,89489-159
5818,8.361291344991108e+18,93319-315
5819,8.057919154134056e+18,35444-445
5820,5.039301812520993e+18,85946-817
5821,4.975579784140075e+18,88978-444
5822,9.293368131904979e+18,86699-378
5823,8.323472401102895e+18,91289-211
5824,3.515847355355604e+18,21759-541
5825,8.07853595206693e+18,43635-043
5826,2.006256887794645e+18,29873-137
5827,3.9217742939988874e+18,72196-935
5828,9.754655638635155e+18,61065-509
5829,8.260393711524297e+18,74678-137
5830,9.433908425602666e+18,82703-095
5831,3.2755576337214413e+18,42160-127
5832,5.682945185526992e+18,06940-279
5833,3.0862795193378867e+18,60752-948
5834,8.975997054673924e+18,76530-088
5835,9.122539438519382e+18,72610-830
5836,7.295331683066435e+18,70423-415
5837,8.011268969609141e+18,32541-583
5838,2.5611929751014497e+18,56952-841
5839,9.251946540981248e+18,94943-392
5840,4.5455980880517734e+18,92210-733
5841,8.146808954520195e+18,66602-686
5842,9.959486302682673e+18,18201-444
5843,7.557444699373091e+18,01485-583
5844,8.37800532565405e+18,29991-607
5845,8.912390197840918e+18,93281-967
5846,5.872191965975886e+18,99067-126
5847,1.3395593719483008e+18,51765-954
5848,3.546754879693212e+18,97661-399
5849,8.031785607724261e+18,43096-314
5850,9.253508198465835e+18,94577-314
5851,2.49949913518065e+18,45498-395
5852,4.886125868214211e+18,71296-226
5853,1.2676764396103818e+18,52124-464
5854,1.445256044498371e+18,16133-512
5855,4.786102006471343e+18,58784-622
5856,3.2151390914345436e+18,87761-261
5857,2.336912722466295e+18,64820-234
5858,4.999645188041164e+18,94663-293
5859,7.320414589214648e+18,99120-871
5860,5.759592002284311e+18,82791-464
5861,4.401419860392259e+18,27407-069
5862,1.3273492346952998e+18,92828-442
5863,1.3505743765432428e+18,74181-870
5864,3.755393885582766e+18,48146-368
5865,2.9574856589026017e+18,26158-628
5866,4.098011687454808e+18,81961-210
5867,6.74221232504437e+18,64216-543
5868,9.327823629164888e+18,51527-721
5869,5.894486419135027e+18,96191-495
5870,6.274180262014128e+18,75655-977
5871,2.448787844703883e+18,55155-502
5872,7.706749873895349e+18,23072-736
5873,7.618834469198323e+18,44826-232
5874,5.275028567982911e+18,09907-688
5875,9.276240436665106e+18,96647-697
5876,1.8737381364177362e+18,19698-387
5877,3.109154129769548e+18,09657-585
5878,2.4063508908559416e+18,62832-089
5879,2.8252723876539914e+18,32123-705
5880,4.02889073428261e+18,68688-328
5881,7.013149437405352e+18,36838-686
5882,6.110394493135221e+18,60907-448
5883,3.407904511896916e+18,04914-716
5884,5.013140155487191e+18,71242-187
5885,5.527960804488959e+18,67419-708
5886,6.332163086807528e+18,69837-723
5887,9.625611506002856e+18,84266-848
5888,1.5294592695720863e+18,20052-393
5889,6.25137809765342e+18,24362-468
5890,4.421414759040979e+18,34588-863
5891,8.807139622801688e+18,81341-280
5892,3.622447410602222e+18,87147-401
5893,2.0619818308568863e+18,83112-341
5894,2.3876276475146977e+18,03963-323
5895,9.621072772105482e+18,41899-902
5896,8.979040492557813e+18,36493-386
5897,6.436388530351579e+18,42811-179
5898,4.072282451424053e+18,23312-123
5899,7.581931280149313e+18,22320-845
5900,9.053076550052027e+18,05896-179
5901,2.3732815158602337e+18,71685-914
5902,6.265789881981728e+18,18371-645
5903,9.665281010339607e+18,89587-480
5904,3.3077058609763907e+18,94503-760
5905,5.287601332029229e+18,55340-753
5906,6.307333650733636e+18,70540-475
5907,1.04867174733664e+18,78034-344
5908,4.453595410211934e+18,35650-339
5909,8.219041088101774e+18,64445-838
5910,8.764129406572179e+18,87162-527
5911,8.248630565899528e+18,29477-974
5912,9.239605332678257e+18,07784-273
5913,2.572218117965919e+18,24662-446
5914,8.236128754483573e+18,56872-744
5915,1.7169690876200673e+18,24399-547
5916,1.2223872935445606e+18,21641-420
5917,3.6264906704611743e+18,51719-318
5918,6.690878853612958e+18,21614-039
5919,7.002313724901606e+18,87302-027
5920,1.1863265588990036e+18,98032-049
5921,1.8979929213454607e+18,52031-183
5922,4.23808486311745e+18,16122-972
5923,2.6157569489809715e+18,75446-593
5924,2.5801538112475566e+18,09001-833
5925,8.467812160584545e+18,26981-253
5926,5.858202966604846e+18,81930-767
5927,1.8354138501263304e+18,62211-616
5928,9.380529648022725e+18,83985-815
5929,6.194607421982072e+18,60692-299
5930,2.318942987242118e+18,25251-547
5931,2.8335128471079644e+18,37693-905
5932,4.766412022828978e+18,62735-596
5933,6.964013968034818e+18,81311-819
5934,6.061173575344726e+18,06169-183
5935,5.244530984007558e+18,58843-059
5936,4.119945381716362e+18,11578-570
5937,5.336570743109737e+18,66774-870
5938,9.089230968235554e+18,60832-062
5939,2.695283585283196e+18,23104-688
5940,3.8333893407113656e+18,07118-771
5941,1.4034722222926367e+18,97488-321
5942,3.848665941942909e+18,63813-577
5943,2.4198105822281687e+18,80669-807
5944,2.989727635049874e+18,88262-339
5945,4.5978510220907146e+18,79151-565
5946,4.052970073425148e+18,74186-640
5947,9.936191594765423e+18,00016-354
5948,7.937990933586134e+18,49846-593
5949,8.537872298443364e+18,94794-114
5950,4.4574602140019773e+18,70803-159
5951,8.659066053923753e+18,70686-445
5952,8.57797505670698e+18,66449-361
5953,5.54281169675204e+18,15121-787
5954,9.796070427796255e+18,11448-761
5955,2.124549279148561e+18,15522-587
5956,1.8567925357825782e+18,37312-139
5957,2.354800624740184e+18,70553-567
5958,1.711712757154652e+18,48980-950
5959,7.975571107636601e+18,81239-986
5960,2.9530070284371866e+18,15089-951
5961,9.193940661491441e+18,60210-371
5962,9.77376475794883e+18,22177-625
5963,9.038157357649328e+18,08845-628
5964,4.538636524174962e+18,61936-101
5965,7.219470359115865e+18,41479-518
5966,9.682508978259632e+18,19541-147
5967,2.0664042226332744e+18,30550-315
5968,9.641598657183597e+18,06236-030
5969,7.743647477507067e+18,21608-263
5970,7.873652109513984e+18,05292-462
5971,8.950945110234431e+18,01646-484
5972,9.628553887325886e+18,32655-964
5973,7.198394009526665e+18,58314-528
5974,1.7964860316617472e+18,63316-784
5975,4.929314733321798e+18,00850-558
5976,7.234498108693972e+18,77783-533
5977,4.946589926962736e+18,30957-241
5978,3.5243136497123876e+18,18366-896
5979,3.272997947796855e+18,89494-781
5980,3.036640975667403e+18,26868-733
5981,6.899314816612322e+18,24041-564
5982,3.4937447826922235e+18,89374-863
5983,1.7626896575149048e+18,42445-743
5984,1.2553506795665155e+18,20390-915
5985,7.147375736866319e+18,84439-165
5986,3.3581929243639424e+18,91646-938
5987,4.3729704397797197e+18,19095-910
5988,7.142779460095541e+18,17360-132
5989,8.225740255118225e+18,14226-361
5990,3.4109546627196493e+18,08299-520
5991,3.270517494095453e+18,72560-615
5992,5.329854081133787e+18,18539-342
5993,5.430035498155585e+18,21360-261
5994,9.95742655168761e+18,15814-715
5995,1.1671129680027622e+18,70636-569
5996,1.292682880561196e+18,52964-682
5997,9.507474440488968e+18,79506-116
5998,6.957313738313904e+18,41908-893
5999,8.343884981763698e+18,75460-941
6000,8.588430949387386e+18,82105-814
6001,9.034268290326989e+18,65138-910
6002,7.721736740017929e+18,63791-555
6003,4.698253364681578e+18,38975-501
6004,3.9337646193546767e+18,33866-573
6005,1.186716548966e+18,08812-675
6006,3.714507697971084e+18,52939-052
6007,4.853530561071149e+18,50680-746
6008,7.045895414569394e+18,43765-404
6009,5.450468924640265e+18,73137-166
6010,3.063186894702832e+18,64823-549
6011,5.584603447793192e+18,76802-601
6012,1.8111231595277967e+18,95276-497
6013,8.019890822194307e+18,55259-326
6014,9.89664632540421e+18,96996-770
6015,1.3029256922959619e+18,05917-092
6016,4.324775653702962e+18,37409-961
6017,2.519492835504104e+18,91667-800
6018,7.829158334029128e+18,63274-007
6019,1.20741403345479e+18,57186-939
6020,3.685831976585689e+18,87829-171
6021,3.5813323754393103e+18,04878-060
6022,5.90488616263142e+18,49323-953
6023,4.2478919250474276e+18,13090-389
6024,7.983642605196725e+18,49944-628
6025,1.8791462936108142e+18,70284-979
6026,7.403136718346009e+18,51801-198
6027,8.267223049700835e+18,53432-989
6028,9.987894838404907e+18,12586-412
6029,5.382766592128958e+18,68741-743
6030,7.067782504805252e+18,22685-764
6031,7.0878363276499e+18,19727-473
6032,7.439099656149166e+18,57947-547
6033,5.732688337199964e+18,21128-264
6034,7.061068168492663e+18,97117-799
6035,3.5079997302803666e+18,14473-013
6036,7.501785762165382e+18,14618-102
6037,4.241884204707462e+18,17152-767
6038,1.431937236753264e+18,13829-718
6039,9.019124733079719e+18,48998-779
6040,2.1933629092799478e+18,00488-648
6041,5.796982120822156e+18,66456-426
6042,1.3122333570390682e+18,52421-172
6043,8.003138709795841e+18,26546-182
6044,6.751263774943331e+18,16037-631
6045,9.953322516379632e+18,11277-329
6046,2.3052355434434074e+18,73871-680
6047,5.13395666384242e+18,99587-913
6048,7.583784524715065e+18,35808-972
6049,3.243198301857561e+18,82722-768
6050,3.616010420511772e+18,45445-169
6051,3.2864187483713137e+18,39423-224
6052,7.537234780932593e+18,40387-775
6053,4.240833047794097e+18,35420-130
6054,4.820071069621882e+18,82805-080
6055,9.663163191116866e+18,56843-537
6056,6.110705610672172e+18,69746-540
6057,6.008341324243364e+18,57029-524
6058,3.5419784130490353e+18,18799-967
6059,7.151659583806913e+18,77126-884
6060,6.323604346388803e+18,26044-478
6061,4.020595638120476e+18,33880-262
6062,2.956896362216752e+18,63716-459
6063,7.51493650530935e+18,67981-060
6064,9.816989468299688e+18,75974-616
6065,8.05487755990474e+18,53036-091
6066,5.695020515410984e+18,74800-884
6067,8.200894903586336e+18,96752-654
6068,3.894943761754609e+18,43362-340
6069,5.288324123924597e+18,04436-454
6070,7.612431403342083e+18,77238-323
6071,8.450893330435911e+18,12154-703
6072,3.86066820511169e+18,74557-102
6073,6.184587166396727e+18,87560-621
6074,7.649092340364876e+18,15645-881
6075,5.576735482445256e+18,74843-364
6076,7.047864217437531e+18,83385-512
6077,4.5412234072482524e+18,44168-840
6078,8.766718767647989e+18,40074-830
6079,8.012019762017578e+18,79640-714
6080,5.891426179397347e+18,94734-004
6081,7.762413399131525e+18,03317-775
6082,7.163884507386033e+18,86867-481
6083,1.8025075040356137e+18,66999-798
6084,9.521032328174107e+18,21315-503
6085,7.729142754866605e+18,17953-215
6086,8.774697821350947e+18,64457-058
6087,4.452275695994379e+18,65223-997
6088,6.115193600141241e+18,30709-364
6089,4.090087403100506e+18,93354-256
6090,6.077908218302149e+18,08974-335
6091,2.045460545002297e+18,29991-989
6092,9.611150178224611e+18,65981-080
6093,4.944385652074173e+18,82509-815
6094,2.866337168433981e+18,82037-899
6095,6.797308948912404e+18,03934-940
6096,3.0886945185435663e+18,25040-689
6097,6.921537804793794e+18,07914-865
6098,5.675782870846038e+18,09394-740
6099,7.885829116581629e+18,46239-104
6100,1.6617266344093965e+18,76369-970
6101,1.4568541500607826e+18,50445-033
6102,1.38476069712551e+18,17097-806
6103,6.07472943654146e+18,90812-858
6104,7.33092901972045e+18,77067-755
6105,4.3224812144546913e+18,75318-737
6106,7.352021599942968e+18,78277-942
6107,1.560823983758551e+18,15675-481
6108,9.60397589131768e+18,88963-712
6109,3.8997420643582444e+18,69691-897
6110,4.848084833569443e+18,68358-270
6111,9.043117230764326e+18,76604-897
6112,3.123526790133561e+18,95463-643
6113,1.664517527087687e+18,98520-375
6114,1.6910877416159078e+18,48603-346
6115,6.861103213765395e+18,23775-056
6116,8.419186909080117e+18,97442-900
6117,9.717000566774712e+18,84866-734
6118,7.3661127514447e+18,58326-506
6119,9.888179225283787e+18,33574-463
6120,5.149241668219547e+18,73301-495
6121,9.005931530692192e+18,99565-820
6122,6.709099272195104e+18,09497-037
6123,3.592436673744315e+18,73241-579
6124,9.880284949575821e+18,58901-202
6125,4.968686043790212e+18,44030-039
6126,5.087160360318385e+18,93428-814
6127,1.7865168659470748e+18,37672-393
6128,5.554384527476684e+18,33820-142
6129,6.660165268062885e+18,42551-040
6130,6.999763255691313e+18,11749-510
6131,6.040166668681622e+18,62686-825
6132,9.187950904828516e+18,50560-618
6133,3.89540008743557e+18,98370-289
6134,5.60506460081327e+18,99661-849
6135,6.609483001117866e+18,21162-144
6136,9.757520534880645e+18,00585-386
6137,8.608850391718696e+18,97523-883
6138,9.76570857571204e+18,31702-825
6139,4.4387546277988454e+18,55082-653
6140,8.946157338619622e+18,17145-526
6141,9.147525497587657e+18,33556-539
6142,4.39805413138368e+18,10097-640
6143,3.363487790878012e+18,16564-350
6144,6.960421409673762e+18,03619-144
6145,6.862645361080691e+18,93560-300
6146,6.80880476708012e+18,29467-613
6147,6.38037650090797e+18,46379-966
6148,2.0185903607538547e+18,35067-857
6149,2.0726161549153364e+18,22885-696
6150,7.520532377791929e+18,34646-078
6151,6.456606557091729e+18,01228-501
6152,1.7923455931496622e+18,89661-811
6153,5.427502977610613e+18,60773-496
6154,2.8329991199589724e+18,21412-029
6155,9.992906326270183e+18,69486-607
6156,3.4063826444012047e+18,23609-812
6157,2.2647139268014615e+18,06451-994
6158,4.268143965033259e+18,42496-342
6159,1.4255615368706824e+18,31146-687
6160,2.195773019187866e+18,64878-901
6161,5.808286889073622e+18,49961-322
6162,5.677396713419882e+18,59532-191
6163,1.336105086189096e+18,20190-475
6164,8.046116825090655e+18,81165-199
6165,3.272438941834683e+18,67242-637
6166,3.3497760237040317e+18,83971-138
6167,7.817940689011034e+18,08430-272
6168,5.16715764198668e+18,12680-078
6169,9.333401297943992e+18,65507-575
6170,3.5964015965117737e+18,88429-911
6171,9.363667213025272e+18,67719-876
6172,8.816270793304249e+18,81227-199
6173,7.178395956176911e+18,89534-575
6174,6.311256248009248e+18,89849-058
6175,9.810255752033548e+18,14402-900
6176,8.011650672340239e+18,37937-260
6177,4.830435947866661e+18,93648-405
6178,7.613111551254397e+18,14181-144
6179,4.263543677963423e+18,21506-879
6180,4.241378303779528e+18,43577-479
6181,5.320707722865709e+18,11255-353
6182,2.2815141546029338e+18,93340-395
6183,7.744845560595523e+18,50174-146
6184,5.576762028686885e+18,46649-489
6185,4.820811295445768e+18,20061-978
6186,4.2473886709050317e+18,27244-346
6187,7.325966836344913e+18,91656-272
6188,6.669612775410669e+18,45190-415
6189,2.3698119074304717e+18,38457-308
6190,1.784530001033795e+18,03625-580
6191,8.838554337573493e+18,83101-490
6192,1.9128482081982449e+18,57417-861
6193,6.729472139835915e+18,21137-994
6194,2.1487786370907315e+18,88392-158
6195,7.522882520637377e+18,64192-749
6196,9.690030561424452e+18,61710-739
6197,2.027704964398039e+18,15393-775
6198,1.5207205223055076e+18,04335-767
6199,2.386511937279628e+18,36452-536
6200,1.3493631608003876e+18,78556-358
6201,8.842245031363952e+18,74346-783
6202,7.594561886037524e+18,27504-973
6203,6.924542019285572e+18,27099-298
6204,7.21768997418859e+18,14018-921
6205,4.699595064945486e+18,21906-797
6206,4.0673531445772995e+18,01793-257
6207,9.15898240105023e+18,63640-293
6208,6.74929314544966e+18,90644-517
6209,9.173519967173308e+18,89334-742
6210,6.031596438999788e+18,76643-096
6211,7.814652733081941e+18,97551-995
6212,2.4023855284644055e+18,52204-670
6213,1.9158485641201283e+18,24031-718
6214,4.9198901365422e+18,02465-733
6215,9.233652161929062e+18,86416-158
6216,8.429001915140172e+18,28358-581
6217,6.060133012336858e+18,87147-986
6218,6.324193884925609e+18,95550-888
6219,9.358059495669981e+18,77331-582
6220,6.258977998873525e+18,57615-464
6221,1.450310453125951e+18,99948-193
6222,9.34571989896358e+18,40654-275
6223,8.651347135306735e+18,92680-801
6224,6.216121775948374e+18,91687-713
6225,1.9911911069039314e+18,22007-425
6226,4.696083647356873e+18,82021-558
6227,9.86302940230729e+18,29511-694
6228,1.6328615385360154e+18,73947-129
6229,4.0461063323671726e+18,97850-041
6230,3.7186224192871895e+18,37363-488
6231,4.938730737574003e+18,92862-023
6232,6.84892737252099e+18,22973-087
6233,2.716565796068802e+18,83706-949
6234,8.228384524736474e+18,19987-162
6235,7.156061535122827e+18,04391-572
6236,9.925132817516937e+18,76556-324
6237,6.334135780691199e+18,72600-696
6238,4.453692722562554e+18,17775-701
6239,2.6542249659139656e+18,64686-714
6240,1.3687636079748864e+18,84589-143
6241,6.798174705548512e+18,00392-792
6242,7.856412860414903e+18,87957-403
6243,1.445452660523475e+18,04897-917
6244,2.2806705623055688e+18,69251-716
6245,9.884125500464595e+18,59274-354
6246,4.766363642362321e+18,35381-125
6247,8.497887353115379e+18,50507-201
6248,7.006636298259234e+18,44735-785
6249,5.122026213013226e+18,94178-230
6250,7.500691279494103e+18,32791-734
6251,3.627267608736306e+18,97704-324
6252,5.096235809870886e+18,45413-629
6253,5.331829572526422e+18,27071-505
6254,4.993285479150526e+18,57790-017
6255,6.351941603175826e+18,89220-404
6256,3.2902430420595553e+18,88099-384
6257,2.1490273538086193e+18,87206-401
6258,5.474617441357959e+18,34493-550
6259,8.563801907667668e+18,90890-864
6260,9.977499140582664e+18,82059-062
6261,4.897995239057703e+18,14449-011
6262,4.101977252150452e+18,26191-951
6263,3.3531824429352776e+18,12854-557
6264,1.139135515905389e+18,60291-001
6265,7.563017043449313e+18,93779-689
6266,6.993877407064913e+18,64593-301
6267,4.023786017535753e+18,68269-677
6268,6.212554050592023e+18,93254-990
6269,5.911592539419436e+18,51135-342
6270,7.849963805527687e+18,28838-344
6271,2.4280946046317133e+18,15816-005
6272,9.399412518201733e+18,89937-893
6273,1.7205659771810783e+18,22788-163
6274,2.9566526097885353e+18,04707-817
6275,4.110173269668413e+18,51797-971
6276,2.3272680855653934e+18,43310-202
6277,2.6692248548857395e+18,36538-869
6278,7.78255623268603e+18,33265-777
6279,3.270486884262282e+18,86050-016
6280,5.008046139207355e+18,19702-105
6281,9.503073471063871e+18,83206-889
6282,6.354325703676936e+18,39178-311
6283,5.459847023283431e+18,75725-141
6284,7.496022251497978e+18,19476-068
6285,2.2484904012238738e+18,59791-532
6286,1.0194471413154794e+18,16680-567
6287,9.079384368762563e+18,49280-445
6288,4.159690837682391e+18,14969-771
6289,5.329510452770134e+18,97028-950
6290,3.3959394500571356e+18,14600-032
6291,1.3873798107476288e+18,27974-119
6292,2.0308838383229056e+18,86613-771
6293,8.255799074703997e+18,30902-052
6294,1.3585846899758444e+18,46233-951
6295,8.339330142720433e+18,52632-584
6296,4.771763258193411e+18,54806-797
6297,1.422139921044467e+18,50255-181
6298,7.305119556750603e+18,91156-770
6299,6.634229165343114e+18,94343-266
6300,8.001305956250647e+18,43508-760
6301,9.63050316950517e+18,84638-550
6302,3.595746780906279e+18,46505-659
6303,2.6350880237143055e+18,60282-627
6304,7.314535101283669e+18,03966-516
6305,3.6687604199917993e+18,94090-716
6306,9.18815356890682e+18,10009-699
6307,2.35849973850226e+18,60339-217
6308,9.466816678654274e+18,33091-957
6309,7.065094366475451e+18,01821-298
6310,6.689644230222628e+18,42773-471
6311,4.394756014136751e+18,58069-808
6312,5.845377862852259e+18,03047-924
6313,6.138241820968624e+18,19670-980
6314,2.603895135292971e+18,40770-847
6315,9.73388519992486e+18,74835-370
6316,6.747262011153908e+18,17466-919
6317,1.2465814545379535e+18,47887-401
6318,6.349174986044358e+18,40892-875
6319,3.946544153942389e+18,44006-421
6320,5.899412919527241e+18,77743-023
6321,1.5186316190225267e+18,16972-161
6322,7.189335238213544e+18,03940-581
6323,9.256458192268691e+18,87863-466
6324,1.761095024458973e+18,65103-955
6325,7.13814289784627e+18,14579-429
6326,2.0437340497586568e+18,00055-890
6327,5.172992718317614e+18,20213-319
6328,9.365203624174987e+18,78849-439
6329,6.926147461891181e+18,62262-924
6330,9.159353043149992e+18,62590-140
6331,7.254046835881996e+18,22187-865
6332,7.176177871909938e+18,40381-981
6333,7.295235794552935e+18,80344-596
6334,4.52234849765655e+18,08509-780
6335,7.879348748950543e+18,55950-242
6336,9.765111491678249e+18,79895-407
6337,5.597744963766108e+18,17831-567
6338,3.7202002606410255e+18,59169-140
6339,8.398337049777449e+18,30700-262
6340,5.858321601375593e+18,62553-458
6341,6.967247918357023e+18,58219-699
6342,2.8033586875444055e+18,94834-862
6343,3.985589521952946e+18,10704-910
6344,7.16419449478429e+18,48256-031
6345,9.826634626458034e+18,05351-118
6346,3.9942691192266885e+18,45122-157
6347,7.084007233758587e+18,34822-764
6348,5.799625034746713e+18,64278-375
6349,6.132117365082599e+18,43496-708
6350,9.29897770098088e+18,20986-155
6351,6.408591416467842e+18,95126-388
6352,2.5916871993501824e+18,29625-519
6353,2.0002772470880804e+18,10990-696
6354,6.150812869016557e+18,11330-688
6355,8.343787781031357e+18,08356-007
6356,1.9611038286069059e+18,97353-744
6357,1.388345689091579e+18,72327-903
6358,8.47852571523154e+18,76131-311
6359,8.807303787292546e+18,77256-630
6360,1.7763745480219776e+18,22711-687
6361,6.595840837996251e+18,48940-765
6362,7.253121402529789e+18,34994-458
6363,1.8258548680393725e+18,24678-689
6364,4.2953646761000013e+18,27016-781
6365,5.457820129349759e+18,71752-195
6366,9.254593753358055e+18,61423-892
6367,5.791779567533773e+18,74143-953
6368,9.142535078971809e+18,14050-453
6369,4.725331462489077e+18,51595-630
6370,7.07578614715912e+18,80365-340
6371,1.8458482775976722e+18,52347-679
6372,4.347981256918798e+18,79826-548
6373,3.789886314250496e+18,24426-156
