,ID_Fabricante,CNPJ,Contato,CEP
3159,1832109770755352550,05.611.211/0001-27,17947536957,43390-458
3160,7668920102412855711,19.417.925/0001-08,84973010874,94868-772
3161,4416766916672825675,48.042.231/0001-43,88962789337,34646-468
3162,4898061791163635967,05.291.320/0001-64,98962904061,65811-266
3163,8204094447647980366,13.551.019/0001-72,55990524128,65227-922
3164,9123732193738382143,59.222.732/0001-88,35908926501,99037-863
3165,7367122057575844137,90.792.300/0001-20,67918861769,78393-218
3166,5066509983725202269,88.872.134/0001-87,49957618431,70621-780
3167,3185855066251198826,34.343.592/0001-05,32989965215,54520-256
3168,4527345775245701513,96.914.320/0001-93,66921640216,03662-852
3169,5687174772375491839,11.098.970/0001-48,65983314830,99572-646
3170,4665248803519695036,19.163.785/0001-42,14916988454,18408-362
3171,5623623604857858747,33.501.350/0001-86,62921103288,85552-121
3172,3272144754046440655,89.526.370/0001-09,49900921771,24002-749
3173,1051136377158201494,56.028.178/0001-04,54936927416,16278-013
3174,2193588362676410019,85.127.047/0001-64,65973188373,43862-892
3175,1229816943057530589,04.667.282/0001-50,66952109870,69938-953
3176,5491132925450413000,01.353.237/0001-87,65955179215,68001-440
3177,8086262000093179690,19.901.221/0001-15,46917373290,39960-615
3178,7834899172781778416,02.857.032/0001-93,95978825063,52654-014
3179,9160714118151747421,47.319.254/0001-96,77960436518,29079-800
3180,7911312434608783465,97.016.606/0001-08,65920707144,99723-719
3181,2716022405314279886,79.052.460/0001-69,69969904859,00304-952
3182,5876443184120875787,40.292.059/0001-21,24991251450,65465-192
3183,6353489127163009231,19.129.085/0001-67,55959377156,53858-484
3184,5829423905219935186,01.263.412/0001-13,54931140440,31154-217
3185,9247427119793096535,25.529.453/0001-46,83951247339,13628-835
3186,2106322490603899844,44.653.710/0001-03,65981383635,03347-229
3187,1943380428881765102,02.111.112/0001-70,81980283334,52608-593
3188,7606675036036415171,49.029.530/0001-14,44981842044,91944-943
3189,5572666341614944413,21.669.054/0001-82,22992435922,76746-292
3190,3278116848990976556,94.257.588/0001-90,37955938637,75249-405
3191,6825943036148247897,76.323.105/0001-19,15989212702,68136-560
3192,1856687867347675918,46.541.740/0001-08,77952345738,05044-217
3193,3465196530204603492,54.640.208/0001-30,44929777696,46982-719
3194,9858079183755061261,41.155.029/0001-56,15925371282,52655-624
3195,4585809464354483509,74.844.766/0001-33,73926984980,68183-314
3196,3918089842143183589,23.828.229/0001-94,43940668812,69498-646
3197,2683718151031318714,32.190.712/0001-03,89957046799,68339-009
3198,7243927405637969380,20.025.754/0001-26,87977556746,38266-740
3199,2561777063545479812,30.165.638/0001-56,35910553007,87342-593
3200,5438190328593576594,22.142.178/0001-61,84990674427,60286-505
3201,1882028328336058552,56.488.608/0001-28,83953202894,11538-368
3202,8629952491760920870,34.501.979/0001-83,47983628188,95506-553
3203,3922895680661931441,66.618.111/0001-80,94961240202,26833-074
3204,3874582897325830163,38.189.170/0001-27,51917210120,10622-699
3205,5828822735901095782,61.321.175/0001-57,35987131355,08409-084
3206,5316872848257745962,31.189.728/0001-84,88979997344,10454-561
3207,2256111260534725761,75.752.650/0001-22,62999235551,72143-003
3208,9231985756949393370,40.744.756/0001-06,62924141880,01282-649
3209,5335725243393064909,97.135.661/0001-83,38927884635,33995-557
3210,3945503250955593967,62.093.192/0001-04,13947332836,78568-972
3211,1514475018681851693,71.237.006/0001-05,98954585781,19793-936
3212,5911649205661130612,40.992.522/0001-13,44966550807,77420-792
3213,3737122360558032945,90.225.218/0001-66,48923247151,81317-797
3214,3129435654152448991,92.767.587/0001-37,53955193943,13554-201
3215,3582255376393689842,82.654.184/0001-71,99952747133,44870-706
3216,9593526229549323414,39.581.553/0001-56,95931315422,64354-412
3217,8018028663788292427,66.325.143/0001-41,68983899297,81030-945
3218,2824322327762200806,78.779.321/0001-74,18983773129,35596-544
3219,4564534615459953048,42.069.939/0001-49,49975959215,32054-531
3220,8361874574379501105,42.857.986/0001-29,61976866881,83336-679
3221,8978410898201213492,97.164.568/0001-72,22954033058,74551-357
3222,6250748016320887262,67.009.395/0001-98,74919483633,80594-399
3223,6096421200918054803,95.919.315/0001-37,44951575816,21300-898
3224,3730675190081721397,41.682.625/0001-34,99968360565,43091-693
3225,8071135545713079753,05.837.450/0001-83,44954713721,87342-360
3226,6619264669870242092,72.102.874/0001-80,43981604270,79561-157
3227,5208751291619022059,23.952.361/0001-59,46963278020,99907-018
3228,2369595435309871408,36.348.123/0001-93,16980440064,79362-861
3229,5531977376719887295,59.736.739/0001-19,87931532889,21318-480
3230,8048334600475114005,77.678.018/0001-26,71942442240,31570-305
3231,1965178774666241691,95.929.603/0001-06,81942799042,81603-574
3232,8588444742567466346,23.940.266/0001-76,89903391656,72762-108
3233,2742231181333121580,02.899.315/0001-20,93924944510,21416-641
3234,6643628432315211397,29.051.794/0001-35,49914411055,10666-044
3235,1665901593034371221,77.130.657/0001-04,84957873492,39406-265
3236,8868216270670773179,81.253.271/0001-68,12935049257,19897-698
3237,8615899774976303577,66.741.124/0001-10,85907954087,78369-310
3238,2295631187370616934,06.672.307/0001-01,89981710570,13108-299
3239,3603529971951217327,35.582.241/0001-52,45919753230,83490-635
3240,2724439415286107120,44.955.337/0001-89,54934518981,25251-839
3241,6101178220324452413,93.455.709/0001-75,77931403023,86591-929
3242,3770611628058286549,54.544.155/0001-77,11920130680,43613-337
3243,4007985140058561385,92.469.078/0001-79,16995486872,84743-920
3244,9229325631749646272,45.772.283/0001-76,21912034930,97546-577
3245,3370918318461202437,89.934.252/0001-45,63950252841,93706-331
3246,8765180913827497401,48.058.783/0001-21,42998329777,98587-618
3247,2412007537708140377,66.613.844/0001-42,97971650914,32027-784
3248,9007196668896591129,39.281.262/0001-48,64995515075,04719-258
3249,3386420767553568565,12.626.840/0001-17,35931706628,46006-038
3250,7695726993502313404,57.662.680/0001-80,54977296482,24130-231
3251,1887740570432964742,89.560.153/0001-98,53906591121,53010-095
3252,8233381503681613231,96.353.658/0001-18,79945961848,17157-125
3253,2861123053357125817,35.937.682/0001-77,81926284542,01159-974
3254,9929898402056593846,62.809.712/0001-47,51918755418,96417-851
3255,9487484104351334694,09.931.516/0001-39,53971386318,73351-431
3256,1324474910841602778,42.540.191/0001-83,55947871385,55627-726
3257,1018853352622755638,54.435.146/0001-34,85973492901,86570-116
3258,6585131978050885204,11.783.356/0001-82,28966536557,87830-132
3259,2072371879206137872,26.873.461/0001-60,48912503905,67525-821
3260,8499965982681100265,14.122.042/0001-86,55931171112,12842-391
3261,8956778817298458625,05.969.514/0001-85,63950367054,99103-683
3262,6841403652285785118,22.820.714/0001-40,97968410948,01857-791
3263,1119000500268717012,23.295.067/0001-74,96951412695,37505-265
3264,3391692643529306616,61.832.748/0001-35,12917339754,41119-629
3265,9612940554881585641,32.086.733/0001-66,74975476781,65944-545
3266,5331055047207550837,33.013.241/0001-90,77968117269,08420-261
3267,1782042497489512011,34.801.838/0001-84,54936434143,95450-012
3268,3901093570432090398,22.437.909/0001-62,62950811953,98517-184
3269,4662904618200326361,60.359.041/0001-27,84912910056,15346-446
3270,3159417273544997888,38.071.072/0001-56,86912558527,48727-505
3271,2548335881775346450,07.415.726/0001-02,82926443992,03082-339
3272,3622721187002123397,53.473.267/0001-04,13954368735,35691-430
3273,4508541611541690607,02.352.117/0001-03,74990012894,09774-414
3274,5346560080342040565,62.733.330/0001-84,44984892361,26734-556
3275,9743538638056812714,80.398.541/0001-65,64976040972,95054-946
3276,6058707604530490285,63.005.487/0001-45,99971906922,84902-488
3277,4247968439469514114,38.927.192/0001-94,42989562336,66078-194
3278,3176758112331142603,25.174.217/0001-24,63934612959,35083-774
3279,5247406732762448241,63.802.663/0001-87,65942271888,29418-088
3280,7660938931085038817,60.067.929/0001-72,42912369402,14376-000
3281,2167088836722582795,47.574.531/0001-76,75964954513,97215-760
3282,8426929546498917821,81.157.669/0001-06,93914579493,83028-727
3283,3787982492489505815,01.844.166/0001-19,21907974197,59219-123
3284,4051026410480631111,56.065.995/0001-93,66939049027,14060-483
3285,8652709923801807968,72.229.642/0001-77,14901498958,87216-407
3286,3714768896517767348,39.103.590/0001-29,33934389908,31704-704
3287,4769364213288731790,39.692.307/0001-33,19958020069,60330-746
3288,8634574272320803945,06.684.970/0001-98,74964451363,88075-826
3289,7676608576623755931,18.200.432/0001-34,11959300091,97804-920
3290,5909819038077487857,42.830.341/0001-50,41920169381,42358-160
3291,8528584516718324640,26.197.807/0001-29,28939111342,75204-390
3292,9852563794146526146,96.502.254/0001-28,24920661362,91790-639
3293,7169716173967380086,11.549.609/0001-42,66951966341,50276-578
3294,9661676999068717833,45.214.457/0001-93,89935902343,39604-297
3295,8675876406203455441,59.710.777/0001-78,17918838802,24991-386
3296,9066320108557598191,98.037.948/0001-87,64919671317,79738-457
3297,4906589893681716579,12.503.365/0001-30,11910650807,37727-172
3298,7011413386657408478,67.424.676/0001-18,43914999218,41522-900
3299,4257753614515364518,33.992.851/0001-92,15931339354,89630-154
3300,2201697602520630395,71.137.141/0001-44,55936935288,59017-979
3301,5298860801532215212,68.509.534/0001-89,24930034404,59560-275
3302,5883813498076833106,75.830.926/0001-18,99923424149,69239-934
3303,9474277264805731514,62.880.215/0001-98,92993138385,33848-684
3304,5203988740290833587,14.189.044/0001-81,83911181289,82359-203
3305,2867578195974224845,17.331.572/0001-94,67963034658,34244-740
3306,7424829101016407987,74.918.264/0001-17,14930825755,09648-157
3307,5544610854471352790,77.466.741/0001-72,41917384262,55191-347
3308,3442894761916867209,78.582.840/0001-76,54947445066,92769-982
3309,2986358787140846263,57.989.894/0001-44,47938992677,20707-337
3310,1506860137570625650,73.501.218/0001-66,79953882353,70008-423
3311,2148233539699402154,88.206.800/0001-09,53992908909,93812-445
3312,7628817230842628694,60.576.029/0001-57,41991887358,15063-329
3313,4684378439176236554,69.590.677/0001-49,35964076689,99044-865
3314,6113419347403598023,27.223.977/0001-54,11973307978,66639-333
3315,6799785001280813125,48.781.142/0001-56,74905510923,25461-039
3316,1610384801527100512,69.176.427/0001-74,28960415092,95310-995
3317,4601520702123346762,85.631.320/0001-26,69936552328,52565-856
3318,4487684845413713599,16.719.968/0001-24,48934354551,52190-521
3319,7411551122807582304,54.757.940/0001-04,22998131899,27677-565
3320,3012891039831295114,74.193.730/0001-32,96914566827,85977-595
3321,7709523710636217742,17.728.157/0001-79,14917410609,48156-257
3322,7281373228362855757,29.313.161/0001-34,97986752248,32970-806
3323,9205460931734601171,36.403.121/0001-54,54969598392,51745-066
3324,1389801749037832065,96.673.572/0001-05,79912451648,95634-742
3325,6676646738402154376,60.313.143/0001-18,82969154303,56371-642
3326,9111517374999725304,47.767.701/0001-63,32978471561,96090-590
3327,1561856195999877779,29.597.514/0001-82,88957126655,12777-439
3328,1306541774844269991,48.204.094/0001-98,54930935527,18818-496
3329,8453185469170679576,67.501.446/0001-39,45912474255,72304-098
3330,9623447729534278776,12.662.532/0001-94,12968847741,23814-748
3331,2213232805832556748,87.087.475/0001-15,19947044550,86328-367
3332,9915003830559176651,20.121.159/0001-46,38944246743,96955-984
3333,5234102667135815415,28.182.679/0001-92,38926299446,20684-488
3334,2286294301239903715,34.237.648/0001-04,79991089495,40193-206
3335,3063704935870987290,24.749.091/0001-05,89989883198,76259-570
3336,8313141292963754854,69.317.450/0001-50,11986834443,75377-411
3337,5694815906621827104,72.222.907/0001-68,37902546333,12555-991
3338,8099798627330434517,70.911.676/0001-75,44900330073,97735-064
3339,3451773761084949410,58.671.193/0001-16,94993107129,99258-263
3340,4634043299185188746,80.951.690/0001-00,44928331527,65083-305
3341,8207356172191715348,82.542.583/0001-74,92952083542,84990-191
3342,9852993181826625852,65.760.315/0001-62,13909980103,44858-320
3343,9503486381169163923,18.547.132/0001-09,85964159341,23327-611
3344,4470217923533571888,11.583.310/0001-49,55978545383,62485-818
3345,6411247294002477883,04.300.205/0001-45,66947579813,63099-588
3346,5050209941988510416,17.771.990/0001-63,65900231592,69539-009
3347,6908275193340124430,80.257.731/0001-94,44923920712,12468-367
3348,1952681461187957743,64.556.250/0001-70,77997013037,26608-666
3349,8767852256988142629,39.892.898/0001-50,71909976729,29177-410
3350,7005988239209883554,85.624.111/0001-86,87995564086,77334-037
3351,7084095327387134726,61.214.551/0001-00,14928220651,52153-499
3352,5440603750625752055,52.957.464/0001-62,37939043484,45910-091
3353,5672939232902359405,06.224.715/0001-99,89963481686,16907-667
3354,1522791217589076470,38.060.824/0001-90,83933028083,23788-026
3355,6312822034171605221,23.507.447/0001-95,74968743191,74231-135
3356,2480456485834193019,72.571.576/0001-52,94987251670,79906-452
3357,7433280969788410882,79.842.432/0001-59,61999709686,37790-835
3358,8752918175115697658,05.737.101/0001-79,64950776110,31397-226
3359,7261810686023298979,48.619.599/0001-69,71966749405,40624-685
3360,4794557267903884372,30.223.375/0001-19,84907962594,26647-904
3361,4312468962952387408,15.495.374/0001-18,41948180409,77793-772
3362,4413763206658405729,10.618.644/0001-88,34944154418,93393-784
3363,4353517881587202161,51.589.799/0001-86,99912168988,41346-739
3364,1195492394565908391,25.933.302/0001-30,16992093003,36773-619
3365,8548450536678227831,26.853.202/0001-62,55922654461,52387-500
3366,4816153551677172579,56.929.416/0001-95,22961017907,89696-295
3367,5706526960627459248,96.020.741/0001-60,33939545673,36664-498
3368,1126735485447290558,80.505.825/0001-46,27945301079,96757-950
3369,6867624052353629086,91.732.088/0001-48,43931890843,85698-889
3370,1756158513167374621,05.667.980/0001-99,63975417802,94696-648
3371,7584344859153436949,93.837.186/0001-68,97933585488,07629-018
3372,3635695325938251070,22.282.422/0001-73,91985860084,00818-694
3373,2273867359482150293,47.357.238/0001-89,15932125862,35250-484
3374,5531814067943992811,42.782.455/0001-56,13911254814,57094-251
3375,2123173828865153631,45.118.051/0001-59,45988942109,17159-783
3376,4212685124479928574,96.660.329/0001-27,15944209391,17872-323
3377,5135327361678162484,77.557.158/0001-81,51906872967,23231-636
3378,8221452321445126211,02.118.274/0001-94,12950834388,80650-229
3379,1655777420887716461,65.212.546/0001-04,28903144339,16846-474
3380,5632033048001710912,24.089.677/0001-94,88971619848,03889-383
3381,5699230274126010881,93.984.454/0001-24,88961889872,99909-016
3382,3289445738238666969,47.141.332/0001-11,31995382204,57846-097
3383,8125407596908704420,00.388.083/0001-20,92935449939,83635-563
3384,7971957875677091437,43.167.280/0001-89,92904795440,48685-266
3385,3898376831946106023,36.705.145/0001-68,34916858991,62280-954
3386,6422774096618076321,98.027.888/0001-80,94927744163,60449-825
3387,7257094815744256028,35.037.227/0001-13,48969237685,63270-528
3388,2830081328728849061,37.588.257/0001-94,79998135713,27566-115
3389,7074985752209516820,12.828.285/0001-49,67932631439,80807-148
3390,8340745582129640473,73.776.357/0001-56,13941953011,34986-402
3391,2467399216697680228,27.637.018/0001-70,87952475879,84205-415
3392,5932998993493625463,67.450.092/0001-24,66973712814,90111-234
3393,2277481830840634777,91.528.632/0001-73,11906784502,78062-661
3394,4932094416261190698,09.760.556/0001-91,74912160785,19643-492
3395,3395288261255697073,90.493.877/0001-52,84999473828,28917-856
3396,6949881426476239552,39.365.473/0001-32,46968918764,84680-612
3397,9079403367563437349,76.860.302/0001-80,38931618805,72922-502
3398,1160411182415385239,97.860.262/0001-55,18946514004,81486-462
3399,9013477178575990660,44.484.825/0001-78,47942956733,22405-017
3400,3184538002804076651,18.700.672/0001-31,66952141271,55990-900
3401,9329570867401108810,14.150.368/0001-99,13964017102,69085-792
3402,5307924464678969403,52.697.798/0001-92,63952156507,76960-634
3403,6274694921070566484,31.282.588/0001-12,83964617555,79335-611
3404,4523857941314314041,99.208.824/0001-48,84924884055,53906-797
3405,6470034084116191665,10.688.696/0001-95,11946579798,61675-541
3406,5651051633416167501,10.779.788/0001-26,84935610017,63078-496
3407,9401488415633642634,07.262.112/0001-15,47990047902,58096-155
3408,3996885949820884759,13.610.068/0001-41,75933729664,61033-507
3409,7419249674627731826,78.995.211/0001-85,84936260241,42512-442
3410,6766604148877236614,97.032.316/0001-14,64953116673,35610-055
3411,6756728571297578446,32.851.862/0001-67,83976622563,23828-900
3412,3883575980589753029,04.897.632/0001-88,21930173486,16395-107
3413,8995154064884623814,83.890.182/0001-13,28969050736,15186-205
3414,4339181890687703719,71.479.991/0001-80,88911685654,20797-147
3415,3251844352559410587,98.819.296/0001-36,79929811334,67263-178
3416,7014645091625790905,97.187.899/0001-08,33914843188,93024-987
3417,7473429882695062279,29.776.783/0001-63,34986536494,45321-078
3418,5470112039408506114,75.214.032/0001-12,18915519655,45982-379
3419,7513908674128936021,90.677.186/0001-77,92966764847,12760-041
3420,5974361994557060219,35.669.908/0001-16,77923809447,81703-364
3421,4530311317662418560,98.671.082/0001-75,16918550024,30212-234
3422,4805847457772177757,03.349.443/0001-53,38968925901,16895-568
3423,2131504158017603475,83.348.357/0001-47,75917566856,68732-960
3424,8107708785001410369,32.654.229/0001-48,68991755425,65292-717
3425,2621805000462001972,61.265.378/0001-67,63926972776,48784-334
3426,9029349053859731589,93.275.989/0001-80,12967877059,85412-941
3427,5246586232345518525,15.000.404/0001-03,37910344367,13028-930
3428,3633140043074871643,09.469.415/0001-32,64936726014,50632-699
3429,2008488094375337661,94.814.784/0001-21,43928512836,73798-385
3430,6340498136543179842,87.549.145/0001-36,99912277151,20341-816
3431,2439687985254316982,86.844.662/0001-12,85980257979,17642-534
3432,1418268305881315147,87.323.683/0001-29,11962505683,10598-132
3433,6029030315781698061,89.360.232/0001-47,98958340093,42375-954
3434,4402882988390641917,07.762.988/0001-78,91948433140,59035-265
3435,6396975420090372088,88.411.851/0001-35,93975955524,85303-487
3436,8115166725280137867,49.379.478/0001-10,73990764147,27151-172
3437,8671815919288521125,72.876.418/0001-07,48942202489,87116-598
3438,9704863410325300771,80.428.459/0001-25,61988171462,47614-420
3439,7629799337257426081,09.304.631/0001-02,22966490953,98515-943
3440,8334438302965405499,82.567.322/0001-40,44912804701,11797-163
3441,2467421943821889754,99.567.237/0001-71,83954718527,17799-028
3442,4029985470161044095,78.381.867/0001-36,12986086333,90765-789
3443,7059900979823270235,55.927.931/0001-74,17946466362,04886-761
3444,2952265519777892405,98.307.389/0001-32,49925228737,02534-580
3445,2087686129052463043,63.905.293/0001-95,99947719415,29454-837
3446,3301890791298236644,46.539.214/0001-47,19931311010,21537-373
3447,1867984818183333864,85.421.713/0001-28,69901496452,64464-571
3448,2990430101144720612,13.838.210/0001-76,94952182129,66712-252
3449,3619936295415844243,75.540.814/0001-35,67907923795,14938-520
3450,6739995445917625320,64.621.742/0001-91,32982487138,87885-651
3451,1972151370453158774,15.268.539/0001-74,51953707022,80516-372
3452,6422167462380333119,96.514.406/0001-64,28911397583,13851-123
3453,2490536982771475598,48.135.118/0001-74,21983038119,32607-574
3454,1320038485247568149,62.528.296/0001-51,88989375302,83421-270
3455,1770617909962837084,13.880.803/0001-22,86904359994,44635-250
3456,5878154783366310790,56.290.629/0001-99,63956863103,73128-746
3457,5231026067675021669,81.845.084/0001-39,54980790233,85410-458
3458,5239682843678600360,13.717.113/0001-13,87923311660,02328-161
3459,5955756600085640864,68.017.264/0001-66,44977420535,61664-840
3460,4073194867049468949,15.880.734/0001-03,21951593038,92655-093
3461,4662720424538886978,56.737.559/0001-96,46993891877,45522-060
3462,3994253078694742363,18.705.221/0001-08,62993131381,30048-645
3463,3840961510413646780,34.677.672/0001-29,22998727532,07869-765
3464,4034518395348045518,30.219.612/0001-98,34935687292,58298-325
3465,7486341838305069992,96.418.862/0001-37,73938883653,39018-521
3466,3164381665669237158,76.790.367/0001-23,89937779283,71888-981
3467,4433747265922619472,77.780.701/0001-44,86989096914,67260-358
3468,6943871190808599504,66.584.115/0001-77,85951469897,46166-970
3469,1803505919791375410,23.763.373/0001-00,27916587447,86939-664
3470,8442116964795308589,89.115.367/0001-14,37939455251,68110-739
3471,8908124656089607770,22.359.551/0001-05,62938028556,71597-001
3472,6346401348901700187,83.431.436/0001-58,44905510739,40934-460
3473,8121297763435814738,65.137.731/0001-82,89915781092,98981-009
3474,9304873508063856832,26.112.707/0001-03,66915915728,05187-371
3475,9902337349406548963,85.386.028/0001-98,51954149597,36631-366
3476,6772681237383700850,86.021.816/0001-66,65931889843,15273-129
3477,8486176043148536734,77.085.418/0001-46,99921999089,08480-718
3478,9896407503506141803,98.749.405/0001-39,53964842196,09747-201
3479,3820988881338216372,64.733.158/0001-89,68974465967,42776-108
3480,5637548563879530285,33.882.326/0001-20,87969433949,32223-035
3481,8805171710700082247,33.814.887/0001-89,97977061928,85317-154
3482,2272715133162008245,01.386.366/0001-20,55900820338,50349-646
3483,3040937936960339772,75.817.097/0001-46,81933302053,68913-409
3484,4877598303549598632,95.938.450/0001-54,31970768691,28001-444
3485,6486644471030444994,73.310.371/0001-81,14959288445,34232-726
3486,2335462057717358178,92.277.724/0001-36,83974125906,59036-340
3487,7922714793558082764,55.708.064/0001-80,44943824508,73444-217
3488,7542199880032681801,24.374.335/0001-55,64992368701,33313-867
3489,1667028095054263608,91.606.289/0001-25,83902854547,68616-591
3490,5034406804410622034,03.392.710/0001-00,85975290091,13417-576
3491,2631213504990246148,64.067.972/0001-30,37909153694,70407-652
3492,7172280632871333369,39.983.478/0001-62,38983326948,06579-341
3493,6434878674830759376,47.697.408/0001-04,38979114446,54782-377
3494,8685547817286392754,31.467.379/0001-91,37959798380,04498-387
3495,5493414669948514506,08.382.438/0001-65,49962159687,51002-593
3496,8736289019533796019,89.284.921/0001-59,92986124343,39449-315
3497,6353307533397475345,77.405.846/0001-57,15972596065,33607-710
3498,2215250498992125866,97.397.404/0001-96,73903088213,14789-769
3499,7251639941645883085,98.351.927/0001-85,83920632137,44879-266
3500,3496401128839133309,68.017.961/0001-64,19938290591,11627-303
3501,3149790815383542881,14.707.340/0001-88,12975240760,26440-073
3502,7083075940245525583,75.538.057/0001-48,61946886475,96340-518
3503,1643814810595106443,22.679.149/0001-34,37949078294,09320-447
3504,2196789005061809273,76.498.550/0001-85,83970320920,46822-700
3505,5834676271244247083,75.594.773/0001-74,49949489424,50531-837
3506,1298753127925169263,26.485.236/0001-75,34950795796,09075-759
3507,3135240778342817480,61.514.463/0001-34,49964492709,76165-575
3508,6419737381550982749,69.874.164/0001-06,85960047535,94686-809
3509,1579432656328414118,84.788.868/0001-82,81941461614,28175-403
3510,3104266854498691080,60.807.009/0001-26,48924544651,44818-989
3511,9843340822372242580,62.059.095/0001-31,86959425159,04282-995
3512,9934765411868312639,02.091.502/0001-40,51919482638,33419-149
3513,9844897544076013969,86.370.954/0001-64,18925710422,81912-302
3514,1535832816875116285,39.206.546/0001-52,35994744509,43428-591
3515,6781185660402661839,83.568.767/0001-24,62900903436,32278-217
3516,7419506251587380554,67.625.091/0001-22,41960294328,48931-079
3517,1837077175958694617,20.410.287/0001-70,47962294074,95405-032
3518,7828989869465536390,34.894.632/0001-37,51914611021,85265-995
3519,4898702199190808370,93.028.574/0001-71,84926849346,54459-127
3520,4783150877952507536,90.111.881/0001-35,41978853511,42138-572
3521,6820200840073464208,74.675.506/0001-19,83912752084,15097-738
3522,1450792833312200383,82.291.009/0001-59,91905383518,57373-587
3523,8597545043763304189,12.614.502/0001-56,62923066076,75106-624
3524,1529006600103375994,96.344.844/0001-32,75961547342,84680-964
3525,5881027150971303910,83.946.739/0001-54,21915162822,96228-091
3526,5102848193558416416,76.929.575/0001-50,32936527685,84917-171
3527,1081155377767059297,76.041.096/0001-72,95938508244,50187-299
3528,9101911420105125425,48.867.364/0001-20,67959259279,59294-854
3529,3088590874468050688,04.167.224/0001-08,79963964081,88621-945
3530,2336576194536326113,78.702.096/0001-69,41941408272,58701-271
3531,4941217589811481219,02.729.706/0001-27,44915244358,80329-151
3532,3037564748426262795,67.116.680/0001-95,83980705576,07194-116
3533,8713075923060889705,08.759.404/0001-84,19960540814,55690-689
3534,7980363993462247171,46.626.315/0001-92,63972260932,03906-208
3535,9564038720238986747,80.748.636/0001-69,18973654798,06536-464
3536,3615011489178630736,48.152.542/0001-91,75908162268,65599-574
3537,3579055752317599966,47.729.368/0001-15,97971349152,55534-283
3538,9680867335168319489,13.428.271/0001-46,42978095797,41449-454
3539,2190263184915258354,99.531.817/0001-23,94950603952,03006-583
3540,6577561064531590524,96.369.828/0001-77,94973850944,79181-303
3541,9468783883160380666,39.899.320/0001-26,53948530402,07573-233
3542,7996528477826367943,60.868.787/0001-30,62918968125,91981-735
3543,7660474181461481199,77.813.262/0001-66,62912784108,32276-318
3544,5971405307621687813,48.125.184/0001-54,62919260863,24004-336
3545,5086699862692594815,52.227.696/0001-58,93975344271,01044-461
3546,6133415569196781726,99.815.359/0001-22,33946460157,39165-869
3547,3127666674507002013,74.471.948/0001-41,74996017860,59676-806
3548,7450563018788104174,43.912.406/0001-93,83926203678,48374-913
3549,3992053109035950947,92.374.910/0001-58,89915113633,23587-997
3550,9218476646663745051,63.374.375/0001-03,14901323934,89719-824
3551,7889525182805690737,68.093.450/0001-57,41911485402,83582-341
3552,4880300615356847269,71.999.628/0001-24,48980720960,30427-967
3553,9932680898091287107,11.652.068/0001-28,87981797855,74829-713
3554,4206566819317037890,14.199.055/0001-26,55971239603,28394-110
3555,6566995993756001951,82.261.494/0001-87,27959381049,89646-300
3556,5692544384962654992,08.662.823/0001-05,16922638812,66119-504
3557,8753028046052929836,18.676.446/0001-67,99963652674,96796-781
3558,3812353252250658008,26.252.931/0001-61,41911132611,89625-569
3559,6248833301659121568,72.940.219/0001-77,13903614656,96620-294
3560,6878665810645332979,46.319.294/0001-81,31916660689,02842-481
3561,4712873087752835088,04.020.992/0001-36,21972051170,93397-573
3562,4816782828132879855,58.278.111/0001-95,65909899534,10187-985
3563,5394597056401717035,43.083.306/0001-03,49943352398,71427-805
3564,2436472551877923313,24.285.585/0001-05,61987357180,44156-927
3565,9919577557377824035,00.507.486/0001-24,31920572621,87508-517
3566,2480787138205116631,38.527.968/0001-93,73917771245,00434-794
3567,5612658793449323519,44.113.904/0001-93,45900979770,07848-347
3568,1345449779398943666,74.903.678/0001-36,21996534541,90234-550
3569,9479475590585618939,47.642.227/0001-49,77933138120,85278-076
3570,2911025103620882161,33.036.590/0001-87,92945372388,88524-827
3571,3422188822177411304,12.150.934/0001-34,83909921745,49429-552
3572,2967427048727706793,96.272.927/0001-08,66978627877,15444-956
3573,4174095035470158960,41.790.735/0001-34,31992020349,60015-031
3574,3121354720952124689,49.465.894/0001-93,77985578732,40786-542
3575,8636504318894551978,47.235.318/0001-25,89931540000,57305-084
3576,9668561260703934805,42.440.176/0001-29,34938966722,84956-016
3577,5046374227098058530,05.803.807/0001-65,62928483935,67720-357
3578,9933464254896915189,32.665.418/0001-66,37938498083,23841-335
3579,9630587665772906993,00.523.241/0001-16,99965527082,17087-503
3580,4639575887384984838,18.730.740/0001-29,64905672631,81094-701
3581,9172604387915163140,18.388.289/0001-30,31934257656,67924-956
3582,2017408342908062763,76.320.430/0001-72,75975592299,08081-614
3583,1886665420246850425,73.265.526/0001-19,61991100447,73288-437
3584,1581565667088111987,37.359.012/0001-60,81993963943,71936-315
3585,1488185180332918304,63.075.606/0001-94,63909698161,90404-723
3586,2350288918791276275,82.840.631/0001-67,32970533888,58975-817
3587,7105832059947569642,83.452.425/0001-56,92918393403,66007-539
3588,3445639641755497474,90.431.632/0001-89,75909281692,85179-786
3589,2224761744599600343,54.032.335/0001-87,82989570155,00633-381
3590,9554516152436358705,71.816.631/0001-56,51956401760,54810-968
3591,2407178824727375585,59.450.916/0001-72,64987228026,46611-937
3592,6446417456651731905,06.661.773/0001-57,73945809354,77700-337
3593,6890980716608081752,51.890.416/0001-72,41945716092,15364-424
3594,7319133117057905374,40.103.212/0001-07,99933108347,50546-160
