marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
razer,2022,10,13,16,sim,8,4,193,4K,AMOLED,não,0,250,jogos_premium,20537
huawei,2013,12,13,8,não,0,3,567,FULLHD,OLED,não,0,1000,premium,17292
xiaomi,2015,4,8,8,não,0,3,480,QUADHD,OLED,não,0,2000,premium,25129
positivo,2011,4,8,12,não,0,3,233,HD,IPS,não,0,250,entrada,7058
asus,2021,8,14,6,não,0,2,165,HD,IPS,não,500,0,entrada,5860
positivo,2022,10,12,6,não,0,3,127,HD,TN,não,500,2000,entrada,5701
positivo,2018,8,13,32,não,0,1,60,HD,IPS,não,500,0,entrada,4991
asus,2023,10,20,4,não,0,1,91,HD,TN,não,0,2000,intermediario,8657
asus,2023,8,16,16,não,0,3,552,FULLHD,VA,não,0,250,ultraportatil,15786
dell,2022,4,6,16,sim,6,4,101,QUADHD,TN,não,0,500,jogos_intermediarios,10338
acer,2016,10,15,2,não,0,3,596,FULLHD,OLED,não,0,250,ultraportatil,17540
huawei,2016,4,6,8,não,0,3,581,FULLHD,OLED,não,0,250,premium,15412
razer,2012,10,12,8,não,0,3,569,FULLHD,OLED,não,500,250,premium,24545
xiaomi,2022,4,6,16,não,0,3,583,4K,AMOLED,não,0,250,premium,24026
apple,2017,10,18,8,não,0,2,407,QUADHD,AMOLED,não,0,2000,premium,24145
positivo,2023,10,19,8,não,0,3,187,HD,IPS,não,0,1000,entrada,6838
positivo,2012,4,4,6,não,0,2,160,HD,IPS,não,2000,0,entrada,6162
positivo,2022,10,18,32,não,0,2,217,HD,IPS,não,250,125,entrada,8071
acer,2010,6,12,2,não,0,1,105,HD,TN,não,250,0,intermediario,7394
acer,2021,10,10,8,não,0,4,578,HD,IPS,não,500,0,intermediario,13349
dell,2011,8,12,12,sim,4,2,87,QUADHD,VA,não,2000,1000,jogos_intermediarios,10328
dell,2019,10,11,6,não,0,3,516,HD,TN,não,2000,0,intermediario,13176
huawei,2021,6,10,8,não,0,3,474,FULLHD,OLED,não,0,500,premium,20161
huawei,2012,8,12,16,não,0,3,473,4K,OLED,não,250,250,premium,20417
razer,2018,4,4,16,sim,6,3,173,QUADHD,AMOLED,não,0,250,jogos_premium,20003
apple,2023,4,6,16,não,0,2,589,4K,OLED,não,0,2000,premium,20724
dell,2020,4,7,8,não,0,2,434,FULLHD,IPS,sim,0,250,premium,18530
acer,2015,8,9,12,sim,2,1,154,FULLHD,VA,não,0,250,jogos_entrada,8400
apple,2022,4,5,16,não,0,2,589,4K,AMOLED,não,0,500,premium,22286
xiaomi,2013,12,19,16,não,0,3,469,QUADHD,AMOLED,não,500,250,premium,20415
hp,2020,4,5,2,não,0,2,586,FULLHD,OLED,não,0,500,ultraportatil,18913
dell,2020,8,10,6,não,0,3,510,FULLHD,AMOLED,sim,0,2000,2em1,16958
lenovo,2019,8,15,8,não,0,3,568,4K,AMOLED,não,0,1000,premium,21741
acer,2023,12,19,12,sim,4,4,83,FULLHD,VA,não,0,250,jogos_intermediarios,10697
huawei,2012,8,14,16,não,0,2,446,4K,OLED,não,2000,250,premium,19776
positivo,2013,6,7,6,não,0,1,176,HD,IPS,não,0,2000,entrada,6223
razer,2021,4,6,8,não,0,3,436,4K,OLED,não,0,250,premium,16811
hp,2021,10,10,16,sim,4,4,90,QUADHD,TN,não,0,250,jogos_intermediarios,10090
positivo,2020,10,18,64,não,0,3,175,HD,TN,não,500,0,entrada,7222
apple,2020,12,12,16,não,0,2,516,FULLHD,OLED,não,0,500,premium,24768
asus,2011,6,12,4,não,0,2,564,FULLHD,IPS,não,1000,250,ultraportatil,16421
huawei,2015,12,22,16,não,0,2,545,FULLHD,AMOLED,não,0,250,premium,19933
asus,2021,10,16,8,não,0,3,489,FULLHD,AMOLED,sim,0,500,2em1,15826
huawei,2014,12,21,16,não,0,3,483,4K,OLED,não,0,250,premium,16177
huawei,2023,10,18,16,não,0,2,575,FULLHD,AMOLED,não,0,2000,premium,25500
asus,2018,6,8,12,não,0,1,41,HD,TN,não,250,0,entrada,3973
xiaomi,2023,6,10,16,não,0,3,461,4K,AMOLED,não,0,250,premium,18446
dell,2011,2,3,8,não,0,3,546,FULLHD,IPS,não,1000,2000,ultraportatil,15781
apple,2013,10,19,8,não,0,2,550,QUADHD,OLED,não,2000,250,premium,25636
xiaomi,2012,6,9,16,não,0,3,529,FULLHD,OLED,não,0,1000,premium,20541
dell,2013,6,7,8,sim,4,1,163,FULLHD,VA,não,1000,500,jogos_entrada,9247
hp,2019,4,6,12,sim,4,4,112,4K,OLED,não,0,250,jogos_intermediarios,9929
xiaomi,2014,10,13,16,não,0,2,437,FULLHD,AMOLED,não,2000,250,premium,19021
apple,2011,10,13,16,não,0,2,499,QUADHD,AMOLED,não,500,250,premium,16177
dell,2022,6,7,4,não,0,3,534,FULLHD,TN,não,0,250,ultraportatil,15942
lenovo,2012,2,4,8,não,0,2,263,FULLHD,IPS,sim,500,250,2em1,12936
samsung,2012,10,15,16,sim,6,2,162,FULLHD,IPS,não,2000,125,jogos_intermediarios,12015
apple,2012,6,8,8,não,0,2,573,4K,AMOLED,não,1000,250,premium,25337
lenovo,2011,6,12,8,não,0,2,439,4K,AMOLED,não,500,250,premium,16403
xiaomi,2022,12,18,8,não,0,3,565,FULLHD,AMOLED,não,0,500,premium,20955
dell,2019,12,12,16,não,0,3,558,4K,IPS,sim,0,2000,premium,23307
huawei,2013,10,11,16,não,0,3,483,FULLHD,OLED,não,500,250,premium,16443
xiaomi,2011,10,11,8,não,0,3,419,4K,OLED,não,500,250,premium,15159
asus,2023,4,4,64,não,0,2,105,FULLHD,IPS,sim,0,2000,2em1,12491
positivo,2019,6,7,64,não,0,1,60,HD,IPS,não,250,0,entrada,5804
huawei,2015,8,15,16,não,0,2,519,QUADHD,AMOLED,não,0,2000,premium,18310
positivo,2013,6,11,12,não,0,3,231,HD,TN,não,2000,0,entrada,6653
positivo,2011,6,9,8,não,0,1,55,HD,TN,não,1000,0,entrada,4456
huawei,2010,8,15,16,não,0,3,587,4K,OLED,não,250,250,premium,19347
positivo,2014,4,6,4,não,0,3,113,HD,TN,não,500,0,entrada,4528
positivo,2022,6,9,2,não,0,1,77,HD,IPS,não,500,500,entrada,5256
hp,2011,6,7,12,sim,4,3,51,FULLHD,IPS,não,2000,125,jogos_entrada,6272
acer,2014,6,10,16,não,0,2,436,FULLHD,IPS,sim,500,250,2em1,15684
samsung,2011,2,2,8,não,0,2,577,FULLHD,VA,não,2000,1000,ultraportatil,16660
xiaomi,2021,12,24,16,não,0,3,473,FULLHD,OLED,não,0,250,premium,22180
apple,2011,6,12,16,não,0,2,529,4K,AMOLED,não,0,2000,premium,20784
hp,2011,6,12,8,sim,2,1,60,FULLHD,TN,não,1000,1000,jogos_entrada,8092
hp,2011,4,4,4,não,0,3,562,FULLHD,TN,não,500,250,ultraportatil,16641
huawei,2016,12,12,16,não,0,3,440,QUADHD,AMOLED,não,0,250,premium,23785
positivo,2012,4,5,6,não,0,1,33,HD,TN,não,250,0,entrada,3496
razer,2019,10,18,16,sim,6,4,190,FULLHD,OLED,não,0,1000,jogos_premium,22816
hp,2021,8,14,12,sim,2,4,143,FULLHD,IPS,não,0,2000,jogos_entrada,10197
razer,2014,8,11,16,sim,6,1,44,4K,AMOLED,não,250,2000,jogos_premium,19801
huawei,2018,8,13,8,não,0,2,458,FULLHD,AMOLED,não,0,1000,premium,23026
huawei,2017,12,14,8,não,0,3,520,QUADHD,OLED,não,0,250,premium,22075
samsung,2015,10,13,8,sim,4,1,129,FULLHD,OLED,não,0,250,jogos_entrada,9674
samsung,2021,12,21,12,não,0,3,316,FULLHD,AMOLED,sim,0,2000,2em1,13928
lenovo,2020,10,15,16,não,0,3,538,HD,TN,não,0,500,entrada,11883
razer,2010,4,5,8,não,0,2,579,QUADHD,AMOLED,não,500,250,premium,19437
xiaomi,2013,6,8,8,não,0,3,534,QUADHD,AMOLED,não,500,250,premium,17205
positivo,2020,4,5,12,não,0,3,78,HD,IPS,não,250,0,entrada,4890
apple,2021,12,12,16,não,0,2,407,QUADHD,AMOLED,não,0,1000,premium,19666
asus,2018,6,9,8,não,0,2,457,4K,OLED,não,0,2000,premium,20567
razer,2020,12,23,8,não,0,2,402,FULLHD,OLED,não,0,1000,premium,14801
dell,2023,6,6,12,sim,6,4,183,FULLHD,IPS,não,0,250,jogos_intermediarios,10861
acer,2020,6,9,16,não,0,3,589,4K,OLED,não,0,2000,premium,25348
xiaomi,2010,4,4,16,não,0,3,599,4K,OLED,não,0,500,premium,24306
apple,2011,4,5,16,não,0,3,548,QUADHD,AMOLED,não,1000,250,premium,16424
huawei,2017,8,14,16,não,0,2,435,4K,AMOLED,não,0,250,premium,22420
xiaomi,2018,6,7,16,não,0,2,514,QUADHD,OLED,não,0,2000,premium,20057
acer,2020,4,6,8,sim,4,4,197,FULLHD,TN,não,0,2000,jogos_entrada,8795
razer,2019,6,8,8,não,0,2,410,FULLHD,AMOLED,não,0,1000,premium,22160
asus,2016,10,19,12,não,0,3,558,FULLHD,OLED,não,0,250,ultraportatil,16948
positivo,2013,2,4,4,não,0,1,92,HD,IPS,não,2000,0,entrada,3936
hp,2015,6,9,32,não,0,3,570,FULLHD,IPS,não,0,250,ultraportatil,20882
dell,2021,12,14,8,não,0,3,450,FULLHD,AMOLED,não,0,2000,premium,15522
xiaomi,2018,8,14,16,não,0,2,541,4K,OLED,não,0,1000,premium,20511
samsung,2022,8,10,8,não,0,1,377,HD,IPS,não,1000,500,entrada,9609
samsung,2019,6,10,8,não,0,1,84,HD,TN,não,2000,0,intermediario,5598
hp,2021,8,11,8,sim,2,4,109,FULLHD,OLED,não,0,500,jogos_entrada,9106
lenovo,2023,12,16,8,sim,4,4,115,FULLHD,VA,não,0,250,jogos_entrada,8013
lenovo,2013,4,7,8,não,0,3,485,QUADHD,OLED,não,1000,250,premium,17770
lenovo,2019,6,6,8,sim,4,4,148,FULLHD,TN,não,0,1000,jogos_entrada,7909
samsung,2020,12,20,8,sim,4,4,141,FULLHD,IPS,não,0,250,jogos_entrada,8800
samsung,2015,10,13,8,não,0,2,400,4K,OLED,não,0,500,premium,17467
asus,2013,4,7,16,não,0,3,381,FULLHD,IPS,sim,250,250,2em1,11375
positivo,2018,4,4,16,não,0,2,164,HD,IPS,não,1000,0,entrada,5228
acer,2015,8,11,32,não,0,2,532,FULLHD,IPS,não,0,250,ultraportatil,17748
razer,2012,12,19,16,sim,6,2,119,4K,OLED,não,250,250,jogos_premium,19052
dell,2011,6,10,8,sim,4,3,178,FULLHD,OLED,não,250,1000,jogos_entrada,8829
razer,2011,8,8,32,sim,6,3,32,FULLHD,AMOLED,não,1000,125,jogos_premium,19465
xiaomi,2022,10,20,8,não,0,3,416,QUADHD,OLED,não,0,1000,premium,21474
huawei,2022,12,22,8,não,0,2,500,FULLHD,AMOLED,não,0,250,premium,17266
dell,2020,8,16,32,não,0,3,577,FULLHD,OLED,não,0,2000,ultraportatil,19819
asus,2011,4,7,4,não,0,2,198,FULLHD,AMOLED,sim,0,500,2em1,11646
xiaomi,2015,10,10,16,não,0,3,557,FULLHD,AMOLED,não,0,1000,premium,19389
dell,2022,10,13,32,não,0,2,567,FULLHD,IPS,sim,0,250,2em1,16980
dell,2016,8,12,32,sim,6,3,98,FULLHD,OLED,não,0,1000,jogos_premium,20872
samsung,2015,8,11,8,não,0,3,576,FULLHD,VA,não,0,2000,ultraportatil,19093
xiaomi,2021,12,12,16,não,0,2,565,4K,OLED,não,0,250,premium,18697
apple,2016,4,6,8,não,0,2,558,QUADHD,AMOLED,não,0,2000,premium,26291
apple,2011,6,11,8,não,0,3,460,4K,OLED,não,250,250,premium,20902
positivo,2023,10,11,12,não,0,3,245,HD,TN,não,0,1000,entrada,7209
acer,2016,4,8,16,não,0,2,553,HD,TN,não,500,0,entrada,11283
acer,2012,4,5,2,não,0,2,293,FULLHD,IPS,sim,1000,250,2em1,13500
xiaomi,2021,8,11,16,não,0,2,570,QUADHD,OLED,não,0,250,premium,16372
positivo,2011,4,8,6,não,0,1,88,HD,IPS,não,500,0,entrada,5170
razer,2018,6,9,32,sim,6,3,162,FULLHD,OLED,não,0,2000,jogos_premium,24606
razer,2013,8,11,32,sim,6,4,133,FULLHD,OLED,não,2000,1000,jogos_premium,23684
acer,2018,4,6,8,sim,2,2,86,FULLHD,VA,não,0,2000,jogos_entrada,7444
lenovo,2011,6,6,8,sim,4,4,160,FULLHD,IPS,não,250,1000,jogos_entrada,9099
acer,2013,4,4,2,não,0,3,95,FULLHD,IPS,sim,0,500,2em1,7860
samsung,2015,10,15,12,sim,4,4,123,FULLHD,OLED,não,0,1000,jogos_entrada,8741
asus,2011,12,13,16,não,0,3,596,4K,OLED,não,0,250,premium,27195
hp,2018,6,8,2,não,0,3,506,FULLHD,OLED,não,0,2000,ultraportatil,19368
asus,2012,6,8,4,não,0,3,488,FULLHD,IPS,sim,1000,250,2em1,13117
apple,2017,4,6,8,não,0,2,546,4K,OLED,não,0,250,premium,22909
huawei,2014,6,10,8,não,0,3,514,QUADHD,AMOLED,não,1000,250,premium,22172
samsung,2022,4,8,6,não,0,3,547,FULLHD,TN,não,0,500,ultraportatil,14113
positivo,2022,12,21,2,não,0,3,251,HD,IPS,não,500,250,entrada,7823
huawei,2012,12,12,16,não,0,3,410,4K,AMOLED,não,250,250,premium,23479
acer,2022,10,18,8,não,0,2,500,4K,AMOLED,não,0,250,premium,24165
samsung,2011,2,2,12,não,0,3,585,FULLHD,IPS,não,250,125,ultraportatil,15616
dell,2019,10,12,8,não,0,2,259,HD,TN,não,500,0,entrada,7662
dell,2016,8,15,12,não,0,3,393,HD,OLED,não,0,1000,intermediario,13227
positivo,2016,10,17,4,não,0,1,152,HD,IPS,não,0,250,entrada,5621
asus,2022,6,8,8,não,0,2,481,4K,IPS,sim,0,1000,premium,24453
razer,2017,8,10,32,sim,6,1,109,QUADHD,AMOLED,não,0,500,jogos_premium,23858
razer,2021,4,4,16,sim,6,4,110,FULLHD,OLED,não,0,2000,jogos_premium,19366
lenovo,2019,8,15,8,sim,2,4,62,FULLHD,OLED,não,0,2000,jogos_entrada,9118
xiaomi,2010,12,16,8,não,0,3,576,FULLHD,AMOLED,não,0,250,premium,18888
dell,2022,12,16,64,não,0,3,512,FULLHD,VA,não,0,1000,ultraportatil,17388
samsung,2011,2,3,6,não,0,3,466,HD,TN,não,2000,0,entrada,9556
hp,2021,8,9,12,sim,4,4,102,FULLHD,IPS,não,0,250,jogos_entrada,7282
huawei,2014,6,10,16,não,0,3,588,QUADHD,AMOLED,não,0,250,premium,26458
lenovo,2013,4,4,16,sim,6,2,74,4K,VA,não,1000,250,jogos_intermediarios,11022
samsung,2018,8,16,2,não,0,3,568,FULLHD,IPS,sim,0,2000,2em1,15562
asus,2010,2,4,16,não,0,1,504,HD,TN,não,250,0,entrada,10170
asus,2017,6,7,64,não,0,1,454,HD,VA,não,0,1000,intermediario,14642
huawei,2013,10,18,8,não,0,3,524,FULLHD,OLED,não,500,250,premium,18772
razer,2017,8,11,16,não,0,3,577,4K,OLED,não,0,250,premium,26664
acer,2023,4,8,8,não,0,3,548,FULLHD,IPS,não,0,1000,ultraportatil,15197
acer,2015,6,9,16,não,0,2,350,FULLHD,IPS,sim,0,250,2em1,13525
positivo,2010,2,2,4,não,0,3,139,HD,IPS,não,500,0,entrada,5038
lenovo,2013,4,5,32,sim,6,4,110,QUADHD,AMOLED,não,500,1000,jogos_premium,16380
huawei,2019,12,22,16,não,0,2,595,FULLHD,AMOLED,não,0,500,premium,26992
samsung,2013,2,3,8,sim,4,2,171,FULLHD,IPS,não,0,500,jogos_entrada,9146
positivo,2012,6,10,4,não,0,3,300,HD,TN,não,250,0,entrada,8139
positivo,2019,6,9,4,não,0,4,83,HD,IPS,não,1000,0,entrada,4982
asus,2013,6,12,4,não,0,2,192,FULLHD,AMOLED,sim,0,250,2em1,10284
hp,2015,10,14,16,sim,6,3,31,4K,OLED,não,0,500,jogos_intermediarios,10344
asus,2023,10,15,6,não,0,3,59,FULLHD,IPS,sim,0,1000,2em1,7163
apple,2011,6,6,16,não,0,2,504,4K,AMOLED,não,0,250,premium,19795
asus,2012,2,3,12,não,0,2,39,HD,IPS,não,500,0,intermediario,5853
huawei,2011,4,8,16,não,0,3,578,QUADHD,OLED,não,2000,250,premium,19518
xiaomi,2010,6,6,8,não,0,2,475,QUADHD,OLED,não,0,2000,premium,15019
samsung,2012,8,8,16,não,0,3,447,FULLHD,OLED,não,1000,250,premium,23592
positivo,2023,4,6,16,não,0,1,265,HD,IPS,não,250,2000,entrada,8532
huawei,2019,6,6,8,não,0,2,556,4K,AMOLED,não,0,2000,premium,25690
lenovo,2010,12,21,8,não,0,2,587,FULLHD,OLED,não,2000,250,premium,27133
xiaomi,2020,6,8,8,não,0,2,508,QUADHD,OLED,não,0,250,premium,14708
lenovo,2011,6,9,8,sim,4,1,80,FULLHD,TN,não,250,500,jogos_entrada,7556
lenovo,2015,8,14,16,não,0,4,61,HD,TN,não,250,0,intermediario,5400
hp,2020,10,14,12,sim,6,4,59,FULLHD,OLED,não,0,2000,jogos_intermediarios,10047
hp,2018,4,8,8,sim,2,1,114,FULLHD,VA,não,0,500,jogos_entrada,8800
asus,2017,10,14,8,não,0,1,297,HD,TN,não,0,250,entrada,7578
samsung,2013,4,8,12,sim,2,1,31,FULLHD,VA,não,2000,500,jogos_entrada,6389
samsung,2018,4,6,12,sim,6,4,175,4K,VA,não,0,2000,jogos_intermediarios,11367
hp,2016,10,10,12,sim,6,4,85,FULLHD,VA,não,0,250,jogos_intermediarios,9754
lenovo,2012,2,2,12,sim,4,3,124,FULLHD,IPS,não,2000,250,jogos_entrada,8392
huawei,2017,12,22,8,não,0,3,589,FULLHD,OLED,não,0,1000,premium,20506
xiaomi,2019,6,8,16,não,0,2,491,4K,OLED,não,0,1000,premium,16914
dell,2014,6,10,16,não,0,2,432,QUADHD,AMOLED,sim,1000,250,premium,15980
razer,2012,4,8,16,sim,6,4,129,4K,AMOLED,não,500,1000,jogos_premium,17548
huawei,2018,4,6,16,não,0,2,425,QUADHD,OLED,não,0,500,premium,21821
hp,2011,12,24,16,sim,4,2,111,4K,VA,não,0,1000,jogos_intermediarios,11799
samsung,2010,4,7,12,não,0,3,580,HD,VA,não,500,0,intermediario,13732
dell,2014,4,8,32,não,0,2,112,HD,IPS,não,1000,0,intermediario,7389
dell,2011,6,6,4,não,0,4,72,HD,IPS,não,250,0,entrada,4848
asus,2020,12,19,12,não,0,2,490,HD,TN,não,0,500,entrada,11814
dell,2023,4,6,12,sim,2,4,68,FULLHD,TN,não,0,1000,jogos_entrada,6990
apple,2023,12,15,8,não,0,2,425,FULLHD,OLED,não,0,500,premium,22303
asus,2015,12,22,16,não,0,2,459,QUADHD,AMOLED,não,0,1000,premium,22949
apple,2020,10,12,16,não,0,2,483,FULLHD,OLED,não,0,250,premium,21758
asus,2022,10,19,64,não,0,2,525,FULLHD,IPS,sim,0,250,2em1,17165
positivo,2017,8,16,12,não,0,1,261,HD,IPS,não,1000,0,entrada,7192
hp,2015,8,8,2,não,0,3,507,FULLHD,IPS,não,0,2000,ultraportatil,14343
lenovo,2011,4,8,16,sim,6,3,81,4K,TN,não,0,2000,jogos_intermediarios,11351
samsung,2012,4,4,8,não,0,3,367,HD,TN,não,250,0,entrada,7708
acer,2022,4,5,16,não,0,2,582,4K,AMOLED,não,0,250,premium,18399
asus,2018,4,7,6,não,0,4,226,HD,OLED,não,0,2000,intermediario,9032
samsung,2012,4,7,12,sim,2,4,140,FULLHD,TN,não,500,250,jogos_entrada,7178
apple,2020,10,18,8,não,0,2,448,FULLHD,AMOLED,não,0,1000,premium,16274
positivo,2019,6,10,8,não,0,3,295,HD,TN,não,250,0,entrada,7407
hp,2014,12,19,12,sim,4,1,200,4K,IPS,não,250,500,jogos_intermediarios,11847
dell,2017,4,5,16,sim,6,4,88,QUADHD,VA,não,0,250,jogos_intermediarios,9723
apple,2013,12,20,8,não,0,2,589,QUADHD,OLED,não,500,250,premium,20805
huawei,2018,8,11,16,não,0,2,582,4K,OLED,não,0,500,premium,17633
apple,2018,12,22,8,não,0,3,592,FULLHD,AMOLED,não,0,500,premium,19429
acer,2013,10,14,12,sim,4,1,178,FULLHD,IPS,não,500,250,jogos_intermediarios,11077
dell,2015,8,15,32,não,0,1,283,HD,OLED,não,250,0,intermediario,11019
acer,2013,8,9,16,não,0,2,499,QUADHD,AMOLED,não,0,1000,premium,25814
huawei,2021,4,6,8,não,0,3,572,4K,AMOLED,não,0,2000,premium,20863
dell,2014,8,8,8,sim,2,4,177,FULLHD,VA,não,500,250,jogos_entrada,8054
apple,2014,10,20,8,não,0,3,543,FULLHD,OLED,não,500,250,premium,21283
huawei,2014,8,8,16,não,0,3,410,QUADHD,AMOLED,não,500,250,premium,17182
xiaomi,2021,10,15,16,não,0,3,422,4K,OLED,não,0,250,premium,23645
samsung,2017,12,13,16,não,0,2,590,FULLHD,AMOLED,não,0,500,premium,18680
positivo,2014,4,5,6,não,0,4,120,HD,TN,não,500,0,entrada,4008
huawei,2018,8,10,16,não,0,2,480,QUADHD,AMOLED,não,0,1000,premium,18538
acer,2020,6,6,16,sim,4,4,108,4K,IPS,não,0,250,jogos_intermediarios,10052
acer,2011,4,8,8,não,0,3,578,4K,AMOLED,não,500,250,premium,19268
lenovo,2016,6,8,12,sim,4,4,154,FULLHD,OLED,não,0,1000,jogos_entrada,9281
dell,2023,6,8,16,não,0,2,432,HD,TN,não,1000,1000,entrada,10067
samsung,2017,4,5,2,não,0,2,495,HD,VA,não,500,0,intermediario,13215
positivo,2017,8,15,12,não,0,1,162,HD,TN,não,0,2000,entrada,7373
positivo,2019,4,8,4,não,0,2,137,HD,TN,não,1000,0,entrada,5115
acer,2017,6,8,2,não,0,2,471,HD,IPS,não,250,0,intermediario,11870
acer,2017,4,6,16,não,0,1,165,HD,IPS,não,250,0,entrada,5740
lenovo,2013,4,5,32,sim,6,1,90,FULLHD,AMOLED,não,0,1000,jogos_premium,14667
xiaomi,2012,4,4,8,não,0,3,555,4K,AMOLED,não,1000,250,premium,20305
positivo,2014,4,6,2,não,0,1,232,HD,IPS,não,0,1000,entrada,7030
samsung,2015,6,6,8,não,0,2,446,4K,AMOLED,sim,0,250,premium,21138
apple,2015,12,17,16,não,0,2,435,FULLHD,OLED,não,0,250,premium,16204
razer,2020,12,13,32,sim,6,4,31,QUADHD,OLED,não,0,500,jogos_premium,12550
lenovo,2016,4,4,6,não,0,2,344,HD,TN,não,500,0,intermediario,10559
apple,2015,12,22,16,não,0,3,503,QUADHD,AMOLED,não,0,250,premium,19476
asus,2021,8,14,64,não,0,3,416,HD,OLED,não,1000,0,intermediario,14194
apple,2012,10,18,16,não,0,3,512,FULLHD,AMOLED,não,0,2000,premium,23219
samsung,2019,10,15,16,sim,6,4,62,4K,OLED,não,0,250,jogos_premium,21747
razer,2010,8,16,32,sim,6,3,56,FULLHD,OLED,não,2000,250,jogos_premium,18240
positivo,2022,8,15,6,não,0,3,143,HD,TN,não,500,250,entrada,6420
razer,2018,10,17,8,não,0,3,554,FULLHD,AMOLED,não,0,250,premium,16140
huawei,2011,4,5,16,não,0,2,550,4K,AMOLED,não,500,250,premium,19093
lenovo,2016,6,11,8,não,0,3,588,QUADHD,OLED,não,0,1000,premium,20514
apple,2019,12,20,8,não,0,2,409,4K,AMOLED,não,0,2000,premium,18169
positivo,2015,8,14,2,não,0,4,264,HD,IPS,não,1000,0,entrada,7044
xiaomi,2018,4,8,8,não,0,3,587,FULLHD,AMOLED,não,0,250,premium,25725
hp,2014,6,7,8,sim,2,2,102,FULLHD,TN,não,250,1000,jogos_entrada,7598
hp,2018,6,8,12,sim,6,4,142,QUADHD,OLED,não,0,250,jogos_intermediarios,11436
samsung,2010,2,4,12,não,0,3,288,HD,OLED,não,500,0,intermediario,10219
samsung,2014,8,16,8,não,0,3,539,FULLHD,OLED,não,1000,500,ultraportatil,18128
huawei,2019,4,6,8,não,0,2,416,4K,OLED,não,0,500,premium,22482
dell,2023,4,6,12,não,0,1,122,HD,IPS,não,1000,125,entrada,4544
apple,2014,12,15,16,não,0,2,424,QUADHD,OLED,não,2000,250,premium,20722
acer,2016,8,14,8,sim,4,2,166,FULLHD,IPS,não,0,500,jogos_entrada,9369
acer,2023,10,16,8,não,0,3,600,FULLHD,OLED,não,0,1000,ultraportatil,20844
apple,2017,6,10,16,não,0,2,478,4K,OLED,não,0,250,premium,17995
acer,2012,2,2,8,não,0,3,79,HD,TN,não,1000,0,entrada,3977
apple,2015,10,14,16,não,0,2,442,4K,AMOLED,não,0,250,premium,17307
dell,2015,12,15,12,sim,6,1,32,QUADHD,TN,não,0,250,jogos_intermediarios,9557
razer,2022,10,17,8,não,0,2,447,FULLHD,OLED,não,0,2000,premium,18094
dell,2022,6,6,12,sim,8,4,72,QUADHD,IPS,não,0,250,jogos_intermediarios,10460
razer,2020,6,11,16,sim,6,4,157,FULLHD,OLED,não,0,250,jogos_premium,20161
dell,2020,4,8,8,não,0,2,144,FULLHD,IPS,sim,0,500,2em1,9695
lenovo,2020,4,4,12,sim,4,4,84,FULLHD,TN,não,0,500,jogos_entrada,6617
lenovo,2016,4,5,12,sim,4,2,143,FULLHD,TN,não,0,2000,jogos_entrada,9453
asus,2017,8,11,64,não,0,2,453,FULLHD,IPS,sim,0,500,2em1,15272
huawei,2012,10,12,8,não,0,3,435,FULLHD,OLED,não,1000,250,premium,18266
hp,2019,12,18,12,sim,4,4,116,4K,TN,não,0,250,jogos_intermediarios,10896
acer,2013,8,9,16,não,0,3,527,FULLHD,AMOLED,não,1000,250,premium,16683
dell,2013,6,11,16,não,0,2,514,FULLHD,IPS,não,0,1000,ultraportatil,17199
razer,2022,10,17,16,sim,6,4,144,QUADHD,AMOLED,não,0,250,jogos_premium,21451
dell,2011,6,8,16,não,0,3,476,4K,IPS,sim,0,500,premium,20743
asus,2015,10,10,16,não,0,2,353,HD,IPS,não,250,0,entrada,8935
hp,2014,6,7,32,não,0,3,578,FULLHD,VA,não,2000,1000,ultraportatil,16740
xiaomi,2014,12,13,8,não,0,3,472,4K,OLED,não,500,250,premium,24110
xiaomi,2012,12,21,16,não,0,2,586,FULLHD,AMOLED,não,250,250,premium,18802
lenovo,2018,10,18,32,não,0,2,534,FULLHD,IPS,sim,0,500,2em1,16238
samsung,2013,12,15,32,sim,6,3,115,QUADHD,AMOLED,não,1000,500,jogos_premium,21177
huawei,2023,4,6,16,não,0,3,519,4K,AMOLED,não,0,500,premium,22344
apple,2019,6,8,16,não,0,2,502,QUADHD,OLED,não,0,250,premium,20595
huawei,2016,8,9,8,não,0,2,546,4K,AMOLED,não,0,500,premium,21515
huawei,2018,4,8,8,não,0,2,452,QUADHD,OLED,não,0,250,premium,16577
samsung,2021,4,7,16,sim,6,4,170,QUADHD,OLED,não,0,1000,jogos_premium,13338
razer,2014,4,5,32,sim,6,3,96,FULLHD,AMOLED,não,2000,125,jogos_premium,23241
lenovo,2022,6,10,8,não,0,3,402,4K,AMOLED,não,0,500,premium,20173
huawei,2015,4,8,8,não,0,2,445,4K,AMOLED,não,0,250,premium,23039
xiaomi,2016,6,7,8,não,0,2,507,4K,AMOLED,não,0,250,premium,18848
acer,2012,6,7,8,não,0,2,181,HD,VA,não,500,0,intermediario,7702
samsung,2014,6,7,16,sim,4,2,114,QUADHD,VA,não,2000,125,jogos_intermediarios,10061
apple,2019,8,11,8,não,0,2,577,4K,OLED,não,0,2000,premium,23021
